max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subcondition,subject,gesture
4684,4480,4598.05,4599.5,1705.086076,3581,367844,3.532969432,3.467577532,3.501298565,3.501022446,0.0002185468005,1.44427397,280.1038852,3.540004313,3.472484953,3.506606191,3.506741874,0.0002685240764,1.523006582,280.5284953,flat,P6,constant
4706,4497,4607.325,4609,1784.931013,3709,368586,3.529589633,3.451319775,3.500565643,3.502063357,0.0002547297647,1.2027355,280.0452515,3.548964625,3.47124426,3.51155716,3.510294107,0.0002556572793,1.450687685,280.9245728,flat,P6,constant
4700,4484,4603.175,4603,1767.918354,3879,368254,3.532762313,3.462208669,3.501088907,3.501852574,0.0002442384074,1.186160506,280.0871125,3.548033527,3.470423143,3.510839631,3.510045968,0.0002345855518,1.314343928,280.8671705,flat,P6,constant
4715,4514,4608.125,4606.5,2076.287975,4616,368650,3.531732041,3.459494491,3.49814493,3.497861803,0.0002192026604,1.370598195,279.8515944,3.56707187,3.474275832,3.508011659,3.507118913,0.0002498221294,1.256416316,280.6409327,flat,P6,constant
4705,4514,4600.7,4600,1608.111392,3718,368056,3.535760171,3.460693517,3.501628405,3.502070881,0.0003031831044,1.6112069,280.1302724,3.541441246,3.457899306,3.497726811,3.497170822,0.0002380395722,1.329612251,279.8181449,flat,P6,constant
4699,4494,4603.45,4604.5,1819.718987,3923,368276,3.531447225,3.462394304,3.501328562,3.50135374,0.0002569353187,1.301070148,280.1062849,3.52173913,3.456433312,3.493607536,3.494499855,0.000231016844,1.547788143,279.4886029,flat,P6,constant
4684,4513,4596.5875,4595.5,1842.751741,4186,367727,3.533773377,3.453249838,3.50075875,3.500054621,0.0002343111367,1.372421096,280.0607,3.53167322,3.447666812,3.493811294,3.496516352,0.0002371191377,1.360151523,279.5049035,flat,P6,constant
4698,4514,4595.3125,4594,1550.977057,3782,367625,3.545770065,3.462119577,3.502644542,3.502885727,0.0002983064586,1.418628901,280.2115634,3.537093275,3.46037983,3.497267159,3.497093386,0.0002388870952,1.264088025,279.7813727,flat,P6,constant
4692,4512,4585.225,4590.5,1699.69557,3679,366818,3.545335373,3.466242876,3.501645915,3.501032646,0.0002778816297,1.248338386,280.1316732,3.539232781,3.458143075,3.497561171,3.495772871,0.0002971802985,1.600089633,279.8048937,flat,P6,constant
4677,4483,4573.8,4577,1239.022785,3381,365904,3.539239393,3.464659686,3.501452623,3.499891634,0.0002477712501,1.40650403,280.1162098,3.534812212,3.461150132,3.499062785,3.499780026,0.000272327733,1.475816062,279.9250228,flat,P6,constant
4681,4439,4578.825,4587,2157.260127,4181,366306,3.537265068,3.467720392,3.501421813,3.499288804,0.0003246583842,1.41132118,280.1137451,3.537032943,3.456670342,3.497804942,3.497638398,0.0002539899726,1.385664959,279.8243953,flat,P6,constant
4652,4482,4579.8625,4579.5,1788.398576,4199,366389,3.540026247,3.467657343,3.499655843,3.496692626,0.0002850635671,1.582154891,279.9724674,3.537529743,3.460719041,3.495454512,3.494315736,0.0002165283108,1.10359315,279.6363609,flat,P6,constant
4696,4468,4598.675,4596.5,2191.437342,4249,367894,3.542788356,3.471693989,3.503516828,3.504206714,0.0002492278464,1.468574855,280.2813463,3.534034786,3.462902167,3.498397885,3.498693588,0.0002345784349,1.484248273,279.8718308,flat,P6,constant
