max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subcondition,subject,gesture
4650,4446,4557.4125,4560.5,1691.384652,3863,364593,3.564505422,3.454705753,3.503394235,3.503611218,0.0003426997686,1.489787609,280.2715388,3.532539157,3.466195316,3.502232352,3.503929746,0.0002579598637,1.454733664,280.1785882,flat,P9,constant
4638,4474,4549.5625,4544.5,1412.122627,3276,363965,3.551478524,3.464208711,3.503879434,3.505788455,0.0003149359062,1.27083843,280.3103548,3.544200086,3.471096346,3.507571275,3.50721349,0.0001776791374,1.228368357,280.605702,flat,P9,constant
4655,4459,4553.1,4553.5,2009.407595,4217,364248,3.550164654,3.458745875,3.505032597,3.505319173,0.0003380394582,1.294303967,280.4026077,3.543291474,3.467897977,3.511364691,3.510592742,0.0002752388322,1.568382705,280.9091753,flat,P9,constant
4635,4462,4556,4558,1721.544304,3675,364480,3.544262295,3.451515152,3.503006617,3.503974827,0.0002950317335,1.449483989,280.2405294,3.543618202,3.482358196,3.509483305,3.509737466,0.000197268663,1.274057064,280.7586644,flat,P9,constant
4676,4507,4586.9,4591.5,1391.610127,3224,366952,3.542115681,3.457291893,3.507350923,3.508679685,0.0003759220389,1.548572755,280.5880738,3.53125,3.465060764,3.499708935,3.498423917,0.0002370171252,1.254521367,279.9767148,flat,P9,constant
4745,4441,4576.275,4569.5,4388.100633,3846,366102,3.560506772,3.44158929,3.506485031,3.506239536,0.0003754814753,1.490302848,280.5188024,3.547680971,3.465931643,3.500076351,3.500873359,0.0003510437407,1.411124903,280.006108,flat,P9,constant
4700,4468,4583.4125,4580,2352.447943,3531,366673,3.549165935,3.463632404,3.505615513,3.505801597,0.0003500720898,1.587194926,280.4492411,3.548825178,3.464099217,3.496171524,3.495938219,0.0002371987228,1.239013083,279.6937219,flat,P9,constant
4647,4455,4559.1625,4555.5,1865.960601,3853,364733,3.548108825,3.467019634,3.507019045,3.507976476,0.0002607029662,1.409216951,280.5615236,3.528084918,3.445372609,3.494553737,3.494765062,0.0002508934952,1.340626098,279.5642989,flat,P9,constant
4708,4482,4575.4125,4573.5,1500.04288,3577,366033,3.559878287,3.459784946,3.51017385,3.513963849,0.000375288202,1.641851034,280.813908,3.53643812,3.46497373,3.50143752,3.499833976,0.0002647393321,1.589782341,280.1150016,flat,P9,constant
4675,4469,4587.8875,4595.5,1884.202373,3894,367031,3.55099395,3.45384784,3.509678927,3.509787906,0.0004081578561,1.562095792,280.7743142,3.532738743,3.460233532,3.500299271,3.499782345,0.000205506476,1.256164716,280.0239417,flat,P9,constant
4696,4493,4587.6375,4586,1835.955538,3787,367011,3.548812665,3.468708682,3.511335739,3.512668726,0.0003802562961,1.381226335,280.9068591,3.533231972,3.46427034,3.499755651,3.500597704,0.0001902104648,1.199202126,279.9804521,flat,P9,constant
4707,4478,4593.0875,4594.5,1744.739082,4103,367447,3.568943019,3.473284101,3.512934845,3.513190353,0.0003726559372,1.459219547,281.0347876,3.537182852,3.458653213,3.49833047,3.499508751,0.0002813218651,1.334904553,279.8664376,flat,P9,constant
4715,4411,4563.95,4564.5,2534.731646,3863,365116,3.547903541,3.457718994,3.504833784,3.505791133,0.0004503219358,1.638820225,280.3867027,3.539016393,3.455966535,3.498374072,3.500165558,0.000240577886,1.329540802,279.8699257,flat,P9,constant
4644,4438,4547.2375,4549,1667.651741,3789,363779,3.543745804,3.451216838,3.501206791,3.50137349,0.0003812943971,1.65073081,280.0965433,3.547034543,3.463634366,3.508495281,3.509146522,0.000329572775,1.685089254,280.6796225,flat,P9,constant
4667,4456,4554.8875,4544.5,2537.417563,4288,364391,3.547528517,3.439193583,3.5011892,3.503650776,0.0003971513945,1.681111667,280.095136,3.542734123,3.458397705,3.506156894,3.508792429,0.0003086972305,1.402913854,280.4925516,flat,P9,constant
4632,4413,4540.6875,4540,2287.02769,4603,363255,3.544558889,3.441767068,3.494559309,3.491750849,0.0004083402007,1.910683629,279.5647447,3.54091011,3.468851747,3.503728465,3.503225807,0.0002591800258,1.499499628,280.2982772,flat,P9,constant
4674,4445,4565.55,4568.5,1770.377215,3674,365244,3.56452309,3.454525862,3.509545164,3.507408034,0.0004088496232,1.875258105,280.7636132,3.533773377,3.467600701,3.502657711,3.50375113,0.0002020161474,1.147875909,280.2126169,flat,P9,constant
4668,4411,4562.8125,4562,2070.609968,3949,365025,3.56099152,3.468421053,3.517669944,3.518816496,0.0003452837314,1.605477832,281.4135955,3.550010848,3.456831331,3.502013858,3.501258875,0.0002678491972,1.399133289,280.1611086,flat,P9,constant
4670,4420,4562.375,4559.5,1966.46519,3636,364990,3.558639212,3.454565457,3.513580186,3.514127161,0.0004289010734,1.539068082,281.0864149,3.565737052,3.470382514,3.505819782,3.507309338,0.0002427186405,1.418079657,280.4655825,flat,P9,constant
4663,4450,4563.4625,4564.5,1944.960601,4095,365077,3.569656073,3.47440123,3.510906929,3.512778055,0.0003620439915,1.616011352,280.8725543,3.538776389,3.463630334,3.503629775,3.503209941,0.0002532398186,1.476069308,280.290382,flat,P9,constant
4684,4435,4551.625,4550,2040.287975,4253,364130,3.558338827,3.472428884,3.509718136,3.509277174,0.0002889155,1.371870463,280.7774509,3.544331716,3.450010987,3.490777608,3.493086051,0.0001882175324,1.143441222,279.2622087,flat,P9,constant
4640,4426,4527.325,4526,1977.867722,3674,362186,3.556785477,3.464801244,3.516813159,3.517641192,0.0003171335018,1.500352625,281.3450527,3.520590178,3.463300712,3.488064541,3.485760675,0.0001786214212,1.286221286,279.0451633,flat,P9,constant
4609,4397,4520.8125,4523.5,2021.090981,3991,361665,3.56139576,3.47277616,3.513773593,3.514161666,0.0003894672249,1.658810771,281.1018874,3.522516556,3.455218855,3.487410274,3.488354307,0.0002352092892,1.26042881,278.9928219,flat,P9,constant
4615,4446,4531.7375,4532.5,1865.86693,3603,362539,3.557289345,3.470745869,3.511574925,3.51386691,0.0003954466618,1.689788237,280.925994,3.523374889,3.440070765,3.485431238,3.484422382,0.0002912395215,1.471967514,278.834499,flat,P9,constant
4640,4439,4536.5,4540.5,2265.772152,4112,362920,3.557700746,3.463028169,3.510137621,3.509149178,0.0004002203166,1.825511572,280.8110097,3.5439144,3.480964181,3.511162357,3.510891897,0.0002180668298,1.220014941,280.8929886,flat,P9,constant
