max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subcondition,subject,gesture
4689,4502,4600.35,4597,1631.268354,3244,368028,3.543836806,3.458095656,3.500485528,3.499890111,0.0002898301589,1.460283576,280.0388423,3.523872098,3.457696448,3.49160964,3.493601131,0.0001793550794,1.159028121,279.3287712,flat,P7,constant
4690,4478,4591.525,4596,1829.822152,4021,367322,3.543363995,3.453390743,3.501860401,3.501958458,0.0002653354987,1.338931889,280.1488321,3.523943054,3.454079358,3.490941706,3.489134046,0.0001588381429,1.24283974,279.2753365,flat,P7,constant
4672,4501,4597.0875,4599,1536.916297,3546,367767,3.534747781,3.46604062,3.50351014,3.504602676,0.0002302602848,1.256905148,280.2808112,3.529490022,3.449203616,3.488665007,3.488105014,0.000204685248,1.027043315,279.0932006,flat,P7,constant
4690,4499,4593.35,4603,1824.002532,3635,367468,3.531607335,3.471726838,3.500728385,3.501744473,0.0001970002209,1.291840979,280.0582708,3.523872387,3.463335496,3.489674599,3.488897773,0.0001432908464,0.9758767456,279.1739679,flat,P7,constant
4704,4503,4593.1875,4587,1638.230222,3718,367455,3.544817006,3.46625632,3.499073111,3.497578456,0.0002392606521,1.465938662,279.9258489,3.533016832,3.459847661,3.497213197,3.497974288,0.0002452835948,1.438755873,279.7770558,flat,P7,constant
4665,4496,4580.7,4580,1665.55443,3802,366456,3.532641591,3.464008859,3.498364564,3.498574837,0.0002373158819,1.349967558,279.8691651,3.522858983,3.45943543,3.490044589,3.489331277,0.0001583262309,1.055519172,279.2035672,flat,P7,constant
4666,4503,4592.8375,4591.5,1334.365665,3302,367427,3.528543521,3.472527473,3.496243416,3.494845361,0.0001367783108,1.11419637,279.6994733,3.520209744,3.455157438,3.48840948,3.488024799,0.0002286036333,1.334834009,279.0727584,flat,P7,constant
4689,4511,4577.175,4578,1221.994304,2901,366174,3.545693048,3.457671958,3.498926466,3.498918774,0.0002124394739,1.338196561,279.9141173,3.517023134,3.445171136,3.488672389,3.489539551,0.0001724611679,1.210920391,279.0937911,flat,P7,constant
4685,4464,4576.725,4577,1602.885443,3610,366138,3.5390642,3.473292469,3.507392979,3.508363203,0.0002256674711,1.398450917,280.5914383,3.544701265,3.463227223,3.49430202,3.495979859,0.0002256602971,1.283806308,279.5441616,flat,P7,constant
4699,4422,4582.475,4583.5,2291.518354,4096,366598,3.551662971,3.469858542,3.50501126,3.503845681,0.0002875740068,1.57498607,280.4009008,3.529578077,3.465333623,3.50001013,3.498749372,0.0001800382613,1.145837841,280.0008104,flat,P7,constant
4682,4498,4584.1,4582,1789.610127,4191,366728,3.547670875,3.467132562,3.503523177,3.502721617,0.0003440497583,1.560450393,280.2818542,3.537426774,3.460841424,3.50019166,3.500271763,0.0002020625744,1.255314009,280.0153328,flat,P7,constant
4688,4499,4586,4589,1454.658228,3762,366880,3.535171515,3.467580505,3.50350061,3.50369681,0.0001851138013,1.124504353,280.2800488,3.527531851,3.469307793,3.497951079,3.496255466,0.0001844646925,1.307895071,279.8360863,flat,P7,constant
4672,4440,4566.225,4565,1340.606962,3126,365298,3.540629096,3.4581517,3.50673469,3.507307092,0.0002727311974,1.454174596,280.5387752,3.530975395,3.469551979,3.502635138,3.502191512,0.0001637560139,1.216015145,280.210811,flat,P7,constant
4666,4461,4567.75,4569,1974.620253,3389,365420,3.544143357,3.462599698,3.50305732,3.501271024,0.0003109429868,1.490807615,280.2445856,3.535737705,3.465576592,3.503315097,3.502845909,0.0002104462145,1.320003912,280.2652078,flat,P7,constant
4699,4475,4591.8625,4595,1799.461867,3352,367349,3.545062527,3.447402881,3.503685704,3.504521044,0.0002900113197,1.342288359,280.2948563,3.526672497,3.463742561,3.497107505,3.496336464,0.0001991515244,1.275285154,279.7686004,flat,P7,constant
4707,4531,4598.65,4595,1529.470886,3733,367892,3.558079169,3.464716007,3.505436182,3.505304659,0.0002709231729,1.637853598,280.4348946,3.529819996,3.463812215,3.499769263,3.498638371,0.0002060956008,1.129967919,279.981541,flat,P7,constant
4662,4442,4551.9125,4549,1920.764399,3446,364153,3.549093322,3.471162378,3.511102187,3.509992081,0.000346040985,1.383308054,280.888175,3.548066298,3.478664603,3.509371789,3.510694851,0.0002074553551,1.394166415,280.7497431,flat,P7,constant
4679,4482,4557.9625,4558,1484.846677,3217,364637,3.551142667,3.476889376,3.505284944,3.501422344,0.0002673836977,1.518870081,280.4227956,3.534995626,3.470006592,3.50618801,3.507258371,0.0001936481211,1.17008401,280.4950408,flat,P7,constant
4643,4441,4551.8625,4553.5,1495.5125,3396,364149,3.546991656,3.475214805,3.510054644,3.50927028,0.0002080928807,1.122169302,280.8043715,3.546786183,3.465838509,3.504379825,3.502330152,0.000256658172,1.382386229,280.350386,flat,P7,constant
4659,4471,4561.7875,4561,1983.587184,4603,364943,3.534413854,3.474709875,3.50494936,3.504900728,0.0002181555755,1.275120011,280.3959488,3.55097996,3.459566947,3.506722119,3.505078612,0.0002401298398,1.282292176,280.5377695,flat,P7,constant
4657,4411,4558.1625,4558,1831.378323,3531,364653,3.527600616,3.446827133,3.496409198,3.499015606,0.0002647597625,1.409605008,279.7127358,3.532215357,3.459099978,3.490215374,3.491825593,0.0002129151804,1.447322568,279.2172299,flat,P7,constant
4641,4462,4545.6125,4551.5,1695.809968,3942,363649,3.541611625,3.468312208,3.502580036,3.501962164,0.000231524237,1.421355121,280.2064029,3.525979745,3.462568606,3.492516779,3.49178632,0.0002299080796,1.36812998,279.4013423,flat,P7,constant
4649,4491,4569.05,4565.5,1055.364557,2907,365524,3.537608165,3.456917343,3.501598581,3.501197783,0.0002344735504,1.298135735,280.1278865,3.5237266,3.454306377,3.491946948,3.493219522,0.0001949914588,1.321516883,279.3557559,flat,P7,constant
4678,4495,4559.225,4560,1306.227215,3262,364738,3.526292532,3.454364641,3.497508746,3.496811741,0.0002724983545,1.572507147,279.8006996,3.52,3.459190445,3.492210192,3.493059444,0.0001901249684,1.311299514,279.3768154,flat,P7,constant
4705,4491,4586.4875,4585.5,2077.290981,3596,366919,3.542472301,3.472556309,3.507032799,3.507370585,0.0001744662581,1.138976025,280.5626239,3.528350515,3.464679196,3.49483079,3.496259193,0.0002017863987,1.256957235,279.5864632,flat,P7,constant
4698,4511,4591.65,4591,1318.534177,3423,367332,3.541867602,3.46803351,3.505615173,3.503780839,0.0002555016298,1.301689769,280.4492138,3.521059488,3.439860293,3.485423906,3.48502088,0.0002163786092,1.353299253,278.8339125,flat,P7,constant
4691,4501,4592.6625,4593.5,1320.859335,3209,367413,3.545573485,3.460345204,3.505662089,3.507344504,0.000207162536,1.231948702,280.4529671,3.533967979,3.4516977,3.490604334,3.489024703,0.0003434723521,1.567351257,279.2483467,flat,P7,constant
4664,4479,4587.425,4595,1734.247468,3331,366994,3.544191097,3.468634686,3.505367793,3.505445947,0.0002081381471,1.277734552,280.4294235,3.526933102,3.449475066,3.488519752,3.488907018,0.000265187934,1.431888685,279.0815802,flat,P7,constant
4682,4501,4593.575,4600.5,1421.842405,3575,367486,3.53579271,3.466448087,3.504706949,3.5051794,0.0002575625462,1.416268891,280.376556,3.531827069,3.45163413,3.487990748,3.487281641,0.0002090476293,1.241331728,279.0392599,flat,P7,freeplay
4699,4448,4595.3375,4594.5,1973.669462,3878,367627,3.535604396,3.469178082,3.504198249,3.50484898,0.0002085057265,1.412903088,280.3358599,3.516576381,3.456263736,3.492224497,3.491873355,0.000144871811,1.006399688,279.3779598,flat,P7,freeplay
4695,4489,4595.9875,4594,1357.556804,3121,367679,3.534249564,3.473672615,3.504749868,3.506270672,0.0001730038658,1.245040285,280.3799895,3.531952017,3.46505024,3.49101669,3.49127325,0.0001824630268,1.015348432,279.2813352,flat,P7,freeplay
4692,4510,4592.55,4584.5,1533.668354,3214,367404,3.543084401,3.471755067,3.504105112,3.505547711,0.0002461024401,1.367444353,280.328409,3.529715762,3.463987703,3.493257235,3.492667194,0.0002059713755,1.215828682,279.4605788,flat,P7,freeplay
4697,4468,4584.0875,4584,1647.017563,3338,366727,3.548649242,3.467000653,3.50167129,3.500543112,0.0002494329736,1.432801428,280.1337032,3.53127734,3.46694305,3.502347694,3.503520569,0.0002287383913,1.514196934,280.1878155,flat,P7,freeplay
