max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subcondition,subject,gesture
6617,50,562.45,222,1012559.137,53313,44996,5.733944954,2.343373494,3.629897497,3.561405421,0.4211071455,59.88519964,290.3917998,5.672222222,1.570281124,3.942060492,3.978580153,0.6843273916,79.7966378,315.3648394,flat,P6,constant
6758,62,910.85,346,2163844.104,91038,72868,4.346153846,2.196463654,3.480070899,3.520302583,0.2339286136,38.21964689,278.405672,5.817847286,1.496613995,4.197149568,4.384239078,0.8926258263,85.45057411,335.7719654,flat,P6,constant
6833,119,1212.7875,382,3254296.904,114226,97023,5.033613445,2.473812424,3.718582501,3.648365534,0.1862854015,33.75087666,297.4866001,5.535211268,2.018464529,4.31606021,4.613408736,0.8242728556,79.76767778,345.2848168,flat,P6,constant
6948,164,1021.625,383,2539813.402,89406,81730,4.780172414,2.710769231,3.636640462,3.603847535,0.1982922238,39.15938075,290.9312369,5.695121951,1.646496815,4.215847608,4.358576182,0.6846986161,74.79282392,337.2678087,flat,P6,constant
6467,5,516.925,142,1180336.754,54926,41354,5.451219512,1.841860465,3.727180231,3.716285982,0.4479305907,56.59922786,298.1744185,5.756005057,1.112883436,3.528686143,3.585478659,0.8480463678,83.83196626,282.2948915,flat,P6,constant
6301,54,531.8125,152,856979.9771,53891,42545,5.655737705,1.983870968,3.68844905,3.658296072,0.3793528087,53.78283259,295.075924,5.638719512,1.294582393,3.596417022,3.558124599,1.021154619,89.28718522,287.7133617,flat,P6,constant
6454,25,635.25,186.5,1539398.316,65723,50820,5.097560976,1.842519685,3.641234256,3.736724566,0.5898739444,69.44599875,291.2987405,5.265264026,1.161451815,3.520624278,3.50367826,0.9480798059,90.15584616,281.6499422,flat,P6,constant
3527,7,361.9,135,238647.7367,39710,28952,5.179347826,1.397260274,3.663325817,3.829574083,0.6647991671,73.60209412,293.0660653,5.745932416,1.142380423,3.406459033,3.306767668,0.9417624358,78.1998791,272.5167227,flat,P6,constant
6631,117,574.625,295.5,627284.8196,46109,45970,5.049079755,2.689119171,3.95673056,3.983708494,0.2005935808,35.60617069,316.5384448,5.380705394,1.417098446,3.362539105,3.331649909,0.591400641,62.44419879,269.0031284,flat,P6,constant
6747,85,942.3375,306,2394915.366,87819,75387,4.901197605,2.17443609,3.762296266,3.843127828,0.2452651014,38.21028498,300.9837013,5.592930445,1.530082988,3.497842991,3.48611316,0.642573437,73.95943956,279.8274393,flat,P6,constant
6852,120,1035.75,314.5,3020824.747,91763,82860,4.985576923,2.437134503,3.766763497,3.74896795,0.2263890927,40.23469015,301.3410797,5.443298969,1.342105263,3.552920258,3.453390681,0.6450382392,70.40076199,284.2336207,flat,P6,constant
6834,172,911.3125,320,1737722.648,85316,72905,4.864468864,2.630465444,3.894186924,3.899631878,0.217475481,41.1284776,311.5349539,5.455580866,1.52722063,3.414069659,3.35540954,0.7862701406,78.23405233,273.1255727,flat,P6,constant
7448,440,1559.2875,844,3225425.372,99437,124743,4.150659134,3.063170441,3.630494946,3.618272098,0.05090421747,21.25533851,290.4395957,5.070960699,2.030827068,3.628462132,3.665843705,0.3484857312,49.38509716,290.2769705,flat,P6,constant
7537,371,1633,812.5,3838593.924,127034,130640,4.156756757,2.839556004,3.563363633,3.567852267,0.07955694445,21.97078502,285.0690906,5.155555556,1.861782999,3.719995094,3.764020329,0.3773322213,53.48152588,297.5996075,flat,P6,constant
7369,482,1219.8625,770,1465162.449,74387,97589,4.224552745,2.884615385,3.55517391,3.560283403,0.08450372552,25.0128744,284.4139128,5.205490849,1.971557854,3.715237233,3.72661744,0.3315114283,51.37652087,297.2189786,flat,P6,constant
7217,377,949.7375,729,633651.6138,49221,75979,4.258780037,2.861132661,3.617643521,3.637006782,0.09113723538,24.79713034,289.4114816,5.113266098,2.020139427,3.667446549,3.716440871,0.3323035419,51.92642692,293.3957239,flat,P6,constant
6177,37,1328.7,211,4212103.732,146387,106296,5.108490566,1.567567568,3.557519471,3.626781855,0.279145255,46.31605389,284.6015577,5.709580838,1.080808081,3.58128859,3.729785193,0.8327880707,72.86965117,286.5030872,flat,P6,constant
6191,48,776.8,171,2409988.922,100340,62144,4.951612903,2.617977528,3.703427434,3.711128008,0.3112487775,47.69741874,296.2741947,5.514677104,1.286290323,3.59617415,3.720615243,0.8176020434,73.16069683,287.693932,flat,P6,constant
6175,30,1098.6875,212.5,3546382.369,123898,87895,5.09375,2.233333333,3.673474767,3.690610746,0.291919272,47.54899859,293.8779814,5.371671991,1.271880819,3.593919602,3.645013884,0.7608916544,80.4032035,287.5135681,flat,P6,constant
6320,35,1059.825,201.5,3372641.691,102528,84786,5.72972973,2.472222222,3.777784865,3.664952901,0.3062775017,45.2434872,302.2227892,5.385705087,1.292134831,3.622679306,3.571002301,0.7242383887,75.82893286,289.8143445,flat,P6,constant
2553,1468,1813.7375,1669,93762.98085,30105,145099,4.092818144,3.366345311,3.680106982,3.672107162,0.01289987288,9.406321329,294.4085586,3.263443101,1.815902859,2.347073331,2.225032638,0.1003601414,26.93428646,187.7658665,flat,P6,constant
7189,1323,2069.575,1672,1287603.108,60684,165566,3.937643283,3.322943281,3.682523401,3.678706566,0.01268262877,9.704427099,294.6018721,3.871265216,1.612072792,2.408001677,2.262775451,0.2078251715,30.26674832,192.6401342,flat,P6,constant
2996,1424,1785.6375,1635.5,123484.9935,33051,142851,4.086130742,3.226890756,3.669690975,3.689167879,0.02060858488,12.28010017,293.575278,3.538836926,1.728304406,2.376347524,2.282886447,0.1333698708,32.81623313,190.1078019,flat,P6,constant
7249,1443,1993.8875,1675,909817.9998,49948,159511,4.060424354,3.340472028,3.705027864,3.715292384,0.01531375318,10.87693656,296.4022291,3.972687772,1.798335975,2.398835343,2.277110649,0.1607041857,32.293762,191.9068274,flat,P6,constant
7139,246,835.45,478.5,1249293.744,58396,66836,4.906914894,2.570895522,3.976467555,4.007515207,0.1370436328,29.57961382,318.1174044,5.206648697,1.845885635,3.55310006,3.539976453,0.4873379588,56.80775427,284.2480048,flat,P6,constant
7138,243,887.5375,478,1316707.062,59496,71003,4.95473251,3.035444947,4.069832274,4.118286841,0.1651658587,37.46451805,325.5865819,5.049019608,1.70606902,3.51534997,3.56221071,0.426655995,54.86455622,281.2279976,flat,P6,constant
5773,306,862.65,498,866443.2177,55741,69012,4.992,3.042674253,4.114802719,4.13590357,0.1285240003,33.92288009,329.1842175,5.071299639,1.877920121,3.51144996,3.535887827,0.4571426677,60.60455126,280.9159968,flat,P6,constant
2024,252,677.9125,488,143381.0682,38351,54233,4.882943144,2.981762918,4.156895685,4.207510349,0.140271123,30.30203059,332.5516548,4.917857143,1.972693727,3.52845071,3.520451874,0.4014833364,59.59405631,282.2760568,flat,P6,constant
7017,111,1734.425,1463.5,2065193.488,70934,138754,4.362139918,3.049142857,3.679288397,3.617228965,0.06306895667,18.84954118,294.3430718,5.372515125,1.816981132,2.788956964,2.418231539,0.5934286557,43.03941379,223.1165571,flat,P6,constant
7048,188,857.55,542,990173.9975,54197,68604,4.947247706,2.814671815,3.825695566,3.799806738,0.1484791664,27.97426667,306.0556453,5.142348754,1.614176761,4.123586065,4.341251138,0.5440195002,63.18952448,329.8868852,flat,P6,constant
6948,368,1348.8875,691,2325623.088,95037,107911,4.665175242,2.892941176,3.761968511,3.764984296,0.08775841392,22.21046542,300.9574809,5.316315789,2.087949102,4.083708509,4.363312301,0.6942263585,61.03218317,326.6966807,flat,P6,constant
7102,366,1487.1,799.5,2688752.597,85667,118968,4.493857494,2.50295858,3.750904939,3.710835211,0.111488163,24.4677653,300.0723951,5.347432024,1.938199513,3.784665137,4.218407143,0.8654510069,51.64024177,302.773211,flat,P6,constant
7151,161,805.6125,418.5,1068878.443,62979,64449,4.481727575,2.719354839,3.73420126,3.799267399,0.1409757534,33.03129748,298.7361008,5.271041369,1.407894737,3.304590533,3.331240188,0.565974257,69.46690723,264.3672427,flat,P6,constant
6957,210,1182.3875,479.5,2450820.139,110234,94591,4.497076023,2.546448087,3.74195093,3.748334532,0.1023380475,27.93698756,299.3560744,5.37084218,1.320902846,3.333290484,3.322495715,0.7429474241,78.35444487,266.6632387,flat,P6,constant
7092,187,1380.6875,483.5,3413279.18,122830,110455,4.567226891,2.97826087,3.731221167,3.732862847,0.104131906,32.0043448,298.4976934,5.259512195,1.595294118,3.299812581,3.257828748,0.5800615529,63.71377214,263.9850065,flat,P6,constant
7155,203,1103.125,491.5,2241819.756,86140,88250,4.926108374,2.820683112,3.757226642,3.699510248,0.1437452302,29.12403641,300.5781314,5.049335863,1.731609452,3.331821897,3.318910226,0.5376467678,69.07627419,266.5457518,flat,P6,constant
5764,0,896.5375,68,2690305.442,96954,71723,5.566037736,0,3.545480541,3.640541503,0.9773466519,85.25445501,283.6384433,6,0,3.363390083,3.377467589,1.624425939,110.7852347,269.0712066,flat,P6,freeplay
5873,0,716.0625,65,2086780.338,80033,57285,5.513513514,0,3.399258413,3.563851524,1.095433684,91.23460846,271.940673,5.887665198,0,3.340077176,3.333333333,1.530617432,110.1465322,267.206174,flat,P6,freeplay
5759,7,696.5625,77,1973994.958,80027,55725,5.789473684,1,3.434357299,3.455769231,0.8564232639,75.19591066,274.7485839,6,1,3.604186182,3.587172823,1.665633609,112.6704281,288.3348946,flat,P6,freeplay
5521,0,560.45,70.5,1381411.997,62148,44836,5.777777778,0,3.457355131,3.594076978,0.9553271093,81.527446,276.5884105,6,0,3.313847823,3.40513296,1.528836183,106.0058595,265.1078258,flat,P6,freeplay
6860,28,696.0625,194,1857201.477,66150,55685,5.040540541,1.321428571,3.596113397,3.578330499,0.4068368239,51.45395308,287.6890717,5.505660377,1.21871714,3.384259022,3.436708302,0.8602749508,89.74931834,270.7407218,flat,P6,freeplay
1025,47,368.175,175.5,113222.2475,35250,29454,4.896551724,1.723684211,3.579618536,3.636120301,0.3955581911,53.44357476,286.3694828,5.664392906,1.345338983,3.53867265,3.475308642,0.8435405649,82.95885773,283.093812,flat,P6,freeplay
6743,35,493.7875,177.5,851969.3087,53695,39503,5.016393443,2.242647059,3.568671246,3.61969483,0.3931883241,53.89239157,285.4936997,5.76284585,1.170124481,3.414367327,3.400223865,0.8115549319,80.20735468,273.1493861,flat,P6,freeplay
3153,35,391.45,169,213140.3266,40828,31316,4.910714286,2.063241107,3.559270456,3.546114761,0.3624467727,50.26724306,284.7416365,5.714285714,1.134767837,3.554926542,3.583635417,0.8525609198,83.1227731,284.3941234,flat,P6,freeplay
6656,1031,1706.7375,1301,1127635.69,64172,136539,4.123294347,3.266951415,3.57728319,3.586203661,0.01877672848,12.53156627,286.1826552,4.093131868,1.618250951,2.349632476,2.138750428,0.2671829958,40.8253226,187.9705981,flat,P6,freeplay
6556,1127,1930.375,1354,1952885.655,85550,154430,4.016066212,3.197667638,3.603015433,3.600986842,0.01589709381,10.99715432,288.2412347,4.043093672,1.721252567,2.379937782,2.150670478,0.3221029162,40.10763373,190.3950226,flat,P6,freeplay
6561,1109,1681.075,1299,1206143.336,56056,134486,3.982608696,3.281045752,3.586328127,3.584191771,0.01174143947,9.618513671,286.9062501,3.972213923,1.663163426,2.307569901,2.088610315,0.2591828946,35.7727021,184.6055921,flat,P6,freeplay
6502,1108,1695.3125,1329,1212366.344,61973,135625,4.106979114,3.210292249,3.570059875,3.561372095,0.01969223558,12.01583761,285.60479,4.18616145,1.677419355,2.372984663,2.133519593,0.2943041417,38.62274709,189.838773,flat,P6,freeplay
6649,58,667.1,274,1407969.458,63699,53368,4.6,2.307580175,3.525595022,3.58580029,0.2239185526,44.72439327,282.0476017,5.324637681,1.471774194,3.459680738,3.45638408,0.7445053492,82.05872759,276.774459,flat,P6,freeplay
6762,55,957.5125,245,2900614.709,97728,76601,4.867647059,1.958333333,3.495961686,3.520737327,0.2849517822,43.52580564,279.6769349,5.565113501,1.466399198,3.601931858,3.582845433,0.7604653501,74.93622464,288.1545486,flat,P6,freeplay
6644,48,887.9375,271,2348071.502,85020,71035,4.906432749,2.164763458,3.544008704,3.57962747,0.2522577503,37.08385465,283.5206963,5.771228771,1.460122699,3.536610844,3.55,0.8099590918,79.06494617,282.9288675,flat,P6,freeplay
3822,76,451.85,210,302195.2684,45023,36148,4.768518519,2.125925926,3.569522029,3.573671032,0.3180304248,45.21455312,285.5617623,5.591160221,1.495412844,3.649966991,3.702445652,0.8454613543,86.84279186,291.9973592,flat,P6,freeplay
811,0,234.7625,56.5,88286.89225,31064,18781,5.566666667,0,3.445663081,3.552527433,1.04925452,92.01436824,275.6530465,6,0,3.542469155,3.503347535,1.855991074,117.2761435,283.3975324,flat,P6,freeplay
3840,0,286.65,53.5,289420.2557,40282,22932,6,0,3.600592852,3.621619011,1.201006756,91.59241321,288.0474281,6,0,3.538261817,3.685185185,1.634398064,121.6484655,283.0609454,flat,P6,freeplay
5901,0,415.8625,66.5,972406.3479,56770,33269,5.916666667,0,3.421147014,3.43452381,1.126335215,93.29231222,273.6917611,6,0,3.841588336,3.943644157,1.755851425,117.3881722,307.3270669,flat,P6,freeplay
1888,0,261.6125,56.5,123166.5188,33605,20929,6,0,3.606291221,3.66464891,0.9804076214,85.86581657,288.5032977,6,0,3.650702955,3.906570223,1.490951952,112.4861932,292.0562364,flat,P6,freeplay
6201,5,349.1125,82,536208.0505,40857,27929,5.707317073,1,3.521414985,3.508856683,0.7839336966,70.84749498,281.7131988,6,1.211838006,3.402723465,3.350383632,1.301836147,98.69771466,272.2178772,flat,P6,freeplay
6258,10,451.5875,90.5,972592.296,53771,36127,6,1.714285714,3.515178094,3.565303079,0.6583253868,64.22027544,281.2142475,5.645861601,1.114512472,3.352032022,3.241200076,1.283532072,97.14899376,268.1625618,flat,P6,freeplay
6307,9,364.2,106,592384.8962,42757,29136,5.45,1,3.311793732,3.314751286,0.7826638189,73.52282106,264.9434985,5.741935484,1.136752137,3.519227439,3.478609367,1.235871834,98.78013981,281.5381951,flat,P6,freeplay
5691,15,400.75,90,682440.2658,51648,32060,5.675675676,1.656804734,3.651392252,3.530769316,0.7230164584,72.48613303,292.1113802,5.930448223,1.15430622,3.424923393,3.477601389,1.289958734,107.1225807,273.9938715,flat,P6,freeplay
6246,26,663.9375,179,1394383.502,73562,53115,5.29,1.733160622,3.590247949,3.651202171,0.5494421422,54.0623614,287.2198359,5.702364395,1.20035461,3.508590665,3.480852211,0.9854806235,95.59611724,280.6872532,flat,P6,freeplay
6429,49,811.125,158,2472852.642,83772,64890,5.744680851,1.88,3.465821378,3.584607843,0.5169138183,59.6848178,277.2657103,5.816733068,1.289445049,3.531825832,3.608948753,0.8292135245,73.12092293,282.5460666,flat,P6,freeplay
6145,37,475.025,176.5,646724.5563,48900,38002,5.084210526,1.779661017,3.429865807,3.484817903,0.3346575955,51.17831959,274.3892646,5.466712899,1.302966102,3.548632496,3.490160183,0.8762562938,80.32444754,283.8905997,flat,P6,freeplay
6700,13,859.4375,181.5,2493606.3,95263,68755,4.786666667,2.336206897,3.464077617,3.425282746,0.3136675006,52.85190272,277.1262093,5.741157556,1.492584746,3.497363801,3.42330799,1.169935056,95.97678767,279.7891041,flat,P6,freeplay
6736,85,824.7375,256,2245938.069,78200,65979,5.125,2.06626506,3.601593995,3.600296761,0.3275733424,49.03802931,288.1275196,5.821808511,1.245436105,3.540494526,3.544581682,0.9179804969,79.23490249,283.239562,flat,P6,freeplay
6628,61,865.8125,244.5,2585038.306,86137,69265,5.233009709,2.195180723,3.548435683,3.564075193,0.3242462745,48.56953005,283.8748546,5.627027027,1.405950096,3.517959199,3.471554492,0.9285035531,86.84647725,281.4367359,flat,P6,freeplay
6669,40,586.775,215,1233555.746,56124,46942,4.829268293,2.155223881,3.488088812,3.474913793,0.335078517,48.4957458,279.047105,5.594070696,1.310447761,3.477831826,3.427015813,0.8737853459,87.34265978,278.2265461,flat,P6,freeplay
