max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subcondition,subject,gesture
4717,4511,4612.95,4612,1916.579747,3690,369036,3.544644797,3.451005563,3.502295933,3.50326016,0.0003879622492,1.646121126,280.1836747,3.561388472,3.457594115,3.510617689,3.510883622,0.0003537679811,1.542094245,280.8494151,flat,P4,constant
4725,4421,4594.7375,4588,3501.132753,5655,367579,3.55296469,3.446855139,3.506132881,3.504758666,0.000479099905,1.892593547,280.4906305,3.554939194,3.462967057,3.515179661,3.516361269,0.0002269039556,1.37174525,281.2143729,flat,P4,constant
4787,4422,4594.975,4596.5,3209.948734,4520,367598,3.571830986,3.45727332,3.501578596,3.501974378,0.0004724124138,1.819043196,280.1262877,3.573133009,3.484378367,3.514625198,3.509754131,0.0003167233308,1.563555601,281.1700158,flat,P4,constant
4734,4490,4598.35,4596.5,2091.926582,4127,367868,3.544014085,3.46107397,3.502505517,3.501635075,0.000467506195,1.619748013,280.2004414,3.55489549,3.464433326,3.513943653,3.512542275,0.0003937410911,1.862442869,281.1154922,flat,P4,constant
4667,4510,4595.7,4600.5,1365.706329,3293,367656,3.536685369,3.445496587,3.494213077,3.493122944,0.000489380678,1.654568725,279.5370462,3.557105493,3.471354167,3.49893138,3.494769684,0.0002761776606,1.455331257,279.9145104,flat,P4,constant
4712,4484,4590.3125,4591.5,1893.331487,4077,367225,3.549848943,3.445865491,3.499113364,3.498473573,0.0004822367572,1.871149979,279.9290691,3.549286641,3.4581517,3.500084199,3.499405753,0.0002533022021,1.362291611,280.0067359,flat,P4,constant
4686,4490,4584.75,4581.5,1845.962025,3672,366780,3.550032141,3.434792123,3.493635188,3.48996566,0.0005303782352,1.96787284,279.4908151,3.545592705,3.464622125,3.500881497,3.500270832,0.0003255316101,1.483522819,280.0705197,flat,P4,constant
4686,4445,4588.2875,4587,2163.928956,4220,367063,3.543114543,3.429591175,3.497733868,3.496778672,0.0005187601318,1.770160647,279.8187095,3.550756413,3.446167285,3.496111808,3.49737416,0.000321683424,1.54432514,279.6889446,flat,P4,constant
4704,4459,4613.3625,4612.5,2241.803639,4218,369069,3.56846473,3.47382199,3.517805431,3.519424528,0.0004225250946,1.647657309,281.4244345,3.540822992,3.450107991,3.501823595,3.501552063,0.0003367698442,1.82880523,280.1458876,flat,P4,constant
4738,4477,4606.4375,4604,2031.869462,4139,368515,3.561060409,3.485831711,3.522517846,3.51965865,0.0003681749263,1.635234755,281.8014277,3.536033094,3.442594964,3.506040198,3.509154507,0.0003204603411,1.441481861,280.4832158,flat,P4,constant
4728,4525,4619.525,4617,1817.391772,3845,369562,3.565582597,3.475825346,3.520305565,3.51937302,0.0004777999291,2.043865166,281.6244452,3.555824708,3.467025862,3.507629234,3.507239013,0.0003563698398,1.551169455,280.6103387,flat,P4,constant
4698,4509,4609.65,4614,1924.635443,3560,368772,3.570936491,3.485926249,3.526031442,3.525625784,0.0003759025128,1.740608114,282.0825153,3.541822997,3.460286876,3.50862464,3.511877265,0.0003730735368,1.798691606,280.6899712,flat,P4,constant
4664,4469,4561.875,4563.5,1754.085443,4108,364950,3.575604396,3.447269511,3.506832872,3.506053675,0.0005464119606,1.697749642,280.5466298,3.542713568,3.453731995,3.499340961,3.498567008,0.0003486731713,1.498691632,279.9472769,flat,P4,constant
4646,4445,4550.5375,4555,2006.580854,3972,364043,3.551476977,3.430910282,3.504648677,3.506178769,0.0004986139235,1.588909458,280.3718942,3.537232846,3.466312057,3.504615225,3.506764842,0.0002529723257,1.37829413,280.369218,flat,P4,constant
4624,4420,4530.625,4535.5,2524.81962,4639,362450,3.555063151,3.456058589,3.499017946,3.496823543,0.0004209573718,1.668229418,279.9214357,3.549853702,3.457589286,3.499775711,3.497654114,0.0004555705592,2.04422208,279.9820568,flat,P4,constant
4632,4416,4532.9875,4535.5,2323.278323,4529,362639,3.554802013,3.457634502,3.504620804,3.502474379,0.0005270894994,1.796040204,280.3696644,3.557358576,3.459613696,3.502722405,3.501208546,0.0003926088824,1.741543665,280.2177924,flat,P4,constant
4717,4471,4593.325,4594.5,2676.627215,3822,367466,3.546096162,3.451156812,3.490331426,3.489524451,0.0003745985444,1.549986491,279.2265141,3.553544166,3.462494642,3.503864506,3.50322461,0.0003472170692,1.666592119,280.3091605,flat,P4,constant
4716,4474,4586.0875,4585.5,1681.068196,4059,366887,3.537209807,3.449230769,3.495073404,3.495236583,0.0003879931442,1.579059344,279.6058723,3.555091269,3.466666667,3.509510544,3.50643004,0.0003073396825,1.351151475,280.7608435,flat,P4,constant
4718,4467,4597.6875,4596,2078.774525,4246,367815,3.542350624,3.453659593,3.495318245,3.495373899,0.0004353762439,1.763853482,279.6254596,3.545334507,3.46996997,3.512279683,3.511077891,0.0002660427083,1.493816904,280.9823747,flat,P4,constant
