"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","condition","subject","gesture"
"91","62","77.475","79.5","82.5310126582279","91","6198","5.66666666666667","4.10769230769231","4.72337988435587","4.70177045177045","0.141633140337452","2.43898198789475","377.87039074847","2.23880597014925","1.22222222222222","1.8151203488684","1.82117882117882","0.0611320835858013","1.53281275608881","145.209627909472","flat","DM","constant"
"97","87","92.9125","94","7.44794303797468","23","7433","4.67415730337079","4.53684210526316","4.60738148660263","4.60215053763441","0.00148672245415115","0.482170354713849","368.590518928211","1.92708333333333","1.85263157894737","1.88667774477472","1.88297872340426","0.000471175496011141","0.34894807872471","150.934219581977","flat","DM","constant"
"98","90","96.0625","97","4.59098101265823","30","7685","4.63829787234043","4.5","4.54843610877444","4.5360824742268","0.00116509764634059","0.510105407608814","363.874888701956","1.89690721649485","1.8021978021978","1.85939473713286","1.8659793814433","0.000669014042038424","0.500789431613785","148.751578970629","flat","DM","constant"
"98","87","92.6625","93","3.54287974683544","40","7413","4.65217391304348","4.31034482758621","4.53727236676868","4.56989247311828","0.00695041714340188","0.851813769704854","362.981789341494","2","1.87096774193548","1.92016021244715","1.91489361702128","0.00105326851262787","0.533356985339692","153.612816995772","flat","DM","constant"
"91","62","77.475","79.5","82.5310126582279","91","6198","5.66666666666667","4.10769230769231","4.72337988435587","4.70177045177045","0.141633140337452","2.43898198789475","377.87039074847","2.23880597014925","1.22222222222222","1.8151203488684","1.82117882117882","0.0611320835858013","1.53281275608881","145.209627909472","flat","DM","constant"
"97","87","92.9125","94","7.44794303797468","23","7433","4.67415730337079","4.53684210526316","4.60738148660263","4.60215053763441","0.00148672245415115","0.482170354713849","368.590518928211","1.92708333333333","1.85263157894737","1.88667774477472","1.88297872340426","0.000471175496011141","0.34894807872471","150.934219581977","flat","DM","constant"
"98","90","96.0625","97","4.59098101265823","30","7685","4.63829787234043","4.5","4.54843610877444","4.5360824742268","0.00116509764634059","0.510105407608814","363.874888701956","1.89690721649485","1.8021978021978","1.85939473713286","1.8659793814433","0.000669014042038424","0.500789431613785","148.751578970629","flat","DM","constant"
"98","87","92.6625","93","3.54287974683544","40","7413","4.65217391304348","4.31034482758621","4.53727236676868","4.56989247311828","0.00695041714340188","0.851813769704854","362.981789341494","2","1.87096774193548","1.92016021244715","1.91489361702128","0.00105326851262787","0.533356985339692","153.612816995772","flat","DM","constant"
"59","55","56.5875","57","0.726424050632911","18","4527","6","5.92982456140351","5.99561403508772","6","0.000292202858912773","0.140350877192983","479.649122807018","1.13793103448276","1","1.03392522070811","1","0.00193995210086521","0.285377382673516","82.7140176566489","flat","DM","no"
"59","53","55.7875","56","2.52389240506329","19","4463","6","5.92982456140351","5.99396397920576","6","0.00038486678992584","0.278281911675741","479.517118336461","1.07017543859649","1","1.02613583930604","1","0.00115311980493128","0.423472474289171","82.0908671444831","flat","DM","no"
"57","54","55.9875","56","0.569462025316456","7","4479","6","6","6","6","0","0","480","1","1","1","1","0","0","80","flat","DM","no"
"56","55","55.475","55","0.25253164556962","5","4438","6","6","6","6","0","0","480","1","1","1","1","0","0","80","flat","DM","no"
"59","55","56.5875","57","0.726424050632911","18","4527","6","5.92982456140351","5.99561403508772","6","0.000292202858912773","0.140350877192983","479.649122807018","1.13793103448276","1","1.03392522070811","1","0.00193995210086521","0.285377382673516","82.7140176566489","flat","DM","no"
"59","53","55.7875","56","2.52389240506329","19","4463","6","5.92982456140351","5.99396397920576","6","0.00038486678992584","0.278281911675741","479.517118336461","1.07017543859649","1","1.02613583930604","1","0.00115311980493128","0.423472474289171","82.0908671444831","flat","DM","no"
"57","54","55.9875","56","0.569462025316456","7","4479","6","6","6","6","0","0","480","1","1","1","1","0","0","80","flat","DM","no"
"56","55","55.475","55","0.25253164556962","5","4438","6","6","6","6","0","0","480","1","1","1","1","0","0","80","flat","DM","no"
"25","0","6.55","6","25.5417721518987","51","524","4.8","0","1.59605568043068","1","1.20426581485837","7.43333333333333","127.684454434454","5","0","3.49834991397491","4","1.16542198056305","10.4666666666667","279.867993117993","flat","DM","pat"
"4","0","0.7875","0","1.94161392405063","9","63","2","0","0.35","0","0.449789029535865","2.33333333333333","28","6","0","0.775","0","2.37067510548523","11.8333333333333","62","flat","DM","pat"
"32","0","8.55","7","80.5037974683544","100","684","4.23076923076923","0","1.9440618930988","2.57142857142857","2.25797201479941","12.0788823019086","155.524951447904","6","0","2.53409926799386","2.48684210526316","5.03756154968088","12.4883611271769","202.727941439509","flat","DM","pat"
"38","5","16.7625","14.5","86.4618670886076","129","1341","5.78378378378378","2.71428571428571","4.27573020873497","4.16517857142857","1.18688510712695","12.5037131267391","342.058416698797","4.66666666666667","1","2.10843870912727","1.71008403361345","1.32927642289674","11.3647049247049","168.675096730182","flat","DM","pat"
"25","0","6.55","6","25.5417721518987","51","524","4.8","0","1.59605568043068","1","1.20426581485837","7.43333333333333","127.684454434454","5","0","3.49834991397491","4","1.16542198056305","10.4666666666667","279.867993117993","flat","DM","pat"
"4","0","0.7875","0","1.94161392405063","9","63","2","0","0.35","0","0.449789029535865","2.33333333333333","28","6","0","0.775","0","2.37067510548523","11.8333333333333","62","flat","DM","pat"
"32","0","8.55","7","80.5037974683544","100","684","4.23076923076923","0","1.9440618930988","2.57142857142857","2.25797201479941","12.0788823019086","155.524951447904","6","0","2.53409926799386","2.48684210526316","5.03756154968088","12.4883611271769","202.727941439509","flat","DM","pat"
"38","5","16.7625","14.5","86.4618670886076","129","1341","5.78378378378378","2.71428571428571","4.27573020873497","4.16517857142857","1.18688510712695","12.5037131267391","342.058416698797","4.66666666666667","1","2.10843870912727","1.71008403361345","1.32927642289674","11.3647049247049","168.675096730182","flat","DM","pat"
"183","13","56.9","43.5","1960.21772151899","660","4552","5.47368421052632","3.05263157894737","4.28487555668869","4.32848297213622","0.212520242260521","8.43256563447514","342.790044535095","4.90588235294118","1.47368421052632","3.71796892573931","4.17010073260073","1.02169363008295","12.3220349555974","297.437514059145","flat","DM","rub"
"174","19","70.975","64","1820.65759493671","641","5678","5.47619047619048","3.54545454545455","4.44072353837219","4.47388749863997","0.115897077829603","6.26930875167251","355.257883069775","4.875","1.38095238095238","3.38276706319402","3.71506923215249","0.992294895607294","13.1013367142831","270.621365055522","flat","DM","rub"
"191","12","84.9","80","2741.73670886076","686","6792","5.17647058823529","3.53448275862069","4.17479948649807","4.13332195288494","0.138429484615985","5.37145761161749","333.983958919846","4.58479532163743","1.35","3.38086876568338","3.63001867413632","1.00729092479937","10.3938732227251","270.46950125467","flat","DM","rub"
"34","4","12.725","10","56.4803797468354","103","1018","4.94117647058824","2.8","3.67385483049152","3.5","0.362636758076289","11.2353394724508","293.908386439322","2.28571428571429","1.43478260869565","1.91814642715836","2","0.0587406150983247","3.94893937742908","153.451714172669","flat","DM","rub"
"183","13","56.9","43.5","1960.21772151899","660","4552","5.47368421052632","3.05263157894737","4.28487555668869","4.32848297213622","0.212520242260521","8.43256563447514","342.790044535095","4.90588235294118","1.47368421052632","3.71796892573931","4.17010073260073","1.02169363008295","12.3220349555974","297.437514059145","flat","DM","rub"
"174","19","70.975","64","1820.65759493671","641","5678","5.47619047619048","3.54545454545455","4.44072353837219","4.47388749863997","0.115897077829603","6.26930875167251","355.257883069775","4.875","1.38095238095238","3.38276706319402","3.71506923215249","0.992294895607294","13.1013367142831","270.621365055522","flat","DM","rub"
"191","12","84.9","80","2741.73670886076","686","6792","5.17647058823529","3.53448275862069","4.17479948649807","4.13332195288494","0.138429484615985","5.37145761161749","333.983958919846","4.58479532163743","1.35","3.38086876568338","3.63001867413632","1.00729092479937","10.3938732227251","270.46950125467","flat","DM","rub"
"34","4","12.725","10","56.4803797468354","103","1018","4.94117647058824","2.8","3.67385483049152","3.5","0.362636758076289","11.2353394724508","293.908386439322","2.28571428571429","1.43478260869565","1.91814642715836","2","0.0587406150983247","3.94893937742908","153.451714172669","flat","DM","rub"
"148","1","52.5625","50.5","1368.70490506329","410","4205","6","3.5","4.80675486048917","4.86782786885246","0.260494524414924","9.57260868200927","384.540388839134","4.88","1","3.06783967754706","3.23698630136986","1.59877106776133","13.0583287433437","245.427174203765","flat","DM","scratch"
"114","17","49.4125","44","408.954272151899","392","3953","5.59090909090909","4.59649122807018","5.17608717174385","5.163272861903","0.0596695459264709","7.52273955906345","414.086973739508","4.47368421052632","1.36842105263158","2.57710242297015","2.47495527728086","0.560218291408225","16.5795918311753","206.168193837612","flat","DM","scratch"
"148","3","61.15","59","1620.93924050633","661","4892","5.17647058823529","3.18181818181818","4.35769664702715","4.3463442498096","0.166961005004893","6.41624181662298","348.615731762172","4.98611111111111","1.375","3.97197563581658","4.51336405529954","1.1590574168699","12.3606375960563","317.758050865327","flat","DM","scratch"
"195","32","102.975","94.5","2230.37911392405","879","8238","4.5","4.07142857142857","4.3035839889822","4.3078231292517","0.00920420547589957","2.10448014828295","344.286719118576","4.9572192513369","4.37142857142857","4.79368305704702","4.83068309070549","0.0183717482277115","2.75649174343406","383.494644563762","flat","DM","scratch"
"148","1","52.5625","50.5","1368.70490506329","410","4205","6","3.5","4.80675486048917","4.86782786885246","0.260494524414924","9.57260868200927","384.540388839134","4.88","1","3.06783967754706","3.23698630136986","1.59877106776133","13.0583287433437","245.427174203765","flat","DM","scratch"
"114","17","49.4125","44","408.954272151899","392","3953","5.59090909090909","4.59649122807018","5.17608717174385","5.163272861903","0.0596695459264709","7.52273955906345","414.086973739508","4.47368421052632","1.36842105263158","2.57710242297015","2.47495527728086","0.560218291408225","16.5795918311753","206.168193837612","flat","DM","scratch"
"148","3","61.15","59","1620.93924050633","661","4892","5.17647058823529","3.18181818181818","4.35769664702715","4.3463442498096","0.166961005004893","6.41624181662298","348.615731762172","4.98611111111111","1.375","3.97197563581658","4.51336405529954","1.1590574168699","12.3606375960563","317.758050865327","flat","DM","scratch"
"195","32","102.975","94.5","2230.37911392405","879","8238","4.5","4.07142857142857","4.3035839889822","4.3078231292517","0.00920420547589957","2.10448014828295","344.286719118576","4.9572192513369","4.37142857142857","4.79368305704702","4.83068309070549","0.0183717482277115","2.75649174343406","383.494644563762","flat","DM","scratch"
"213","43","96.4","90.5","1536.72405063291","498","7712","5.58139534883721","4.33333333333333","4.88816540809768","4.84523809523809","0.111883867687543","5.23799378617465","391.053232647815","4.06965174129353","1.15555555555556","2.29522332712196","1.93249837345478","0.90644854652323","9.6680687857842","183.617866169756","flat","DM","slide"
"288","42","142.1625","129","5088.82136075949","1154","11373","4.89090909090909","3.97938144329897","4.36307760947648","4.28730158730159","0.0489456361221301","3.88634557852475","349.046208758119","4.55868544600939","1.39130434782609","3.60044409902453","3.95095154626268","0.857997338718356","13.0905844619267","288.035527921963","flat","DM","slide"
"229","36","93.9375","76.5","2376.81882911392","664","7515","5.70454545454545","4.29166666666667","4.82762723415482","4.78830559112249","0.114000946722537","5.68841994854128","386.210178732385","4.48878923766816","1.09090909090909","2.99044673779268","3.13642038361139","0.856560907721011","16.6051410576815","239.235739023414","flat","DM","slide"
"135","43","68.35","62","414.610126582278","252","5468","6","5","5.63754186285025","5.68852459016393","0.079337326275474","3.24430146707303","451.00334902802","3.27407407407407","1","1.55102850802587","1.2","0.444504193334455","7.46859642042718","124.082280642069","flat","DM","slide"
"213","43","96.4","90.5","1536.72405063291","498","7712","5.58139534883721","4.33333333333333","4.88816540809768","4.84523809523809","0.111883867687543","5.23799378617465","391.053232647815","4.06965174129353","1.15555555555556","2.29522332712196","1.93249837345478","0.90644854652323","9.6680687857842","183.617866169756","flat","DM","slide"
