"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","subcondition","glovecondition","subject","filecount","gesture"
"4638","4629","4635.5875","4636","4.01756329113924","37","370847","3.50506793185249","3.50345572354212","3.50460960296736","3.50485227517792","1.68023825077871e-07","0.0111086970363492","280.368768237389","3.50701186623517","3.50248433786995","3.50537265584573","3.50587727237289","1.46530582893499e-06","0.0119826186429615","280.429812467658","flat","notgloved","LC","1","constant"
"4637","4630","4633.075","4634","3.58924050632911","37","370646","3.50723073602417","3.50442286947141","3.50596816864087","3.50604229607251","5.88789934913241e-07","0.0119749817023735","280.47745349127","3.50615152169221","3.50269803582992","3.5047267068159","3.50507340265442","8.70127804987961e-07","0.0128457755155567","280.378136545272","flat","notgloved","LC","1","constant"
"4633","4627","4630.1875","4630","2.71123417721519","35","370415","3.50702398962611","3.50475161987041","3.50601621613827","3.50594080794988","2.61807422732124e-07","0.0102646627947243","280.481297291061","3.50594080794988","3.50334700928525","3.50444244297201","3.50442860228991","3.84601116333138e-07","0.0119910744563172","280.355395437761","flat","notgloved","LC","1","constant"
"4629","4622","4625.8375","4626","4.16313291139241","36","370067","3.50756593169045","3.50562040639862","3.50698379326975","3.5071305099395","2.24441506794847e-07","0.01038347422891","280.55870346158","3.5052972972973","3.50302506482282","3.50419535021097","3.50410722006053","3.2110366912154e-07","0.0151415850680707","280.335628016878","flat","notgloved","LC","1","constant"
"4605","4596","4600.375","4599","8.33860759493671","43","368030","3.51239669421488","3.50890529973936","3.51088282072738","3.51130926489778","1.14105726871578e-06","0.016014951269931","280.87062565819","3.51294322384164","3.50792961112318","3.51137739735174","3.5117947438285","1.35310025285678e-06","0.0153363013574057","280.910191788139","flat","notgloved","LC","2","constant"
"4608","4598","4602.625","4603","9.60443037974684","31","368210","3.51228527940857","3.50922509225092","3.51127375126804","3.5114105629211","3.67039591327251e-07","0.0125080192823135","280.901900101443","3.51260321599305","3.51041666666667","3.51172980089861","3.51174423662462","2.55363770614699e-07","0.0103258511427025","280.938384071889","flat","notgloved","LC","2","constant"
"4611","4591","4602.1375","4602.5","47.9681962025316","54","368171","3.51480191554201","3.51128472222222","3.51339781840693","3.51356336869432","5.39160322539208e-07","0.0174293356208892","281.071825472554","3.51150173611111","3.50892468437092","3.51018865657833","3.5101618533292","4.77860272549541e-07","0.0151927980956801","280.815092526266","flat","notgloved","LC","2","constant"
"4600","4593","4595.15","4595","3.26835443037975","38","367612","3.51393121462778","3.51163296368776","3.51277720866104","3.51273122959739","4.02172965695157e-07","0.0139881995966129","281.022176692883","3.50947093403005","3.50793996084403","3.50882183009352","3.50886540482208","2.18641354433908e-07","0.0095704667504628","280.705746407481","flat","notgloved","LC","2","constant"
"4605","4602","4604.075","4604","0.500632911392405","19","368326","3.50054288816504","3.49804517810599","3.49934291190808","3.49940275226848","3.62529869378343e-07","0.00901510479168","279.947432952646","3.5016293721486","3.49956559513467","3.5007439325052","3.50076004343105","2.02209949760806e-07","0.00684416486744777","280.059514600416","flat","notgloved","LC","1","no"
"4606","4601","4603.525","4604","2.15126582278481","19","368282","3.50010862480991","3.49902195174962","3.49956009128665","3.49956568944749","8.78133102079165e-08","0.0059752619926523","279.964807302932","3.501303214596","3.49967412557028","3.50058381653245","3.50048876445743","1.57245740715614e-07","0.0083642999010074","280.046705322596","flat","notgloved","LC","1","no"
