"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","subcondition","glovecondition","subject","filecount","gesture"
"424","97","283.4375","267","5147.00870253165","5684","22675","4.80412371134021","2.33950617283951","3.46063952431224","3.51526987069156","0.23035732772617","34.287394229957","276.851161944979","4.16666666666667","2.44380403458213","3.28369611133414","3.25066621626694","0.174685226452324","28.3667003547942","262.695688906731","flat","gloved","error","1","press"
"661","70","349.6625","314","22140.8340189873","5430","27973","4.60759493670886","2.75954198473282","3.66776514457919","3.73009029529","0.154127645821062","31.3180497314819","293.421211566335","4.33817427385892","2.28140703517588","3.16746657583163","3.09815056165829","0.198206216331992","23.4746096291688","253.39732606653","flat","gloved","error","2","press"
"671","165","392.1375","392","20153.2087025316","5444","31371","4.77431906614786","1.859375","3.45539484893836","3.72433841218925","0.748949187239634","22.9014052794424","276.431587915069","5.25943396226415","2.64102564102564","4.10988998048037","4.22224308526271","0.387945081752529","31.2594256610388","328.791198438429","flat","gloved","error","2","press"
"597","108","318.225","311.5","11387.2651898734","5313","25458","4.98901098901099","2.6812865497076","3.5426597579971","3.5354497178339","0.15630939247185","30.04797934174","283.412780639768","5.06546275395034","2.5531914893617","3.75949953125256","3.57706171971162","0.489778219293459","30.9510710246585","300.759962500205","flat","gloved","error","2","press"
"656","117","328.05","294.5","17813.1620253165","5474","26244","4.69918699186992","2.57551020408163","3.71749083700981","3.71705457973064","0.218181956138923","25.7982684168754","297.399266960785","4.07547169811321","1.53846153846154","2.81839432336113","2.74649213220642","0.404992491829138","30.0095581751608","225.471545868891","flat","gloved","error","2","press"
"301","32","150.6875","151.5","3119.63528481013","4583","12055","4.80882352941176","2.48062015503876","3.5480694618677","3.54962105553259","0.277785618594511","42.5998643341046","283.845556949416","4.80722891566265","2.05970149253731","3.4727216255596","3.41413548134474","0.251274931209718","39.1950499608445","277.817730044768","flat","gloved","error","1","rub"
"312","31","168.45","164","3752.02278481013","4557","13476","4.89583333333333","2.32876712328767","3.50324811563218","3.4938127909826","0.310049541983123","48.2445732537168","280.259849250574","4.93548387096774","2.31818181818182","3.70011862504253","3.67662437255996","0.312314231583403","47.4939180740597","296.009490003402","flat","gloved","error","1","rub"
"286","39","152.75","146","2699.0253164557","4004","12220","4.97435897435897","2.19672131147541","3.50786524021498","3.49850299401198","0.314749084544271","44.1973954258771","280.629219217198","5.39344262295082","2.38181818181818","3.64874183126666","3.61778914464336","0.296825256513432","43.7374634160991","291.899346501333","flat","gloved","error","1","rub"
"329","31","184.025","175.5","3706.53101265823","5167","14722","4.75806451612903","2.49056603773585","3.52616572544302","3.52128073073559","0.213649967148007","44.1656029434199","282.093258035442","4.68148148148148","2.09677419354839","3.56941324374081","3.60708270958084","0.281070764116282","44.3937044131007","285.553059499265","flat","gloved","error","1","rub"
"524","84","230.55","217.5","7816.40253164557","6039","18444","4.41397849462366","1.94827586206897","3.51627850401575","3.50809692671395","0.160600398290114","33.7521319118233","281.30228032126","4.8","1.51256281407035","3.38760018947539","3.33064516129032","0.614990032826625","49.5532215255994","271.008015158031","flat","gloved","error","2","rub"
"340","63","193.3375","198","5053.44161392405","4248","15467","4.5679012345679","2.78343949044586","3.59907603164383","3.62189625337036","0.171186816884583","33.3928617980317","287.926082531506","4.74747474747475","1.64661654135338","3.29813563375561","3.2439387178343","0.476340768597521","41.3018990591082","263.850850700448","flat","gloved","error","2","rub"
"388","55","193.525","184.5","6820.37911392405","5172","15482","4.50666666666667","2.47115384615385","3.39422001933791","3.37633540372671","0.205860858169993","40.2959474554327","271.537601547033","4.74468085106383","1.72563176895307","3.42889484390163","3.49092477570738","0.467867171820659","42.9222436891455","274.31158751213","flat","gloved","error","2","rub"
"334","48","201.9375","189.5","4493.55300632911","4970","16155","4.47486033519553","2.2741935483871","3.5542163102042","3.53653284563877","0.216160543553624","37.5054490872363","284.337304816336","4.76331360946746","2.29830508474576","3.43124665886871","3.43193277310924","0.318051879838504","34.4916624054762","274.499732709497","flat","gloved","error","2","rub"
"396","76","198.3125","185.5","4336.31882911392","4618","15865","4.86363636363636","1.89622641509434","3.53624792670594","3.56195043964828","0.210282544128369","38.9847459877293","282.899834136475","4.74747474747475","2.82887700534759","3.70975136343448","3.71770490166717","0.194637263268162","33.8723021779164","296.780109074758","flat","gloved","error","1","scratch"
"391","58","228.625","223","5309.78164556962","4978","18290","4.76036866359447","2.34782608695652","3.62014091841628","3.6213304318143","0.250694764435557","40.5455661180743","289.611273473302","4.8256880733945","2.53763440860215","3.76212813645385","3.76206140350877","0.180385273964312","34.9324140480443","300.970250916308","flat","gloved","error","1","scratch"
"339","49","194.375","192","3796.92088607595","5215","15550","4.67045454545455","2.50714285714286","3.63784739401618","3.64636519302615","0.218869754268446","38.865059529646","291.027791521294","4.71634615384615","2.51492537313433","3.57288434767501","3.63156454626083","0.193475558043627","35.8402778780083","285.830747814","flat","gloved","error","1","scratch"
"440","68","203.85","200","4802.05316455696","5267","16308","4.90476190476191","2.59420289855072","3.65304764488463","3.61587643678161","0.199018325488692","39.5482322262629","292.24381159077","4.65853658536585","2.70059880239521","3.65583901814361","3.63938913218339","0.196436738592318","37.1594416533205","292.467121451489","flat","gloved","error","1","scratch"
"330","72","174.9125","172","3811.24541139241","4802","13993","5.32758620689655","2.49748743718593","3.63547061055373","3.57163823151715","0.270532079278742","44.3785554309739","290.837648844299","4.95238095238095","2.51336898395722","3.53892646444727","3.51035809411068","0.194786884518954","36.0902346570285","283.114117155781","flat","gloved","error","2","scratch"
"299","78","170.3625","165.5","2849.09477848101","4715","13629","4.7089552238806","2.55172413793103","3.55887505279646","3.56835316727031","0.26604403570328","40.9927256281157","284.710004223717","4.52873563218391","2.41463414634146","3.59460283697943","3.61408393866021","0.249813321903967","44.4523504763294","287.568226958355","flat","gloved","error","2","scratch"
"284","23","148.6","150.5","2965.33164556962","4921","11888","4.9","1.43478260869565","3.58372763403154","3.63365298172011","0.452679681105353","65.0474753620072","286.698210722523","4.63779527559055","2.11612903225806","3.4806021623559","3.45836412495801","0.289166136977532","52.7593439259847","278.448172988472","flat","gloved","error","2","scratch"
"318","50","148.3625","145","2799.49984177215","4190","11869","4.712","2.65151515151515","3.65779542485998","3.62694956031193","0.249936650903044","46.6428536519015","292.623633988798","4.84210526315789","1.92903225806452","3.51661930151523","3.57888150029886","0.352239789963343","54.1866257278743","281.329544121219","flat","gloved","error","2","scratch"
"290","58","168.0625","162.5","2602.26186708861","4216","13445","4.92307692307692","2.44444444444444","3.55129867397864","3.56805555555556","0.269593629978881","42.0791210993537","284.103893918291","4.57142857142857","2.37962962962963","3.48091802402812","3.49745018975332","0.21379247205058","38.0406379428888","278.47344192225","flat","gloved","error","1","stroke"
"376","81","212.775","212.5","4087.03734177215","4623","17022","5.32044198895028","2.14035087719298","3.64604451367493","3.58001215234623","0.349256050231414","42.9713929971262","291.683561093994","5.13265306122449","2.83064516129032","3.89792612918018","3.95225095785441","0.281303706798999","43.60865297238","311.834090334414","flat","gloved","error","1","stroke"
"404","85","184.15","174.5","4436.73670886076","4341","14732","4.96354166666667","2.36734693877551","3.6271638877018","3.68728044496487","0.273889180743947","36.9127420680308","290.173111016144","4.5045045045045","1.80451127819549","3.35148879556371","3.36060836501901","0.264254692750248","42.7584337090531","268.119103645097","flat","gloved","error","1","stroke"
"421","44","199.5375","183","7047.61882911392","4536","15963","5.05970149253731","2.58108108108108","3.70659307301476","3.64086099086099","0.256765098391901","38.3508277861136","296.527445841181","4.2625","1.82051282051282","3.35464111227023","3.38359425962166","0.239391966871461","44.1957706557627","268.371288981618","flat","gloved","error","1","stroke"
"406","89","219.6125","212","4822.54414556962","6075","17569","5.1015625","2.43478260869565","3.69101710687839","3.67120389822596","0.301106492145249","47.1524602936506","295.281368550271","4.32579185520362","2.40106951871658","3.37644754189399","3.38144841269841","0.176456030035313","35.2367952095351","270.115803351519","flat","gloved","error","2","stroke"
"395","72","211.3375","207.5","4988.88465189873","4903","16907","4.58173076923077","2.40277777777778","3.72639515545105","3.69933155080214","0.208599126779039","35.1306832014628","298.111612436084","4.5688622754491","2.375","3.47061704513838","3.4537037037037","0.186127495579656","36.9664736500974","277.64936361107","flat","gloved","error","2","stroke"
"444","98","235.2125","232","4799.13148734177","5463","18817","4.92523364485981","2.24","3.66724153927142","3.66298865069357","0.215396999187107","34.5580772213893","293.379323141714","4.88301886792453","2.2283105022831","3.64076270392082","3.6312691311514","0.321344447894911","36.4615636168888","291.261016313666","flat","gloved","error","2","stroke"
"449","109","263.35","258.5","5679.95189873418","5942","21068","4.65256797583082","2.42583732057416","3.68259968779405","3.72671812314669","0.179167848093259","32.4452050565402","294.607975023524","4.82648401826484","2.49874686716792","3.64193016048541","3.58354462474645","0.249830621317215","39.8071936841963","291.354412838833","flat","gloved","error","2","stroke"
"414","55","205.8125","199","4038.05300632911","5112","16465","4.75384615384615","2.55625","3.58898683629344","3.67937752435258","0.219610151539125","38.8128656099376","287.118946903475","4.80120481927711","3.09638554216867","3.69901072881323","3.70638945233266","0.111582031358389","26.7436578929425","295.920858305059","flat","gloved","error","1","tickle"
"335","63","186.8125","186","3920.7871835443","5411","14945","4.88970588235294","2.15","3.65885850926993","3.7434331797235","0.248178641070256","38.4977747340107","292.708680741594","4.69871794871795","2.21256038647343","3.61892768616743","3.69239946056226","0.247444530534659","42.6817954561261","289.514214893395","flat","gloved","error","1","tickle"
"329","95","192.8625","187","3231.96819620253","4763","15429","4.59558823529412","2.51807228915663","3.73542920274367","3.75111635352599","0.22422499678249","40.1002351491099","298.834336219494","4.9390243902439","2.77906976744186","3.76671920777413","3.73688725490196","0.22918509243005","35.9324884032447","301.33753662193","flat","gloved","error","1","tickle"
"335","62","178.25","172","3320.94936708861","4277","14260","4.78640776699029","2.44090909090909","3.67806551913988","3.69449708948152","0.253327587701667","42.1044776457958","294.24524153119","4.79381443298969","2.53012048192771","3.50734603706283","3.47896900695762","0.17671236862443","33.2271689855963","280.587682965026","flat","gloved","error","1","tickle"
"460","87","237.0875","229","6042.6378164557","5518","18967","4.64739884393064","2.5047619047619","3.67810927236388","3.64407467532468","0.154557510281855","32.5458841536029","294.24874178911","4.64788732394366","2.23766816143498","3.65422326418012","3.64519079800669","0.221825643477838","43.3879997604799","292.33786113441","flat","gloved","error","2","tickle"
"358","91","198.9","187","3521.12911392405","5334","15912","4.77325581395349","2.76724137931034","3.67175362337287","3.67241548742138","0.214435866403139","42.7434989052426","293.740289869829","4.57042253521127","2.44360902255639","3.48109388483893","3.45116319850362","0.212431502919615","37.0481130839586","278.487510787114","flat","gloved","error","2","tickle"
"546","101","270.8625","254.5","7645.79098101266","5368","21669","4.72903225806452","1.78804347826087","3.32594275481375","3.36906197251025","0.461585616311389","46.0714603428016","266.0754203851","5.07017543859649","2.34838709677419","3.85611265260062","3.77897734978977","0.289090850044117","36.3014917564122","308.489012208049","flat","gloved","error","2","tickle"
"386","71","219.4","212.5","5782.44556962025","5848","17552","4.90082644628099","2.75714285714286","3.76024464317926","3.8232026881316","0.273490974415098","31.7184989133759","300.819571454341","4.62","2.69458128078818","3.66072599033036","3.69215584415584","0.20864337920575","32.6833909210558","292.858079226429","flat","gloved","error","2","tickle"
"871","414","613.9125","611.5","5917.11882911392","6889","49113","4.87295825771325","4.04578754578755","4.50621441711292","4.49455852329289","0.0308638664468123","15.4912440878276","360.497153369034","3.68188976377953","2.93346774193548","3.3696470321454","3.37458211215975","0.0200292767279482","12.3801620116795","269.571762571632","flat","notgloved","error","1","no"
"761","408","590.0875","592","5601.70110759494","7312","47207","5.12925170068027","3.97931034482759","4.42853707617589","4.39321578451525","0.0492932306158304","20.7412425849009","354.282966094072","3.75801282051282","3.13970588235294","3.39029996560407","3.37718097081514","0.0251214435510842","14.6410042833052","271.223997248326","flat","notgloved","error","1","no"
