maxXshear,minXshear,meanXshear,medianXshear,varXshear,totalvarXshear,aucXshear,XmaxXshear,XminXshear,XmeanXshear,XmedianXshear,XvarXshear,XtotalvarXshear,XaucXshear,YmaxXshear,YminXshear,YmeanXshear,YmedianXshear,YvarXshear,YtotalvarXshear,YaucXshear,maxYshear,minYshear,meanYshear,medianYshear,varYshear,totalvarYshear,aucYshear,XmaxYshear,XminYshear,XmeanYshear,XmedianYshear,XvarYshear,XtotalvarYshear,XaucYshear,YmaxYshear,YminYshear,YmeanYshear,YmedianYshear,YvarYshear,YtotalvarYshear,YaucYshear,subcondition,glovecondition,subject,filecount,gesture
4615,4544,4585.325,4590,495.9689873,163,366826,3.501735358,3.488888889,3.49535874,3.495517145,1.41E-05,0.04101259898,279.6286992,3.51034331,3.49132321,3.500025219,3.49907392,2.94E-05,0.04250103351,280.0020175,4615,4544,4585.325,4590,495.9689873,163,366826,3.501735358,3.488888889,3.49535874,3.495517145,1.41E-05,0.04101259898,279.6286992,3.51034331,3.49132321,3.500025219,3.49907392,2.94E-05,0.04250103351,280.0020175,flat,notgloved,LC,2,stroke
4611,4545,4573.4,4569.5,450.4962025,212,365872,3.504173989,3.491688539,3.49824265,3.498743289,1.08E-05,0.04574650319,279.859412,3.508470847,3.494036001,3.50154926,3.502631587,1.89E-05,0.04313573543,280.1239408,4611,4545,4573.4,4569.5,450.4962025,212,365872,3.504173989,3.491688539,3.49824265,3.498743289,1.08E-05,0.04574650319,279.859412,3.508470847,3.494036001,3.50154926,3.502631587,1.89E-05,0.04313573543,280.1239408,flat,notgloved,LC,2,stroke
4604,4550,4584.1125,4590,280.6580696,139,366729,3.506042628,3.49661054,3.500586184,3.5,5.48E-06,0.03159713408,280.0468948,3.503516484,3.496523251,3.499332865,3.49874717,4.71E-06,0.02063536925,279.9466292,4604,4550,4584.1125,4590,280.6580696,139,366729,3.506042628,3.49661054,3.500586184,3.5,5.48E-06,0.03159713408,280.0468948,3.503516484,3.496523251,3.499332865,3.49874717,4.71E-06,0.02063536925,279.9466292,flat,notgloved,LC,2,stroke
4608,4548,4582.35,4585,376.4075949,174,366588,3.501953125,3.492125984,3.498103134,3.499238421,9.02E-06,0.03887151421,279.8482507,3.503184713,3.496524761,3.499815106,3.499618273,4.69E-06,0.02642504335,279.9852085,4608,4548,4582.35,4585,376.4075949,174,366588,3.501953125,3.492125984,3.498103134,3.499238421,9.02E-06,0.03887151421,279.8482507,3.503184713,3.496524761,3.499815106,3.499618273,4.69E-06,0.02642504335,279.9852085,flat,notgloved,LC,2,stroke
4605,4601,4603.675,4604,1.082911392,26,368294,3.501411509,3.498696219,3.500146559,3.500217202,2.66E-07,0.01086045284,280.0117247,3.50054336,3.498696219,3.499323935,3.499348393,1.61E-07,0.007168719041,279.9459148,4605,4601,4603.675,4604,1.082911392,26,368294,3.501411509,3.498696219,3.500146559,3.500217202,2.66E-07,0.01086045284,280.0117247,3.50054336,3.498696219,3.499323935,3.499348393,1.61E-07,0.007168719041,279.9459148,flat,notgloved,LC,1,tickle
4607,4600,4602.675,4602,3.386708861,33,368214,3.501955671,3.499565217,3.500779356,3.50065189,4.41E-07,0.0137943141,280.0623485,3.50054336,3.498370628,3.499535756,3.499782609,3.33E-07,0.01075409301,279.9628605,4607,4600,4602.675,4602,3.386708861,33,368214,3.501955671,3.499565217,3.500779356,3.50065189,4.41E-07,0.0137943141,280.0623485,3.50054336,3.498370628,3.499535756,3.499782609,3.33E-07,0.01075409301,279.9628605,flat,notgloved,LC,1,tickle
4606,4602,4603.075,4603,0.8044303797,21,368246,3.501303215,3.499130813,3.50044262,3.500380045,2.19E-07,0.01010125797,280.0354096,3.500543124,3.498696219,3.499462328,3.499348393,2.20E-07,0.009015057328,279.9569862,4606,4602,4603.075,4603,0.8044303797,21,368246,3.501303215,3.499130813,3.50044262,3.500380045,2.19E-07,0.01010125797,280.0354096,3.500543124,3.498696219,3.499462328,3.499348393,2.20E-07,0.009015057328,279.9569862,flat,notgloved,LC,1,tickle
4606,4601,4603.4625,4603,1.770727848,40,368277,3.501955671,3.499565595,3.500775294,3.500760374,2.12E-07,0.01173242389,280.0620235,3.500978048,3.498696219,3.499640242,3.499457112,3.05E-07,0.01260132877,279.9712193,4606,4601,4603.4625,4603,1.770727848,40,368277,3.501955671,3.499565595,3.500775294,3.500760374,2.12E-07,0.01173242389,280.0620235,3.500978048,3.498696219,3.499640242,3.499457112,3.05E-07,0.01260132877,279.9712193,flat,notgloved,LC,1,tickle
4595,4591,4593.3875,4594,0.847943038,24,367471,3.500762029,3.49912892,3.499870718,3.499891139,1.18E-07,0.008491751299,279.9896574,3.497930734,3.496081846,3.497005245,3.497060745,1.58E-07,0.00717877977,279.7604196,4595,4591,4593.3875,4594,0.847943038,24,367471,3.500762029,3.49912892,3.499870718,3.499891139,1.18E-07,0.008491751299,279.9896574,3.497930734,3.496081846,3.497005245,3.497060745,1.58E-07,0.00717877977,279.7604196,flat,notgloved,LC,2,tickle
4596,4590,4592.65,4593,1.369620253,30,367412,3.49956465,3.497931635,3.498731661,3.498802004,1.22E-07,0.009580319087,279.8985329,3.49912854,3.496625299,3.497637666,3.49749619,4.99E-07,0.008704970125,279.8110133,4596,4590,4592.65,4593,1.369620253,30,367412,3.49956465,3.497931635,3.498731661,3.498802004,1.22E-07,0.009580319087,279.8985329,3.49912854,3.496625299,3.497637666,3.49749619,4.99E-07,0.008704970125,279.8110133,flat,notgloved,LC,2,tickle
4597,4588,4594.05,4594,4.124050633,31,367524,3.50043592,3.497713912,3.498604219,3.498586034,2.19E-07,0.01034319871,279.8883375,3.498474946,3.496626768,3.497241167,3.497062024,2.50E-07,0.008384164448,279.7792933,4597,4588,4594.05,4594,4.124050633,31,367524,3.50043592,3.497713912,3.498604219,3.498586034,2.19E-07,0.01034319871,279.8883375,3.498474946,3.496626768,3.497241167,3.497062024,2.50E-07,0.008384164448,279.7792933,flat,notgloved,LC,2,tickle
4597,4590,4593.2625,4593,3.968196203,27,367461,3.500108861,3.498150163,3.499337504,3.499455456,3.86E-07,0.00685963677,279.9470003,3.498584803,3.496626768,3.497598609,3.497713912,3.82E-07,0.006639876752,279.8078888,4597,4590,4593.2625,4593,3.968196203,27,367461,3.500108861,3.498150163,3.499337504,3.499455456,3.86E-07,0.00685963677,279.9470003,3.498584803,3.496626768,3.497598609,3.497713912,3.82E-07,0.006639876752,279.8078888,flat,notgloved,LC,2,tickle
4629,4620,4624.75,4624,5.17721519,29,369980,3.51027916,3.50702399,3.509095391,3.509403376,7.75E-07,0.01610231421,280.7276313,3.515144959,3.512432432,3.513844244,3.513945946,4.86E-07,0.01676094125,281.1075395,4629,4620,4624.75,4624,5.17721519,29,369980,3.51027916,3.50702399,3.509095391,3.509403376,7.75E-07,0.01610231421,280.7276313,3.515144959,3.512432432,3.513844244,3.513945946,4.86E-07,0.01676094125,281.1075395,flat,notgloved,RG,2,constant
4625,4616,4621.325,4621,6.753797468,34,369706,3.511043742,3.507895306,3.508788304,3.508760545,5.69E-07,0.01302421939,280.7030643,3.514607228,3.512121212,3.513618869,3.51351936,2.47E-07,0.01257458919,281.0895095,4625,4616,4621.325,4621,6.753797468,34,369706,3.511043742,3.507895306,3.508788304,3.508760545,5.69E-07,0.01302421939,280.7030643,3.514607228,3.512121212,3.513618869,3.51351936,2.47E-07,0.01257458919,281.0895095,flat,notgloved,RG,2,constant
4622,4609,4616.325,4617.5,15.38670886,50,369306,3.510721248,3.50683149,3.508980907,3.50915397,1.20E-06,0.01650632636,280.7184725,3.513098073,3.510735198,3.512073793,3.512131718,2.20E-07,0.0171344703,280.9659034,4622,4609,4616.325,4617.5,15.38670886,50,369306,3.510721248,3.50683149,3.508980907,3.50915397,1.20E-06,0.01650632636,280.7184725,3.513098073,3.510735198,3.512073793,3.512131718,2.20E-07,0.0171344703,280.9659034,flat,notgloved,RG,2,constant
4619,4609,4614.3,4614.5,9.225316456,37,369144,3.509854884,3.506828528,3.508394763,3.508557193,7.42E-07,0.01658286025,280.671581,3.514403292,3.511274935,3.512647766,3.512564991,6.10E-07,0.01267604928,281.0118213,4619,4609,4614.3,4614.5,9.225316456,37,369144,3.509854884,3.506828528,3.508394763,3.508557193,7.42E-07,0.01658286025,280.671581,3.514403292,3.511274935,3.512647766,3.512564991,6.10E-07,0.01267604928,281.0118213,flat,notgloved,RG,2,constant
4605,4599,4602.6375,4603,1.727689873,22,368211,3.499457112,3.497826087,3.498906795,3.498913988,1.86E-07,0.006520085108,279.9125436,3.502499457,3.500869187,3.50162272,3.501629372,1.11E-07,0.006306894772,280.1298176,4605,4599,4602.6375,4603,1.727689873,22,368211,3.499457112,3.497826087,3.498906795,3.498913988,1.86E-07,0.006520085108,279.9125436,3.502499457,3.500869187,3.50162272,3.501629372,1.11E-07,0.006306894772,280.1298176,flat,notgloved,RG,1,no
4604,4599,4601.5,4602,1.443037975,21,368120,3.500869187,3.499130813,3.499872277,3.499782703,1.96E-07,0.009670252993,279.9897821,3.501086484,3.500217297,3.500641112,3.500488977,8.27E-08,0.004672802637,280.0512889,4604,4599,4601.5,4602,1.443037975,21,368120,3.500869187,3.499130813,3.499872277,3.499782703,1.96E-07,0.009670252993,279.9897821,3.501086484,3.500217297,3.500641112,3.500488977,8.27E-08,0.004672802637,280.0512889,flat,notgloved,RG,1,no
4603,4596,4600.3,4601,3.782278481,25,368024,3.501629372,3.499456167,3.500540527,3.500597885,4.74E-07,0.008585989402,280.0432422,3.50163008,3.499782514,3.500725383,3.500869565,2.17E-07,0.007718360643,280.0580306,4603,4596,4600.3,4601,3.782278481,25,368024,3.501629372,3.499456167,3.500540527,3.500597885,4.74E-07,0.008585989402,280.0432422,3.50163008,3.499782514,3.500725383,3.500869565,2.17E-07,0.007718360643,280.0580306,flat,notgloved,RG,1,no
4604,4598,4600.9875,4601,2.468196203,25,368079,3.500978048,3.499130435,3.500063838,3.5,3.20E-07,0.01249723675,280.005107,3.501738375,3.500326016,3.500979397,3.500978048,1.10E-07,0.008152009159,280.0783518,4604,4598,4600.9875,4601,2.468196203,25,368079,3.500978048,3.499130435,3.500063838,3.5,3.20E-07,0.01249723675,280.005107,3.501738375,3.500326016,3.500979397,3.500978048,1.10E-07,0.008152009159,280.0783518,flat,notgloved,RG,1,no
4603,4598,4600.0625,4600,2.034018987,24,368005,3.502065666,3.499130435,3.500585652,3.50054336,5.04E-07,0.0121733942,280.0468522,3.501630789,3.499456876,3.500748721,3.500869943,3.81E-07,0.008476560358,280.0598977,4603,4598,4600.0625,4600,2.034018987,24,368005,3.502065666,3.499130435,3.500585652,3.50054336,5.04E-07,0.0121733942,280.0468522,3.501630789,3.499456876,3.500748721,3.500869943,3.81E-07,0.008476560358,280.0598977,flat,notgloved,RG,2,no
4605,4599,4601.675,4601.5,2.703164557,21,368134,3.501086957,3.498695652,3.499584413,3.499456876,2.55E-07,0.01271340063,279.966753,3.500434783,3.498913043,3.499744755,3.499674126,2.35E-07,0.006628616477,279.9795804,4605,4599,4601.675,4601.5,2.703164557,21,368134,3.501086957,3.498695652,3.499584413,3.499456876,2.55E-07,0.01271340063,279.966753,3.500434783,3.498913043,3.499744755,3.499674126,2.35E-07,0.006628616477,279.9795804,flat,notgloved,RG,2,no
4602,4598,4599.7375,4600,0.8289556962,18,367979,3.501086957,3.499130435,3.500264945,3.500217391,1.93E-07,0.008043998223,280.0211956,3.499673984,3.498369211,3.499080095,3.499184889,1.14E-07,0.00652202291,279.9264076,4602,4598,4599.7375,4600,0.8289556962,18,367979,3.501086957,3.499130435,3.500264945,3.500217391,1.93E-07,0.008043998223,280.0211956,3.499673984,3.498369211,3.499080095,3.499184889,1.14E-07,0.00652202291,279.9264076,flat,notgloved,RG,2,no
4603,4598,4600.4125,4600,1.334018987,17,368033,3.501195392,3.499130435,3.500148068,3.500054312,3.01E-07,0.008368549874,280.0118454,3.499782609,3.498369211,3.499080267,3.499130435,1.78E-07,0.006630316733,279.9264213,4603,4598,4600.4125,4600,1.334018987,17,368033,3.501195392,3.499130435,3.500148068,3.500054312,3.01E-07,0.008368549874,280.0118454,3.499782609,3.498369211,3.499080267,3.499130435,1.78E-07,0.006630316733,279.9264213,flat,notgloved,RG,2,no
4608,4600,4603.5875,4603,3.6125,48,368287,3.50173913,3.498696785,3.500653208,3.500760209,6.95E-07,0.01781159362,280.0522566,3.502389227,3.500108578,3.50114994,3.501085541,1.77E-07,0.01889727576,280.0919952,4608,4600,4603.5875,4603,3.6125,48,368287,3.50173913,3.498696785,3.500653208,3.500760209,6.95E-07,0.01781159362,280.0522566,3.502389227,3.500108578,3.50114994,3.501085541,1.77E-07,0.01889727576,280.0919952,flat,notgloved,RG,1,pat
4605,4597,4600.7125,4600.5,3.093512658,55,368057,3.502826087,3.498695652,3.500881575,3.500923594,1.07E-06,0.02466907429,280.070526,3.502500544,3.499891328,3.501033784,3.50103203,5.24E-07,0.01814964979,280.0827027,4605,4597,4600.7125,4600.5,3.093512658,55,368057,3.502826087,3.498695652,3.500881575,3.500923594,1.07E-06,0.02466907429,280.070526,3.502500544,3.499891328,3.501033784,3.50103203,5.24E-07,0.01814964979,280.0827027,flat,notgloved,RG,1,pat
4605,4597,4600.5875,4601,1.992246835,56,368047,3.502391304,3.499021952,3.500653522,3.500434783,7.35E-07,0.02217112678,280.0522817,3.502282113,3.498695652,3.50043598,3.500489071,8.64E-07,0.01782273362,280.0348784,4605,4597,4600.5875,4601,1.992246835,56,368047,3.502391304,3.499021952,3.500653522,3.500434783,7.35E-07,0.02217112678,280.0522817,3.502282113,3.498695652,3.50043598,3.500489071,8.64E-07,0.01782273362,280.0348784,flat,notgloved,RG,1,pat
4604,4598,4601.6125,4602,1.784651899,43,368129,3.501629372,3.499565217,3.500357157,3.500325874,2.41E-07,0.01618901672,280.0285725,3.501413351,3.499239296,3.500343756,3.500217297,2.96E-07,0.01727880681,280.0275004,4604,4598,4601.6125,4602,1.784651899,43,368129,3.501629372,3.499565217,3.500357157,3.500325874,2.41E-07,0.01618901672,280.0285725,3.501413351,3.499239296,3.500343756,3.500217297,2.96E-07,0.01727880681,280.0275004,flat,notgloved,RG,1,pat
4598,4591,4594.9,4595,3.281012658,60,367592,3.50359086,3.500435161,3.502070278,3.502121612,5.12E-07,0.02133274703,280.1656222,3.503919861,3.501413966,3.50254374,3.50250272,4.40E-07,0.02134477895,280.2034992,4598,4591,4594.9,4595,3.281012658,60,367592,3.50359086,3.500435161,3.502070278,3.502121612,5.12E-07,0.02133274703,280.1656222,3.503919861,3.501413966,3.50254374,3.50250272,4.40E-07,0.02134477895,280.2034992,flat,notgloved,RG,2,pat
4600,4593,4597.825,4598,2.298101266,46,367826,3.503373232,3.500652174,3.502036385,3.502174859,3.59E-07,0.01588882379,280.1629108,3.502937976,3.500652458,3.501935743,3.502012372,3.19E-07,0.01501972125,280.1548594,4600,4593,4597.825,4598,2.298101266,46,367826,3.503373232,3.500652174,3.502036385,3.502174859,3.59E-07,0.01588882379,280.1629108,3.502937976,3.500652458,3.501935743,3.502012372,3.19E-07,0.01501972125,280.1548594,flat,notgloved,RG,2,pat
4604,4595,4599.45,4599,3.718987342,47,367956,3.501849837,3.499891328,3.500926879,3.500978048,2.52E-07,0.01707186392,280.0741503,3.50260983,3.5,3.501190278,3.501304064,4.68E-07,0.01446382547,280.0952223,4604,4595,4599.45,4599,3.718987342,47,367956,3.501849837,3.499891328,3.500926879,3.500978048,2.52E-07,0.01707186392,280.0741503,3.50260983,3.5,3.501190278,3.501304064,4.68E-07,0.01446382547,280.0952223,flat,notgloved,RG,2,pat
4601,4594,4597.1875,4597,3.749208861,48,367775,3.502937976,3.4996737,3.501080864,3.501087429,5.54E-07,0.01958168018,280.0864691,3.503046127,3.500217486,3.501668202,3.501630789,5.60E-07,0.01870189961,280.1334562,4601,4594,4597.1875,4597,3.749208861,48,367775,3.502937976,3.4996737,3.501080864,3.501087429,5.54E-07,0.01958168018,280.0864691,3.503046127,3.500217486,3.501668202,3.501630789,5.60E-07,0.01870189961,280.1334562,flat,notgloved,RG,2,pat
4621,4573,4599.675,4602.5,210.0702532,164,367974,3.509182335,3.501960784,3.504806108,3.504781569,2.87E-06,0.03849739456,280.3844886,3.511368605,3.495670996,3.503237109,3.502715597,2.09E-05,0.05340657635,280.2589687,4621,4573,4599.675,4602.5,210.0702532,164,367974,3.509182335,3.501960784,3.504806108,3.504781569,2.87E-06,0.03849739456,280.3844886,3.511368605,3.495670996,3.503237109,3.502715597,2.09E-05,0.05340657635,280.2589687,flat,notgloved,RG,1,rub
4625,4567,4591.6375,4589.5,366.4618671,180,367331,3.508203894,3.500325874,3.504696012,3.504644307,4.49E-06,0.04253008815,280.3756809,3.513353765,3.492972973,3.504987469,3.506046788,4.06E-05,0.0600419206,280.3989975,4625,4567,4591.6375,4589.5,366.4618671,180,367331,3.508203894,3.500325874,3.504696012,3.504644307,4.49E-06,0.04253008815,280.3756809,3.513353765,3.492972973,3.504987469,3.506046788,4.06E-05,0.0600419206,280.3989975,flat,notgloved,RG,1,rub
4617,4561,4589.6,4587.5,368.1670886,176,367168,3.512826135,3.501414581,3.505838134,3.505266478,1.00E-05,0.03742625683,280.4670507,3.514141636,3.495993069,3.504999226,3.505444322,3.30E-05,0.05336659795,280.3999381,4617,4561,4589.6,4587.5,368.1670886,176,367168,3.512826135,3.501414581,3.505838134,3.505266478,1.00E-05,0.03742625683,280.4670507,3.514141636,3.495993069,3.504999226,3.505444322,3.30E-05,0.05336659795,280.3999381,flat,notgloved,RG,1,rub
4636,4570,4603.675,4606,375.4879747,228,368294,3.509954058,3.499237971,3.503711747,3.503671706,7.52E-06,0.04486391182,280.2969397,3.511159737,3.488783434,3.500753457,3.500271232,3.99E-05,0.06893314669,280.0602765,4636,4570,4603.675,4606,375.4879747,228,368294,3.509954058,3.499237971,3.503711747,3.503671706,7.52E-06,0.04486391182,280.2969397,3.511159737,3.488783434,3.500753457,3.500271232,3.99E-05,0.06893314669,280.0602765,flat,notgloved,RG,1,rub
4605,4537,4575.075,4574,420.5006329,201,366006,3.509915014,3.500655022,3.505870422,3.505815822,5.94E-06,0.03989254522,280.4696337,3.501321586,3.493534955,3.49781465,3.497662343,5.49E-06,0.02533010746,279.825172,4605,4537,4575.075,4574,420.5006329,201,366006,3.509915014,3.500655022,3.505870422,3.505815822,5.94E-06,0.03989254522,280.4696337,3.501321586,3.493534955,3.49781465,3.497662343,5.49E-06,0.02533010746,279.825172,flat,notgloved,RG,2,rub
4621,4550,4581.1,4575,580.2683544,212,366488,3.50962995,3.491100857,3.502224623,3.505611189,4.41E-05,0.04989351281,280.1779698,3.504597198,3.495614035,3.498933658,3.498146937,5.24E-06,0.03382033447,279.9146926,4621,4550,4581.1,4575,580.2683544,212,366488,3.50962995,3.491100857,3.502224623,3.505611189,4.41E-05,0.04989351281,280.1779698,3.504597198,3.495614035,3.498933658,3.498146937,5.24E-06,0.03382033447,279.9146926,flat,notgloved,RG,2,rub
4623,4558,4598.675,4603.5,372.2981013,226,367894,3.511683254,3.497701904,3.507371724,3.507922728,9.93E-06,0.04523007714,280.5897379,3.505812678,3.498049415,3.501037222,3.50081601,3.97E-06,0.03743421315,280.0829778,4623,4558,4598.675,4603.5,372.2981013,226,367894,3.511683254,3.497701904,3.507371724,3.507922728,9.93E-06,0.04523007714,280.5897379,3.505812678,3.498049415,3.501037222,3.50081601,3.97E-06,0.03743421315,280.0829778,flat,notgloved,RG,2,rub
4630,4561,4594.775,4596.5,493.4424051,182,367582,3.510633681,3.500984898,3.505290786,3.504346075,1.01E-05,0.0382511369,280.4232629,3.50602938,3.495137238,3.500982016,3.501689181,7.50E-06,0.02986929536,280.0785613,4630,4561,4594.775,4596.5,493.4424051,182,367582,3.510633681,3.500984898,3.505290786,3.504346075,1.01E-05,0.0382511369,280.4232629,3.50602938,3.495137238,3.500982016,3.501689181,7.50E-06,0.02986929536,280.0785613,flat,notgloved,RG,2,rub
4610,4591,4600.65,4601,22.33164557,85,368052,3.503698869,3.500434783,3.501850446,3.501847424,5.02E-07,0.02423969256,280.1480357,3.502392344,3.498805127,3.500438219,3.500162937,1.08E-06,0.02032792524,280.0350575,4610,4591,4600.65,4601,22.33164557,85,368052,3.503698869,3.500434783,3.501850446,3.501847424,5.02E-07,0.02423969256,280.1480357,3.502392344,3.498805127,3.500438219,3.500162937,1.08E-06,0.02032792524,280.0350575,flat,notgloved,RG,1,scratch
4608,4586,4597.7375,4598,42.01882911,98,367819,3.505887484,3.499673984,3.502365409,3.50217061,2.26E-06,0.0280952378,280.1892327,3.503924989,3.499131944,3.50120192,3.501249587,1.75E-06,0.02459346895,280.0961536,4608,4586,4597.7375,4598,42.01882911,98,367819,3.505887484,3.499673984,3.502365409,3.50217061,2.26E-06,0.0280952378,280.1892327,3.503924989,3.499131944,3.50120192,3.501249587,1.75E-06,0.02459346895,280.0961536,flat,notgloved,RG,1,scratch
4604,4583,4596.1625,4597.5,30.23908228,97,367693,3.505127646,3.500870322,3.502659258,3.502390265,9.55E-07,0.02669026614,280.2127406,3.503382064,3.49978223,3.500978311,3.500869187,7.04E-07,0.01970246617,280.0782649,4604,4583,4596.1625,4597.5,30.23908228,97,367693,3.505127646,3.500870322,3.502659258,3.502390265,9.55E-07,0.02669026614,280.2127406,3.503382064,3.49978223,3.500978311,3.500869187,7.04E-07,0.01970246617,280.0782649,flat,notgloved,RG,1,scratch
4605,4579,4596.5625,4599,46.55300633,111,367725,3.506544503,3.501195392,3.503127486,3.502824859,1.62E-06,0.02866634911,280.2501989,3.504144852,3.499348393,3.501033638,3.500706746,1.66E-06,0.02318618788,280.082691,4605,4579,4596.5625,4599,46.55300633,111,367725,3.506544503,3.501195392,3.503127486,3.502824859,1.62E-06,0.02866634911,280.2501989,3.504144852,3.499348393,3.501033638,3.500706746,1.66E-06,0.02318618788,280.082691,flat,notgloved,RG,1,scratch
4620,4608,4614.1375,4614,6.347943038,83,369131,3.504008667,3.49772481,3.501266363,3.501409673,2.72E-06,0.02286310078,280.101309,3.505089885,3.493067591,3.498568279,3.498374254,1.26E-05,0.03000374164,279.8854623,4620,4608,4614.1375,4614,6.347943038,83,369131,3.504008667,3.49772481,3.501266363,3.501409673,2.72E-06,0.02286310078,280.101309,3.505089885,3.493067591,3.498568279,3.498374254,1.26E-05,0.03000374164,279.8854623,flat,notgloved,RG,2,scratch
4622,4607,4614.825,4614.5,17.89303797,107,369186,3.502489716,3.496855346,3.499527964,3.499295821,2.23E-06,0.02351463541,279.9622371,3.506282496,3.499458757,3.502096816,3.501844218,2.21E-06,0.03520823633,280.1677453,4622,4607,4614.825,4614.5,17.89303797,107,369186,3.502489716,3.496855346,3.499527964,3.499295821,2.23E-06,0.02351463541,279.9622371,3.506282496,3.499458757,3.502096816,3.501844218,2.21E-06,0.03520823633,280.1677453,flat,notgloved,RG,2,scratch
4616,4601,4609.2625,4609,10.70237342,82,368741,3.499783174,3.497287915,3.498837889,3.498806424,3.57E-07,0.01974653177,279.9070311,3.507152146,3.501734605,3.503871149,3.503583062,1.33E-06,0.02730991976,280.3096919,4616,4601,4609.2625,4609,10.70237342,82,368741,3.499783174,3.497287915,3.498837889,3.498806424,3.57E-07,0.01974653177,279.9070311,3.507152146,3.501734605,3.503871149,3.503583062,1.33E-06,0.02730991976,280.3096919,flat,notgloved,RG,2,scratch
4610,4599,4603.9375,4604,7.173259494,62,368315,3.500760043,3.49728438,3.499129547,3.499077019,7.06E-07,0.01889642735,279.9303638,3.504672897,3.500542652,3.502325869,3.502172496,1.00E-06,0.02955224076,280.1860695,4610,4599,4603.9375,4604,7.173259494,62,368315,3.500760043,3.49728438,3.499129547,3.499077019,7.06E-07,0.01889642735,279.9303638,3.504672897,3.500542652,3.502325869,3.502172496,1.00E-06,0.02955224076,280.1860695,flat,notgloved,RG,2,scratch
4627,4579,4610.1875,4615,159.5466772,102,368815,3.508844726,3.497836434,3.502491423,3.501623728,6.85E-06,0.03171596327,280.1993139,3.502293077,3.496650097,3.499243091,3.499133449,2.05E-06,0.02319581871,279.9394473,4627,4579,4610.1875,4615,159.5466772,102,368815,3.508844726,3.497836434,3.502491423,3.501623728,6.85E-06,0.03171596327,280.1993139,3.502293077,3.496650097,3.499243091,3.499133449,2.05E-06,0.02319581871,279.9394473,flat,notgloved,RG,1,stroke
4618,4600,4608.2875,4607,28.76439873,77,368663,3.502824859,3.49967455,3.501510164,3.501411509,6.49E-07,0.0179148625,280.1208131,3.501953125,3.498592159,3.499901489,3.49978275,8.32E-07,0.02051238844,279.9921191,4618,4600,4608.2875,4607,28.76439873,77,368663,3.502824859,3.49967455,3.501510164,3.501411509,6.49E-07,0.0179148625,280.1208131,3.501953125,3.498592159,3.499901489,3.49978275,8.32E-07,0.02051238844,279.9921191,flat,notgloved,RG,1,stroke
4631,4603,4619.225,4622.5,84.91075949,76,369538,3.502160761,3.499891845,3.501112533,3.501079914,4.45E-07,0.01775626668,280.0890026,3.501405405,3.497941495,3.499379673,3.49924357,9.39E-07,0.02424921754,279.9503738,4631,4603,4619.225,4622.5,84.91075949,76,369538,3.502160761,3.499891845,3.501112533,3.501079914,4.45E-07,0.01775626668,280.0890026,3.501405405,3.497941495,3.499379673,3.49924357,9.39E-07,0.02424921754,279.9503738,flat,notgloved,RG,1,stroke
4635,4621,4627.025,4627,14.80949367,102,370162,3.503236944,3.498486814,3.500766923,3.500594478,1.57E-06,0.02506702395,280.0613538,3.500863931,3.497298466,3.498727795,3.498596112,5.68E-07,0.02248363981,279.8982236,4635,4621,4627.025,4627,14.80949367,102,370162,3.503236944,3.498486814,3.500766923,3.500594478,1.57E-06,0.02506702395,280.0613538,3.500863931,3.497298466,3.498727795,3.498596112,5.68E-07,0.02248363981,279.8982236,flat,notgloved,RG,1,stroke
4602,4596,4599.8375,4600,2.28971519,34,367987,3.5003263,3.498369211,3.499688849,3.499782703,2.49E-07,0.008698442016,279.9751079,3.503371764,3.500869565,3.501528682,3.501303781,3.59E-07,0.01043681736,280.1222946,4602,4596,4599.8375,4600,2.28971519,34,367987,3.5003263,3.498369211,3.499688849,3.499782703,2.49E-07,0.008698442016,279.9751079,3.503371764,3.500869565,3.501528682,3.501303781,3.59E-07,0.01043681736,280.1222946,flat,notgloved,RG,2,stroke
4603,4594,4599.2625,4600,5.33528481,56,367941,3.50054336,3.497062024,3.499074332,3.499293254,7.58E-07,0.01956777308,279.9259466,3.504347826,3.50065189,3.502950451,3.50326087,7.83E-07,0.02197341147,280.2360361,4603,4594,4599.2625,4600,5.33528481,56,367941,3.50054336,3.497062024,3.499074332,3.499293254,7.58E-07,0.01956777308,279.9259466,3.504347826,3.50065189,3.502950451,3.50326087,7.83E-07,0.02197341147,280.2360361,flat,notgloved,RG,2,stroke
4609,4595,4600.9375,4600,11.98338608,63,368075,3.502061185,3.498150968,3.499620336,3.499238965,1.15E-06,0.02423875486,279.9696269,3.503370298,3.496520226,3.501104772,3.501522401,3.00E-06,0.02619980134,280.0883818,4609,4595,4600.9375,4600,11.98338608,63,368075,3.502061185,3.498150968,3.499620336,3.499238965,1.15E-06,0.02423875486,279.9696269,3.503370298,3.496520226,3.501104772,3.501522401,3.00E-06,0.02619980134,280.0883818,flat,notgloved,RG,2,stroke
4608,4597,4604.4,4605,6.572151899,59,368352,3.501519097,3.497827032,3.49947038,3.499511259,8.13E-07,0.02378100845,279.9576304,3.50184582,3.496961806,3.499690374,3.500217108,1.98E-06,0.0242191467,279.9752299,4608,4597,4604.4,4605,6.572151899,59,368352,3.501519097,3.497827032,3.49947038,3.499511259,8.13E-07,0.02378100845,279.9576304,3.50184582,3.496961806,3.499690374,3.500217108,1.98E-06,0.0242191467,279.9752299,flat,notgloved,RG,2,stroke
