maxXshear,minXshear,meanXshear,medianXshear,varXshear,totalvarXshear,aucXshear,XmaxXshear,XminXshear,XmeanXshear,XmedianXshear,XvarXshear,XtotalvarXshear,XaucXshear,YmaxXshear,YminXshear,YmeanXshear,YmedianXshear,YvarXshear,YtotalvarXshear,YaucXshear,maxPress,minPress,meanPress,medianPress,varPress,totalvarPress,aucPress,XmaxPress,XminPress,XmeanPress,XmedianPress,XvarPress,XtotalvarPress,XaucPress,YmaxPress,YminPress,YmeanPress,YmedianPress,YvarPress,YtotalvarPress,YaucPress,maxYshear,minYshear,meanYshear,medianYshear,varYshear,totalvarYshear,aucYshear,XmaxYshear,XminYshear,XmeanYshear,XmedianYshear,XvarYshear,XtotalvarYshear,XaucYshear,YmaxYshear,YminYshear,YmeanYshear,YmedianYshear,YvarYshear,YtotalvarYshear,YaucYshear,subcondition,glovecondition,subject,filecount,gesture
4612,4545,4580.6,4580,369.4835443,131,366448,3.512921594,3.502615519,3.506417074,3.506389913,6.02E-06,0.03158344968,280.5133659,3.500653026,3.490657287,3.496732114,3.498155782,8.82E-06,0.02990487265,279.7385691,590,107,313.425,269.5,22070.80443,881,25074,4.303703704,3.991416309,4.162686992,4.168595162,0.008375909635,1.311244379,333.0149594,4.847706422,3.654205607,4.624382384,4.758153137,0.09316939133,1.897808747,369.9505907,4612,4545,4580.6,4580,369.4835443,131,366448,3.512921594,3.502615519,3.506417074,3.506389913,6.02E-06,0.03158344968,280.5133659,3.500653026,3.490657287,3.496732114,3.498155782,8.82E-06,0.02990487265,279.7385691,flat,notgloved,LC,2,rub
4610,4568,4592.3,4594.5,111.1493671,131,367384,3.506290672,3.493551913,3.501263775,3.503154232,1.31E-05,0.03587008843,280.101102,3.508533917,3.494551003,3.49938068,3.498372396,1.76E-05,0.04244154724,279.9504544,358,91,182.125,145.5,7358.03481,679,14570,4.327433628,3.815789474,4.110613077,4.124051715,0.01911180486,1.938384355,328.8490462,4.759530792,2.276595745,3.832770761,4.273180214,0.8420235586,4.058937822,306.6216609,4610,4568,4592.3,4594.5,111.1493671,131,367384,3.506290672,3.493551913,3.501263775,3.503154232,1.31E-05,0.03587008843,280.101102,3.508533917,3.494551003,3.49938068,3.498372396,1.76E-05,0.04244154724,279.9504544,flat,notgloved,LC,2,rub
4605,4585,4596.4,4597,30.26835443,84,367712,3.504251145,3.500434783,3.502387953,3.502389227,7.24E-07,0.02395307063,280.1910362,3.501960784,3.496305954,3.498923851,3.498802786,2.05E-06,0.0269792308,279.9139081,18,6,10.3625,10,6.892246835,70,829,4.625,2.333333333,3.690102519,3.769230769,0.3532707278,11.17626818,295.2082015,5.5,2.666666667,3.864926844,3.651515152,0.5643077008,11.30752026,309.1941475,4605,4585,4596.4,4597,30.26835443,84,367712,3.504251145,3.500434783,3.502387953,3.502389227,7.24E-07,0.02395307063,280.1910362,3.501960784,3.496305954,3.498923851,3.498802786,2.05E-06,0.0269792308,279.9139081,flat,notgloved,LC,1,scratch
4599,4591,4595.775,4596,4.252531646,70,367662,3.503592423,3.499129678,3.501294914,3.501414581,9.92E-07,0.02241586057,280.1035932,3.499237639,3.495323037,3.497604016,3.497499456,9.64E-07,0.02480872601,279.8083213,16,6,11.3125,11,5.787183544,72,905,4.428571429,2.6,3.623925224,3.75,0.3366874911,7.606662782,289.9140179,6,4.2,5.159768721,5.240384615,0.2287006733,11.6751887,412.7814977,4599,4591,4595.775,4596,4.252531646,70,367662,3.503592423,3.499129678,3.501294914,3.501414581,9.92E-07,0.02241586057,280.1035932,3.499237639,3.495323037,3.497604016,3.497499456,9.64E-07,0.02480872601,279.8083213,flat,notgloved,LC,1,scratch
4603,4592,4597.9875,4598,5.556803797,65,367839,3.503374701,3.500217297,3.501317408,3.501087429,6.78E-07,0.01664744846,280.1053927,3.499129678,3.495542509,3.496981246,3.496682997,1.03E-06,0.02185201375,279.7584997,40,8,21.175,19.5,74.9056962,95,1694,4.388888889,3.333333333,3.907554572,3.920833333,0.05696083685,5.557676055,312.6043657,5.625,4.142857143,4.76824744,4.836666667,0.1045378701,7.965900357,381.4597952,4603,4592,4597.9875,4598,5.556803797,65,367839,3.503374701,3.500217297,3.501317408,3.501087429,6.78E-07,0.01664744846,280.1053927,3.499129678,3.495542509,3.496981246,3.496682997,1.03E-06,0.02185201375,279.7584997,flat,notgloved,LC,1,scratch
4605,4587,4597.475,4597.5,19.69556962,82,367798,3.503371764,3.499565217,3.501471015,3.501413658,7.54E-07,0.02436725107,280.1176812,3.49978204,3.49196351,3.495365825,3.495051664,3.40E-06,0.03108741481,279.629266,59,15,37.3375,33,191.3656646,134,2987,4.666666667,3.266666667,4.057543253,4.040884439,0.0790393959,4.991379164,324.6034602,4.863636364,3.555555556,4.16532032,4.129571578,0.1159689356,5.296711227,333.2256256,4605,4587,4597.475,4597.5,19.69556962,82,367798,3.503371764,3.499565217,3.501471015,3.501413658,7.54E-07,0.02436725107,280.1176812,3.49978204,3.49196351,3.495365825,3.495051664,3.40E-06,0.03108741481,279.629266,flat,notgloved,LC,1,scratch
4622,4603,4612.775,4613,35.67025316,68,369022,3.501625135,3.498153378,3.499460631,3.49929549,6.19E-07,0.01951476076,279.9568505,3.503463203,3.498915872,3.501001913,3.501029937,1.03E-06,0.01950865991,280.080153,176,1,61.3625,50,2695.196044,483,4909,6,1,3.918568386,4.032291667,0.5509681439,12.70061219,313.4854708,4.874285714,1,4.05355113,4.290859414,0.6632921544,11.63121153,324.2840904,4622,4603,4612.775,4613,35.67025316,68,369022,3.501625135,3.498153378,3.499460631,3.49929549,6.19E-07,0.01951476076,279.9568505,3.503463203,3.498915872,3.501001913,3.501029937,1.03E-06,0.01950865991,280.080153,flat,notgloved,LC,2,scratch
4615,4604,4609.2375,4609,10.68971519,51,368739,3.500868056,3.49815418,3.499776199,3.5,5.35E-07,0.01486086876,279.9820959,3.504012145,3.499457348,3.500977435,3.500650618,1.00E-06,0.01746347636,280.0781948,162,1,37.025,13.5,2079.69557,346,2962,4.675,2.5,3.937963385,4,0.3973441643,7.752242247,315.0370708,5,2.5,3.993021692,3.761904762,0.9479881506,5.462851323,319.4417353,4615,4604,4609.2375,4609,10.68971519,51,368739,3.500868056,3.49815418,3.499776199,3.5,5.35E-07,0.01486086876,279.9820959,3.504012145,3.499457348,3.500977435,3.500650618,1.00E-06,0.01746347636,280.0781948,flat,notgloved,LC,2,scratch
4613,4601,4607.175,4607.5,6.196835443,56,368574,3.500868432,3.497068404,3.499261946,3.499566161,1.15E-06,0.02301205675,279.9409557,3.506293403,3.50021692,3.502604788,3.502060291,3.63E-06,0.02256426773,280.208383,221,0,62.9875,15,4618.189715,527,5039,4.521428571,0,3.46223959,3.878787879,1.159858973,12.13847901,276.9791672,5,0,4.259527671,4.775332068,0.8484938547,15.22602837,340.7622137,4613,4601,4607.175,4607.5,6.196835443,56,368574,3.500868432,3.497068404,3.499261946,3.499566161,1.15E-06,0.02301205675,279.9409557,3.506293403,3.50021692,3.502604788,3.502060291,3.63E-06,0.02256426773,280.208383,flat,notgloved,LC,2,scratch
4615,4605,4610.8625,4611,6.727689873,80,368869,3.500542182,3.496310764,3.498721704,3.498916342,1.05E-06,0.02407635179,279.8977363,3.50595883,3.501628664,3.503560547,3.503469211,1.05E-06,0.02123670272,280.2848438,204,3,90.0875,87,4059.701108,727,7207,6,4.336734694,4.641018962,4.429632249,0.1845936511,4.834614057,371.281517,4.983870968,3,4.554483496,4.943726085,0.4911703671,4.492973581,364.3586797,4615,4605,4610.8625,4611,6.727689873,80,368869,3.500542182,3.496310764,3.498721704,3.498916342,1.05E-06,0.02407635179,279.8977363,3.50595883,3.501628664,3.503560547,3.503469211,1.05E-06,0.02123670272,280.2848438,flat,notgloved,LC,2,scratch
4615,4586,4601.125,4601,53.75632911,130,368090,3.503813467,3.49837416,3.501564221,3.501575249,2.33E-06,0.02696814598,280.1251377,3.504349717,3.499347258,3.501279597,3.500979966,1.39E-06,0.02108231405,280.1023678,513,69,295.1,295,19669.66076,1046,23608,4.453061224,3.914285714,4.27935782,4.308944974,0.0195948312,1.596616827,342.3486256,4.955734406,3.942028986,4.631093778,4.68561684,0.05432305512,2.009496524,370.4875022,4615,4586,4601.125,4601,53.75632911,130,368090,3.503813467,3.49837416,3.501564221,3.501575249,2.33E-06,0.02696814598,280.1251377,3.504349717,3.499347258,3.501279597,3.500979966,1.39E-06,0.02108231405,280.1023678,flat,notgloved,LC,1,stroke
4610,4572,4589.125,4589.5,87.73101266,171,367130,3.51027547,3.499674409,3.505561063,3.505827283,5.93E-06,0.04019092379,280.444885,3.50328084,3.498584186,3.500878632,3.5006526,1.48E-06,0.0260714043,280.0702906,433,127,284.3375,268.5,5110.935285,1169,22747,4.287401575,3.94047619,4.112849435,4.112241602,0.009185638171,1.726771394,329.0279548,4.732283465,4.10212766,4.467578212,4.490456973,0.01816104349,2.032930252,357.406257,4610,4572,4589.125,4589.5,87.73101266,171,367130,3.51027547,3.499674409,3.505561063,3.505827283,5.93E-06,0.04019092379,280.444885,3.50328084,3.498584186,3.500878632,3.5006526,1.48E-06,0.0260714043,280.0702906,flat,notgloved,LC,1,stroke
4621,4568,4589.5125,4587.5,203.1643987,215,367161,3.509851138,3.502813853,3.506741628,3.506876228,2.90E-06,0.03105181982,280.5393302,3.507224168,3.493290043,3.501356861,3.501799132,1.18E-05,0.05005230821,280.1085489,496,148,329.1625,339.5,9224.289715,920,26333,4.29009434,3.628205128,3.928123449,3.927807215,0.03081712854,1.916719075,314.2498759,4.688679245,3.290540541,3.934049531,3.892344961,0.1167133513,3.733480591,314.7239625,4621,4568,4589.5125,4587.5,203.1643987,215,367161,3.509851138,3.502813853,3.506741628,3.506876228,2.90E-06,0.03105181982,280.5393302,3.507224168,3.493290043,3.501356861,3.501799132,1.18E-05,0.05005230821,280.1085489,flat,notgloved,LC,1,stroke
4596,4545,4574.175,4574.5,199.0829114,229,365934,3.518371837,3.504139434,3.509687407,3.509838193,1.37E-05,0.05869284338,280.7749926,3.505701754,3.499891091,3.502567404,3.502398082,2.80E-06,0.02310129518,280.2053924,329,107,210.05,201.5,4581.921519,783,16804,4.396946565,3.456692913,3.956190667,3.952980162,0.08600043296,3.206414842,316.4952534,4.545741325,3.472440945,4.061329457,4.052254325,0.08976043736,3.902875673,324.9063566,4596,4545,4574.175,4574.5,199.0829114,229,365934,3.518371837,3.504139434,3.509687407,3.509838193,1.37E-05,0.05869284338,280.7749926,3.505701754,3.499891091,3.502567404,3.502398082,2.80E-06,0.02310129518,280.2053924,flat,notgloved,LC,1,stroke
4615,4544,4585.325,4590,495.9689873,163,366826,3.501735358,3.488888889,3.49535874,3.495517145,1.41E-05,0.04101259898,279.6286992,3.51034331,3.49132321,3.500025219,3.49907392,2.94E-05,0.04250103351,280.0020175,148,59,87.5375,83,639.2897152,254,7003,4.611111111,3.373493976,4.11089108,4.174657534,0.1159992481,3.019813904,328.8712864,4.13559322,2.972027972,3.661179494,3.803408481,0.1337526328,3.221278046,292.8943595,4615,4544,4585.325,4590,495.9689873,163,366826,3.501735358,3.488888889,3.49535874,3.495517145,1.41E-05,0.04101259898,279.6286992,3.51034331,3.49132321,3.500025219,3.49907392,2.94E-05,0.04250103351,280.0020175,flat,notgloved,LC,2,stroke
4611,4545,4573.4,4569.5,450.4962025,212,365872,3.504173989,3.491688539,3.49824265,3.498743289,1.08E-05,0.04574650319,279.859412,3.508470847,3.494036001,3.50154926,3.502631587,1.89E-05,0.04313573543,280.1239408,139,44,84.0875,78.5,779.6757911,365,6727,4.423076923,3.064516129,3.608684196,3.490506329,0.1966216973,4.490805361,288.6947357,4.363636364,3.042016807,3.695800325,3.770979021,0.1278396966,4.335911356,295.664026,4611,4545,4573.4,4569.5,450.4962025,212,365872,3.504173989,3.491688539,3.49824265,3.498743289,1.08E-05,0.04574650319,279.859412,3.508470847,3.494036001,3.50154926,3.502631587,1.89E-05,0.04313573543,280.1239408,flat,notgloved,LC,2,stroke
4604,4550,4584.1125,4590,280.6580696,139,366729,3.506042628,3.49661054,3.500586184,3.5,5.48E-06,0.03159713408,280.0468948,3.503516484,3.496523251,3.499332865,3.49874717,4.71E-06,0.02063536925,279.9466292,116,24,55.7375,47.5,629.6643987,219,4459,4.191489362,2.625,3.37072233,3.428452232,0.2753080425,3.988518815,269.6577864,5,3.440366972,4.099957818,4.140056022,0.1564198017,4.243414755,327.9966254,4604,4550,4584.1125,4590,280.6580696,139,366729,3.506042628,3.49661054,3.500586184,3.5,5.48E-06,0.03159713408,280.0468948,3.503516484,3.496523251,3.499332865,3.49874717,4.71E-06,0.02063536925,279.9466292,flat,notgloved,LC,2,stroke
4608,4548,4582.35,4585,376.4075949,174,366588,3.501953125,3.492125984,3.498103134,3.499238421,9.02E-06,0.03887151421,279.8482507,3.503184713,3.496524761,3.499815106,3.499618273,4.69E-06,0.02642504335,279.9852085,93,23,49.8375,43,387.6568038,229,3987,4.358490566,2.444444444,3.480528252,3.631600547,0.4081971545,5.678709809,278.4422601,5.086956522,3.456521739,4.180405651,4.295607235,0.2078221818,5.293088015,334.4324521,4608,4548,4582.35,4585,376.4075949,174,366588,3.501953125,3.492125984,3.498103134,3.499238421,9.02E-06,0.03887151421,279.8482507,3.503184713,3.496524761,3.499815106,3.499618273,4.69E-06,0.02642504335,279.9852085,flat,notgloved,LC,2,stroke
4605,4601,4603.675,4604,1.082911392,26,368294,3.501411509,3.498696219,3.500146559,3.500217202,2.66E-07,0.01086045284,280.0117247,3.50054336,3.498696219,3.499323935,3.499348393,1.61E-07,0.007168719041,279.9459148,38,19,28.0375,28,17.60617089,69,2243,3.896551724,3.068965517,3.563960428,3.654761905,0.05670432306,3.478034698,285.1168342,3.846153846,3.411764706,3.634466572,3.622844828,0.01173630303,3.021175409,290.7573257,4605,4601,4603.675,4604,1.082911392,26,368294,3.501411509,3.498696219,3.500146559,3.500217202,2.66E-07,0.01086045284,280.0117247,3.50054336,3.498696219,3.499323935,3.499348393,1.61E-07,0.007168719041,279.9459148,flat,notgloved,LC,1,tickle
4607,4600,4602.675,4602,3.386708861,33,368214,3.501955671,3.499565217,3.500779356,3.50065189,4.41E-07,0.0137943141,280.0623485,3.50054336,3.498370628,3.499535756,3.499782609,3.33E-07,0.01075409301,279.9628605,33,16,24.6375,24.5,25.52515823,67,1971,3.428571429,2.444444444,2.882756905,2.821428571,0.06175783255,6.081660569,230.6205524,4.52173913,3.366666667,4.051085895,4.200320513,0.1297104012,4.591867022,324.0868716,4607,4600,4602.675,4602,3.386708861,33,368214,3.501955671,3.499565217,3.500779356,3.50065189,4.41E-07,0.0137943141,280.0623485,3.50054336,3.498370628,3.499535756,3.499782609,3.33E-07,0.01075409301,279.9628605,flat,notgloved,LC,1,tickle
4606,4602,4603.075,4603,0.8044303797,21,368246,3.501303215,3.499130813,3.50044262,3.500380045,2.19E-07,0.01010125797,280.0354096,3.500543124,3.498696219,3.499462328,3.499348393,2.20E-07,0.009015057328,279.9569862,33,18,26.2625,28,19.58844937,79,2101,3.461538462,2.555555556,3.065348178,3.096774194,0.04898757416,5.571910005,245.2278542,4.333333333,3.310344828,3.600929292,3.464285714,0.09685817282,4.597330449,288.0743433,4606,4602,4603.075,4603,0.8044303797,21,368246,3.501303215,3.499130813,3.50044262,3.500380045,2.19E-07,0.01010125797,280.0354096,3.500543124,3.498696219,3.499462328,3.499348393,2.20E-07,0.009015057328,279.9569862,flat,notgloved,LC,1,tickle
4606,4601,4603.4625,4603,1.770727848,40,368277,3.501955671,3.499565595,3.500775294,3.500760374,2.12E-07,0.01173242389,280.0620235,3.500978048,3.498696219,3.499640242,3.499457112,3.05E-07,0.01260132877,279.9712193,102,16,55.4625,59.5,955.2137658,142,4437,3.725806452,3,3.471964071,3.5,0.02169626266,3.324052215,277.7571257,3.7,3.227272727,3.475664271,3.47,0.009654952805,3.735917316,278.0531417,4606,4601,4603.4625,4603,1.770727848,40,368277,3.501955671,3.499565595,3.500775294,3.500760374,2.12E-07,0.01173242389,280.0620235,3.500978048,3.498696219,3.499640242,3.499457112,3.05E-07,0.01260132877,279.9712193,flat,notgloved,LC,1,tickle
4595,4591,4593.3875,4594,0.847943038,24,367471,3.500762029,3.49912892,3.499870718,3.499891139,1.18E-07,0.008491751299,279.9896574,3.497930734,3.496081846,3.497005245,3.497060745,1.58E-07,0.00717877977,279.7604196,71,58,65.1,64,13.78734177,65,5208,3.984375,3.671641791,3.814866555,3.838235294,0.008380968666,1.37305552,305.1893244,5.032786885,4.718309859,4.84819487,4.8125,0.008853414906,1.801474699,387.8555896,4595,4591,4593.3875,4594,0.847943038,24,367471,3.500762029,3.49912892,3.499870718,3.499891139,1.18E-07,0.008491751299,279.9896574,3.497930734,3.496081846,3.497005245,3.497060745,1.58E-07,0.00717877977,279.7604196,flat,notgloved,LC,2,tickle
4596,4590,4592.65,4593,1.369620253,30,367412,3.49956465,3.497931635,3.498731661,3.498802004,1.22E-07,0.009580319087,279.8985329,3.49912854,3.496625299,3.497637666,3.49749619,4.99E-07,0.008704970125,279.8110133,65,45,54.9375,54,36.23655063,63,4395,4.03125,3.717391304,3.864714669,3.854545455,0.006908467944,1.595318802,309.1771736,5.288888889,4.390625,4.879638651,4.943920335,0.06151574295,2.458868196,390.371092,4596,4590,4592.65,4593,1.369620253,30,367412,3.49956465,3.497931635,3.498731661,3.498802004,1.22E-07,0.009580319087,279.8985329,3.49912854,3.496625299,3.497637666,3.49749619,4.99E-07,0.008704970125,279.8110133,flat,notgloved,LC,2,tickle
4597,4588,4594.05,4594,4.124050633,31,367524,3.50043592,3.497713912,3.498604219,3.498586034,2.19E-07,0.01034319871,279.8883375,3.498474946,3.496626768,3.497241167,3.497062024,2.50E-07,0.008384164448,279.7792933,94,65,74.0875,73,58.56186709,82,5927,4.072463768,3.563829787,3.833542039,3.818181818,0.01362051189,1.739354363,306.6833631,4.591549296,4.191489362,4.464833645,4.479452055,0.007637725881,1.835884624,357.1866916,4597,4588,4594.05,4594,4.124050633,31,367524,3.50043592,3.497713912,3.498604219,3.498586034,2.19E-07,0.01034319871,279.8883375,3.498474946,3.496626768,3.497241167,3.497062024,2.50E-07,0.008384164448,279.7792933,flat,notgloved,LC,2,tickle
4597,4590,4593.2625,4593,3.968196203,27,367461,3.500108861,3.498150163,3.499337504,3.499455456,3.86E-07,0.00685963677,279.9470003,3.498584803,3.496626768,3.497598609,3.497713912,3.82E-07,0.006639876752,279.8078888,95,77,85.4625,86,26.80870253,82,6837,3.850574713,3.615384615,3.762921169,3.766233766,0.001955790136,1.71502189,301.0336935,4.620253165,4.168421053,4.409951571,4.404637797,0.01464841111,2.125121341,352.7961257,4597,4590,4593.2625,4593,3.968196203,27,367461,3.500108861,3.498150163,3.499337504,3.499455456,3.86E-07,0.00685963677,279.9470003,3.498584803,3.496626768,3.497598609,3.497713912,3.82E-07,0.006639876752,279.8078888,flat,notgloved,LC,2,tickle
4629,4620,4624.75,4624,5.17721519,29,369980,3.51027916,3.50702399,3.509095391,3.509403376,7.75E-07,0.01610231421,280.7276313,3.515144959,3.512432432,3.513844244,3.513945946,4.86E-07,0.01676094125,281.1075395,1282,1203,1238.6875,1239,507.9390823,131,99095,4.586378738,4.536057692,4.55496401,4.550214245,0.0002249854482,0.1784567429,364.3971208,4.226368159,4.17109375,4.199213215,4.195776907,0.0001608359953,0.1345470991,335.9370572,4629,4620,4624.75,4624,5.17721519,29,369980,3.51027916,3.50702399,3.509095391,3.509403376,7.75E-07,0.01610231421,280.7276313,3.515144959,3.512432432,3.513844244,3.513945946,4.86E-07,0.01676094125,281.1075395,flat,notgloved,RG,2,constant
4625,4616,4621.325,4621,6.753797468,34,369706,3.511043742,3.507895306,3.508788304,3.508760545,5.69E-07,0.01302421939,280.7030643,3.514607228,3.512121212,3.513618869,3.51351936,2.47E-07,0.01257458919,281.0895095,1221,1171,1197.825,1202.5,189.7917722,82,95826,4.561912895,4.511166253,4.531662263,4.529115768,0.0001480506437,0.1287945102,362.532981,4.219470538,4.186104218,4.199771652,4.195599236,0.0001145610504,0.08116954744,335.9817322,4625,4616,4621.325,4621,6.753797468,34,369706,3.511043742,3.507895306,3.508788304,3.508760545,5.69E-07,0.01302421939,280.7030643,3.514607228,3.512121212,3.513618869,3.51351936,2.47E-07,0.01257458919,281.0895095,flat,notgloved,RG,2,constant
4622,4609,4616.325,4617.5,15.38670886,50,369306,3.510721248,3.50683149,3.508980907,3.50915397,1.20E-06,0.01650632636,280.7184725,3.513098073,3.510735198,3.512073793,3.512131718,2.20E-07,0.0171344703,280.9659034,1170,1119,1135.3625,1129,273.4745253,106,90829,4.613016711,4.557829181,4.587124624,4.5891642,0.0002659183263,0.1480201491,366.9699699,4.338392857,4.221367521,4.279176881,4.275465013,0.001685113512,0.1365678646,342.3341505,4622,4609,4616.325,4617.5,15.38670886,50,369306,3.510721248,3.50683149,3.508980907,3.50915397,1.20E-06,0.01650632636,280.7184725,3.513098073,3.510735198,3.512073793,3.512131718,2.20E-07,0.0171344703,280.9659034,flat,notgloved,RG,2,constant
4619,4609,4614.3,4614.5,9.225316456,37,369144,3.509854884,3.506828528,3.508394763,3.508557193,7.42E-07,0.01658286025,280.671581,3.514403292,3.511274935,3.512647766,3.512564991,6.10E-07,0.01267604928,281.0118213,1128,1110,1118.5625,1119,17.48971519,72,89485,4.583556747,4.539145907,4.562504094,4.56112884,0.0001394202159,0.1180518902,365.0003275,4.395702775,4.336298932,4.373079597,4.380653905,0.0003492689381,0.1041000548,349.8463677,4619,4609,4614.3,4614.5,9.225316456,37,369144,3.509854884,3.506828528,3.508394763,3.508557193,7.42E-07,0.01658286025,280.671581,3.514403292,3.511274935,3.512647766,3.512564991,6.10E-07,0.01267604928,281.0118213,flat,notgloved,RG,2,constant
4605,4599,4602.6375,4603,1.727689873,22,368211,3.499457112,3.497826087,3.498906795,3.498913988,1.86E-07,0.006520085108,279.9125436,3.502499457,3.500869187,3.50162272,3.501629372,1.11E-07,0.006306894772,280.1298176,14,3,7.3,7,5.756962025,40,584,5.333333333,3.142857143,4.005715743,4,0.2407301068,12.03757354,320.4572594,3.6,2,2.514313742,2.444444444,0.1346252457,7.384343434,201.1450993,4605,4599,4602.6375,4603,1.727689873,22,368211,3.499457112,3.497826087,3.498906795,3.498913988,1.86E-07,0.006520085108,279.9125436,3.502499457,3.500869187,3.50162272,3.501629372,1.11E-07,0.006306894772,280.1298176,flat,notgloved,RG,1,no
4604,4599,4601.5,4602,1.443037975,21,368120,3.500869187,3.499130813,3.499872277,3.499782703,1.96E-07,0.009670252993,279.9897821,3.501086484,3.500217297,3.500641112,3.500488977,8.27E-08,0.004672802637,280.0512889,6,0,1.125,1,2.490506329,17,90,5,0,2.029166667,1,4.687148383,34.93333333,162.3333333,5,0,2.120833333,1,4.878322785,40.83333333,169.6666667,4604,4599,4601.5,4602,1.443037975,21,368120,3.500869187,3.499130813,3.499872277,3.499782703,1.96E-07,0.009670252993,279.9897821,3.501086484,3.500217297,3.500641112,3.500488977,8.27E-08,0.004672802637,280.0512889,flat,notgloved,RG,1,no
4603,4596,4600.3,4601,3.782278481,25,368024,3.501629372,3.499456167,3.500540527,3.500597885,4.74E-07,0.008585989402,280.0432422,3.50163008,3.499782514,3.500725383,3.500869565,2.17E-07,0.007718360643,280.0580306,2,0,0.5125,0,0.3289556962,11,41,2,0,0.95,0,1.010126582,18,76,1,0,0.475,0,0.2525316456,9,38,4603,4596,4600.3,4601,3.782278481,25,368024,3.501629372,3.499456167,3.500540527,3.500597885,4.74E-07,0.008585989402,280.0432422,3.50163008,3.499782514,3.500725383,3.500869565,2.17E-07,0.007718360643,280.0580306,flat,notgloved,RG,1,no
4604,4598,4600.9875,4601,2.468196203,25,368079,3.500978048,3.499130435,3.500063838,3.5,3.20E-07,0.01249723675,280.005107,3.501738375,3.500326016,3.500979397,3.500978048,1.10E-07,0.008152009159,280.0783518,16,0,4.7125,4,22.73908228,39,377,5,0,2.211376211,2.6,2.839865224,9.479120879,176.9100968,3.076923077,0,1.379813346,1.25,1.282600171,7.707092907,110.3850677,4604,4598,4600.9875,4601,2.468196203,25,368079,3.500978048,3.499130435,3.500063838,3.5,3.20E-07,0.01249723675,280.005107,3.501738375,3.500326016,3.500979397,3.500978048,1.10E-07,0.008152009159,280.0783518,flat,notgloved,RG,1,no
4603,4598,4600.0625,4600,2.034018987,24,368005,3.502065666,3.499130435,3.500585652,3.50054336,5.04E-07,0.0121733942,280.0468522,3.501630789,3.499456876,3.500748721,3.500869943,3.81E-07,0.008476560358,280.0598977,15,5,10.225,11,5.467721519,61,818,3.166666667,1.666666667,2.394379995,2.454545455,0.1030338756,8.864346764,191.5503996,3.888888889,2.625,3.194709214,3.183333333,0.08038114822,8.4495338,255.5767372,4603,4598,4600.0625,4600,2.034018987,24,368005,3.502065666,3.499130435,3.500585652,3.50054336,5.04E-07,0.0121733942,280.0468522,3.501630789,3.499456876,3.500748721,3.500869943,3.81E-07,0.008476560358,280.0598977,flat,notgloved,RG,2,no
4605,4599,4601.675,4601.5,2.703164557,21,368134,3.501086957,3.498695652,3.499584413,3.499456876,2.55E-07,0.01271340063,279.966753,3.500434783,3.498913043,3.499744755,3.499674126,2.35E-07,0.006628616477,279.9795804,7,1,3.3625,3,2.15806962,28,269,5,0,1.606547619,1.828571429,0.8728821866,19.30952381,128.5238095,6,3,3.946904762,3.666666667,0.4975416057,11.88095238,315.752381,4605,4599,4601.675,4601.5,2.703164557,21,368134,3.501086957,3.498695652,3.499584413,3.499456876,2.55E-07,0.01271340063,279.966753,3.500434783,3.498913043,3.499744755,3.499674126,2.35E-07,0.006628616477,279.9795804,flat,notgloved,RG,2,no
4602,4598,4599.7375,4600,0.8289556962,18,367979,3.501086957,3.499130435,3.500264945,3.500217391,1.93E-07,0.008043998223,280.0211956,3.499673984,3.498369211,3.499080095,3.499184889,1.14E-07,0.00652202291,279.9264076,3,0,1.5875,2,0.5998417722,12,127,5,0,1.745833333,2.333333333,1.844567511,13.33333333,139.6666667,6,0,2.897916667,2.5,2.497534283,18.66666667,231.8333333,4602,4598,4599.7375,4600,0.8289556962,18,367979,3.501086957,3.499130435,3.500264945,3.500217391,1.93E-07,0.008043998223,280.0211956,3.499673984,3.498369211,3.499080095,3.499184889,1.14E-07,0.00652202291,279.9264076,flat,notgloved,RG,2,no
4603,4598,4600.4125,4600,1.334018987,17,368033,3.501195392,3.499130435,3.500148068,3.500054312,3.01E-07,0.008368549874,280.0118454,3.499782609,3.498369211,3.499080267,3.499130435,1.78E-07,0.006630316733,279.9264213,5,1,3.0125,3,1.101107595,23,241,3.333333333,0.5,1.418958333,1,0.5713624736,6.966666667,113.5166667,4.666666667,2,2.845208333,2.416666667,0.6414148646,10.56666667,227.6166667,4603,4598,4600.4125,4600,1.334018987,17,368033,3.501195392,3.499130435,3.500148068,3.500054312,3.01E-07,0.008368549874,280.0118454,3.499782609,3.498369211,3.499080267,3.499130435,1.78E-07,0.006630316733,279.9264213,flat,notgloved,RG,2,no
4608,4600,4603.5875,4603,3.6125,48,368287,3.50173913,3.498696785,3.500653208,3.500760209,6.95E-07,0.01781159362,280.0522566,3.502389227,3.500108578,3.50114994,3.501085541,1.77E-07,0.01889727576,280.0919952,54,33,43.5875,44,24.85300633,111,3487,4.14,3.274509804,3.705281941,3.646428571,0.05715287205,3.562717577,296.4225553,2.658536585,2.184210526,2.442476352,2.444444444,0.01165232418,2.328837673,195.3981081,4608,4600,4603.5875,4603,3.6125,48,368287,3.50173913,3.498696785,3.500653208,3.500760209,6.95E-07,0.01781159362,280.0522566,3.502389227,3.500108578,3.50114994,3.501085541,1.77E-07,0.01889727576,280.0919952,flat,notgloved,RG,1,pat
