max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,subject,filecount,gesture
1006,23,368.325,204.5,102255.3108,32365,29466,4.598773006,1.913043478,3.325280164,3.344519016,0.3786716952,55.83511055,266.0224132,5.465301479,1.321472393,3.406643436,3.224871229,0.8520849195,81.81740491,272.5314749,P7,5,pat
1177,49,366.55,230,89847.28861,29854,29324,4.694539249,1.38961039,3.270508031,3.335132809,0.502534612,60.89379493,261.6406425,5.564497041,1.168553459,3.564212645,3.6165749,0.8658817197,81.68511142,285.1370116,P7,5,pat
1134,58,372.2375,225,98166.0568,30467,29779,4.928433269,1.399002494,3.275563147,3.281489412,0.4650165058,61.03454395,262.0450518,5.740740741,1.333943275,3.556663441,3.526603487,0.8321104611,82.88081274,284.5330753,P7,5,pat
1160,72,392.1375,239,98063.18339,30953,31371,4.740740741,2.13,3.319825312,3.289890607,0.3882098436,51.13476591,265.586025,5.480412371,1.29455081,3.448515477,3.436890855,0.7907463059,72.07883973,275.8812382,P7,5,pat
1214,123,491.3,357.5,110388.3139,33249,39304,4.843167702,1.43776824,3.272647276,3.266403614,0.4075179695,50.80909405,261.8117821,5.233151184,1.481049563,3.401100454,3.400472689,0.612971934,67.86245396,272.0880363,P7,6,pat
1123,78,457.35,344.5,98313.62278,30844,36588,4.948275862,1.519125683,3.218879843,3.144288344,0.4793260064,56.03245651,257.5103874,5.666666667,1.228880157,3.535059709,3.646067416,0.8151442909,72.58949386,282.8047767,P7,6,pat
1277,113,463.975,357.5,100904.2019,30246,37118,4.983974359,1.478813559,3.155104068,3.074444163,0.4942573861,56.58924056,252.4083255,5.466158246,1.196428571,3.556629755,3.631781454,0.8385685505,73.14483308,284.5303804,P7,6,pat
1159,125,450.8,298.5,108615.5797,31393,36064,5.210526316,1.900862069,3.276689989,3.277992731,0.4139889664,50.28586463,262.1351991,5.393181818,1.339555556,3.506071249,3.556691792,0.636701855,71.15093783,280.4856999,P7,6,pat
7332,69,624.35,313.5,1063502.332,48698,49948,4.844936709,2.131004367,3.451352129,3.495199576,0.2701299333,45.39692751,276.1081703,5.656036446,1.43166287,3.641670485,3.724447226,0.6927758366,73.17167629,291.3336388,P7,7,pat
7350,106,817.7125,334,2013943.119,74843,65417,4.708994709,2.272727273,3.438330649,3.502767248,0.2265711685,40.4447262,275.0664519,5.742471443,1.171578947,3.636445846,3.623431351,0.7322761648,69.37483961,290.9156676,P7,7,pat
1185,82,481.375,312,133153.5791,38946,38510,4.468619247,1.918103448,3.306610773,3.324064171,0.3660464995,48.76021914,264.5288619,5.505859375,1.366666667,3.676858968,3.728546213,0.6255906754,70.51723268,294.1487175,P7,7,pat
1167,120,460.7375,271.5,136508.9809,38667,36859,4.68115942,1.758333333,3.3115294,3.29866668,0.4122391772,49.31258149,264.922352,5.45158002,1.393485915,3.58017311,3.615598402,0.7265780929,71.62619165,286.4138488,P7,7,pat
6328,97,685.0125,433,639559.7847,51958,54801,4.643835616,1.412371134,3.551647798,3.550358772,0.2972190729,39.98686232,284.1318238,5.198242188,1.438308458,3.441533969,3.384877658,0.6150958748,64.93959811,275.3227175,P7,1,pinch
6357,98,794.7875,531.5,1108059.157,50938,63583,4.762917933,2.119700748,3.501461626,3.440972222,0.2556342209,31.97124233,280.1169301,5.058771149,1.530487805,3.299374703,3.314839038,0.5709426669,62.39289209,263.9499763,P7,1,pinch
1327,50,534.0625,385,134419.1733,36223,42725,4.404335533,1.806722689,3.487816665,3.502727273,0.1875336001,38.25694426,279.0253332,5.337306317,1.309768638,3.169472285,3.025314117,0.6707593387,69.17189439,253.5577828,P7,1,pinch
