"maxR","minR","meanR","medianR","varR","totalvarR","aucR","maxTheta","minTheta","meanTheta","medianTheta","varTheta","totalvarTheta","aucTheta","subconditionV","subjectV","filecountV","gestureV"
"6608.25430806049","6375.29371872387","6471.17509206186","6472.95990984813","2662.35734496302","4728.26712464166","517694.007364949","0.803842252204537","0.770376432520732","0.78668212375372","0.786218978899179","3.669020744393e-05","0.492019454791566","62.9345699002976","flat","P1","7","constant"
"6542.59764925217","6364.35385565573","6464.3873316428","6459.26638492789","1556.55847704488","3307.14909748623","517150.986531424","0.804148691324014","0.771661254144828","0.785567702354785","0.785781910318267","4.96897090378372e-05","0.591327520369575","62.8454161883828","flat","P1","7","constant"
"6629.15778964417","6349.17167825851","6466.891939975","6464.86182036927","2641.21436592127","5035.14132071947","517351.355198","0.802917176846931","0.771560101568556","0.786574005851285","0.786757653056765","4.92909983813395e-05","0.738121776432259","62.9259204681028","flat","P1","7","constant"
"6589.17066101645","-1","6399.94229327569","6483.5688914138","526865.309104927","10084.0004616516","511995.383462055","0.80341227708163","-1","0.761793398930672","0.783109083447364","0.0398444409639196","2.4387111975151","60.9434719144538","flat","P1","8","constant"
"6567.72715633041","6390.33246396461","6477.35498794503","6477.2139367531","1491.79508212023","3286.71887961723","518188.399035603","0.800545241185572","0.767257839519887","0.783693386502581","0.783103156164705","4.14440214644658e-05","0.595200449885237","62.6954709202065","flat","P1","8","constant"
"6595.89266134615","6369.7888505036","6482.30369061374","6488.81964396596","2269.05079029643","4265.90729022255","518584.2952491","0.798771292401343","0.764152874232619","0.784185240717796","0.784527915417974","3.98470628406017e-05","0.586885598298176","62.7348192574237","flat","P1","8","constant"
"6592.38416659709","6369.77864607555","6477.65386902257","6475.44997837284","1943.04115137063","3646.52345200457","518212.309521805","0.79698994513832","0.768602186265527","0.784596753633502","0.783868994791256","4.60320290233679e-05","0.641652963735788","62.7677402906802","flat","P1","8","constant"
"6581.34370778491","-1","6382.54045820979","6454.75925114528","524698.151205215","11053.50191814","510603.236656783","0.796353027515152","-1","0.759196090706874","0.780555020151423","0.0397168858292527","2.37405203829202","60.73568725655","flat","P1","1","freeplay"
"6575.12235627597","6287.61274252796","6463.87589427612","6466.66474812128","2645.1376162608","4364.02627747384","517110.07154209","0.795763313187429","0.766486848800707","0.782018373119902","0.782661142917498","4.39844266492863e-05","0.568700318650443","62.5614698495921","flat","P1","1","freeplay"
"6617.91062194104","6316.63335963075","6466.26712386588","6472.86119115778","2742.62816327822","4151.0752897832","517301.369909271","0.80154691225456","0.769857673888063","0.784352204148849","0.784038871391406","4.76614087543602e-05","0.529356399154769","62.7481763319079","flat","P1","1","freeplay"
"6607.91321068914","6335.89283368966","6476.92782228149","6473.50603125845","2674.28856296445","4544.38540023856","518154.225782519","0.799134761167546","0.764143420351041","0.781538519239985","0.781066006139531","6.98079380954865e-05","0.637934131957082","62.5230815391988","flat","P1","1","freeplay"
"6567.8276469469","-1","6407.42578008302","6490.2171339128","528329.504027847","10653.7615194155","512594.062406642","0.797435321937774","-1","0.761422931025601","0.782742425026079","0.0398144982829274","2.45577781027582","60.9138344820481","flat","P1","2","freeplay"
"6614.2865072508","6395.89907675223","6504.30704340771","6500.11456093729","1793.07349561183","3412.78441916337","520344.563472616","0.801211403245889","0.7685581106591","0.783896426172425","0.784420960852591","4.8176267844376e-05","0.649361105593702","62.711714093794","flat","P1","2","freeplay"
"6612.16643771162","6391.69343757975","6506.83521527867","6504.32851045548","2511.34806009821","4943.8153128805","520546.817222294","0.800039666583337","0.765398644267196","0.784185530037434","0.784370204993206","4.35824200422622e-05","0.596845450592333","62.7348424029947","flat","P1","2","freeplay"
"6574.64440103037","6395.36285131657","6476.6871477156","6477.51595109878","1906.1170790623","3515.09369356694","518134.971817248","0.818588242568562","0.753927280350799","0.782848874676242","0.780439490135719","0.000152628686978067","0.608208021000343","62.6279099740993","flat","P1","2","freeplay"
"6586.04737304554","-1","6410.16598911716","6492.02472224985","528694.067813284","10416.1022539717","512813.279129373","0.800705290310097","-1","0.763845506856126","0.78713333156098","0.0399179504045949","2.3656034706766","61.1076405484901","flat","P1","3","freeplay"
"6598.73563646855","6345.63314413936","6489.30152636918","6493.14580317787","2944.34163306444","3739.53921288062","519144.122109534","0.801322497365865","0.768281115889368","0.785576691144099","0.786370485080772","4.88112712659398e-05","0.58240062355533","62.8461352915279","flat","P1","3","freeplay"
"6557.72353793601","6403.83447631183","6487.6065300471","6489.54615707519","1361.63168624446","3530.9339381476","519008.522403768","0.79917380626089","0.772685602583236","0.785994399827739","0.786051576181726","3.52292911815101e-05","0.547711765260673","62.8795519862191","flat","P1","3","freeplay"
"6604.41609833905","6399.23940792966","6491.02411313087","6481.52007342785","1789.67114293416","3742.92767086795","519281.929050469","0.799794355280448","0.768610538390543","0.786147394240578","0.786593561359742","4.51217570943515e-05","0.653633835931083","62.8917915392462","flat","P1","3","freeplay"
"6683.60262134128","-1","6408.58329175727","6479.73775775125","531109.562136275","11524.1783775548","512686.663340581","0.801077639687024","-1","0.763592205766114","0.786320475828794","0.0399258975593888","2.30732858620693","61.0873764612891","flat","P1","4","freeplay"
"6584.72429187434","6368.66155483238","6487.32517677903","6491.99064122398","2607.25390276288","3925.89289685181","518986.014142322","0.805923139931705","0.763929069893336","0.789032101800264","0.789276825409157","8.05050974462744e-05","0.64976209761643","63.1225681440211","flat","P1","4","freeplay"
"6629.12912832447","6329.38583118457","6488.36675397313","6485.8114616651","2728.00347974045","4462.01933186357","519069.34031785","0.802722353538107","0.766519982373779","0.784422049251428","0.784907236505942","5.39136185190126e-05","0.562414696558852","62.7537639401142","flat","P1","4","freeplay"
"6583.22489362167","6347.254288273","6480.59794092474","6480.33458858912","2007.56008301815","3622.66435349697","518447.835273979","0.804578097673173","0.770274371387183","0.786264396659962","0.786986769030822","5.7243601564468e-05","0.654297989212926","62.901151732797","flat","P1","4","freeplay"
"6612.8650371832","-1","6404.56985049071","6483.16223391767","527818.245757366","10496.0741274338","512365.588039257","0.803387717458393","-1","0.764211245499294","0.785941542156909","0.0399444484415362","2.33581593520166","61.1368996399435","flat","P1","5","freeplay"
"6610.74980618689","6334.70599159898","6486.04772028603","6485.28522191694","2513.70397200652","3831.38811125607","518883.817622883","0.804502751598302","0.77249635301646","0.785380796126284","0.785673557581539","4.82664441517527e-05","0.634903652049122","62.8304636901027","flat","P1","5","freeplay"
"6610.05597555724","6372.56934054075","6501.63798047464","6502.92698497836","2581.57807556277","4272.50414668066","520131.038437971","0.803083980972757","0.772955124005901","0.787077373657012","0.786590274187171","4.49001156181751e-05","0.559437747258652","62.966189892561","flat","P1","5","freeplay"
"6601.5785990928","6363.40985635846","6489.03649176677","6489.3242898052","2022.54027262749","4268.74391569899","519122.919341342","0.805351655219906","0.771333156872109","0.785624840991847","0.785017213067817","5.7113962272335e-05","0.628334961700201","62.8499872793478","flat","P1","5","freeplay"
"6577.56809162779","-1","6400.33240576974","6482.14648048375","527341.071548062","10549.1568261896","512026.592461579","0.80108530214598","-1","0.763429755389954","0.786479992563475","0.0399121066419421","2.44091341450187","61.0743804311963","flat","P1","6","freeplay"
"6587.40677353388","6389.44418552976","6484.91862283352","6481.58151996585","1900.4863057892","3461.09573763534","518793.489826682","0.800207832094406","0.769186944427891","0.786770299012537","0.786104821014245","5.00630868225714e-05","0.650773083730009","62.941623921003","flat","P1","6","freeplay"
"6586.73158706198","6374.57426029378","6490.21594818247","6494.8113905758","2030.62881818556","4094.47352342687","519217.275854597","0.803732716426413","0.766895950010519","0.787687868131064","0.788020640333411","5.01300730238103e-05","0.630662163983304","63.0150294504851","flat","P1","6","freeplay"
"6606.07144981039","6346.9944068039","6487.87030028781","6484.95821061678","2141.47255017368","4183.64794640962","519029.624023025","0.799182159557891","0.769199930521136","0.785742498273056","0.785996384596498","4.88146432596452e-05","0.608643681568841","62.8593998618445","flat","P1","6","freeplay"
"6622.82870078941","-1","6404.97921666927","6478.56655238584","527877.262313644","10176.1978331375","512398.337333541","0.797788833598468","-1","0.763648092182281","0.786988951257125","0.0399153724554097","2.34812973457419","61.0918473745825","flat","P1","7","freeplay"
"6572.55848205248","6400.37600457973","6484.30605517205","6484.91888920031","1597.98264204933","3418.35117149307","518744.484413764","0.806226212270398","0.765046410358264","0.787988633648316","0.787838923296603","5.80882981841924e-05","0.71737739022124","63.0390906918653","flat","P1","7","freeplay"
"6618.72631251663","6411.33722401185","6502.85953737754","6504.90268701098","1707.96165873117","3582.25579072111","520228.762990203","0.800289985608496","0.76604715932313","0.781281715229275","0.780035648900636","5.04658819332845e-05","0.567220923226457","62.502537218342","flat","P1","7","freeplay"
"6605.56772730399","6368.20759711867","6485.62748848807","6483.16298321224","2092.73981567833","3823.71511407448","518850.199079045","0.801618841889959","0.767925493974512","0.786031768011896","0.785617108913977","5.20007045823038e-05","0.648600846558323","62.8825414409517","flat","P1","7","freeplay"
"6576.18065445286","-1","6395.41123702287","6477.10556569286","526171.300619312","9771.55141271221","511632.89896183","0.797464106785761","-1","0.762570322950167","0.785289347705836","0.039857082294457","2.2737324140063","61.0056258360133","flat","P1","8","freeplay"
"6600.37711043846","6345.59201335856","6487.83648032132","6489.01274972332","2049.10593611848","4115.50845291019","519026.918425705","0.801499302261889","0.766019056600649","0.784626123903094","0.784141215996192","4.87846718070313e-05","0.569387842911011","62.7700899122475","flat","P1","8","freeplay"
"6581.05135977528","6388.15309772707","6478.04846877365","6474.81207814361","2178.61895633166","3776.41674584042","518243.877501892","0.805025109053005","0.772666870286167","0.786166540144797","0.786168652274674","3.68080206260064e-05","0.45653269147788","62.8933232115838","flat","P1","8","freeplay"
"6641.16194652713","6337.12190193624","6485.48255858825","6488.71885715808","2762.2478457315","4505.08697772377","518838.60468706","0.802799060809714","0.765237407590416","0.783624605482922","0.785018635249417","4.54125526592184e-05","0.575309268306387","62.6899684386337","flat","P1","8","freeplay"
"6583.97357224344","-1","6412.93809672938","6492.07924977941","528896.422801981","10108.0730261709","513035.04773835","0.806369525872855","-1","0.763512535427686","0.785397611693983","0.0399187126790779","2.38315011637378","61.0810028342149","flat","P1","1","no"
"6601.39629169466","6402.98781819863","6506.80538327277","6508.22410767341","2058.37135438442","3973.94174486618","520544.430661822","0.801943572685284","0.768849151673","0.785976376414696","0.785560976807519","4.36199172786794e-05","0.55237291397264","62.8781101131757","flat","P1","1","no"
"6615.1245642089","6392.96652580005","6500.49696886539","6497.98948671933","1886.00787025013","3406.45476954396","520039.757509231","0.800956517311995","0.771634558027933","0.785673548335911","0.785016096966776","4.7374406343219e-05","0.571410567944711","62.8538838668728","flat","P1","1","no"
"6622.80574983141","6400.04789044582","6500.88745422161","6497.31693896532","2185.00763950541","4888.76831267955","520070.996337729","0.800858603941787","0.770698144255056","0.786830623357208","0.787446782201169","4.32052713829848e-05","0.57930114526237","62.9464498685766","flat","P1","1","no"
"6600.214844988","-1","6408.39283759989","6490.00580018891","528583.748352886","10409.4527200617","512671.427007991","0.800644204842542","-1","0.763683573542049","0.786758733747264","0.039911984396576","2.39553749231246","61.0946858833639","flat","P1","2","no"
"6598.01432250643","6355.55190365085","6492.66715750819","6496.54426388517","2707.66512861442","5051.97279239232","519413.372600655","0.799353764962115","0.767265158046815","0.786192435204146","0.786597157597026","3.35886705861068e-05","0.449956008647168","62.8953948163317","flat","P1","2","no"
"6592.47123619057","6369.28010060792","6497.42285439981","6496.95328595359","2383.11506135136","4339.04290993689","519793.828351984","0.800637567054363","0.772709889253982","0.788093064690754","0.788499348748961","3.53056295455331e-05","0.525089751942347","63.0474451752603","flat","P1","2","no"
"6584.61722501772","6357.10531610103","6483.58035301368","6485.30704152538","2472.33520502938","4327.06132551624","518686.428241095","0.798185749205602","0.776438023184307","0.786737018083564","0.786935840671939","3.51326241979283e-05","0.524862023402456","62.9389614466851","flat","P1","2","no"
"6603.23027010266","-1","6409.85452381961","6488.09235352377","529662.552880269","11481.3365857262","512788.361905569","0.81413457756169","-1","0.7636499215356","0.785885665281959","0.0399196132887851","2.4559178545576","61.091993722848","flat","P1","3","no"
"6618.52324918482","6351.22232330124","6476.65556277244","6477.89451642983","1709.51514816633","3433.47713160447","518132.445021795","0.800206122270356","0.763622028589989","0.784617968528994","0.784905807005609","4.90417921001177e-05","0.641755093679175","62.7694374823195","flat","P1","3","no"
"6591.09285323762","6410.00912635856","6486.50388865776","6487.744789215","1609.16701541163","4002.24133619933","518920.311092621","0.803566113071512","0.767039570451924","0.784226615600728","0.7845805691514","4.86755748383849e-05","0.623242355810298","62.7381292480582","flat","P1","3","no"
"6655.50599128271","6388.06527831393","6486.33293180811","6485.8918427759","2361.5167003138","4677.45425439499","518906.634544649","0.80096110913446","0.768751289457208","0.785717063481273","0.786755439780281","4.62833956465934e-05","0.635236744310825","62.8573650785018","flat","P1","3","no"
"6622.07497692377","-1","6412.67622748545","6493.43626509152","529287.596397952","10256.2795265567","513014.098198836","0.800794908029277","-1","0.764685517701615","0.787733148931065","0.0399538275366571","2.29147781077071","61.1748414161292","flat","P1","4","no"
"6597.32809552473","6421.88453648927","6502.62103353681","6500.46590635043","1380.05742250137","3747.31307313582","520209.682682944","0.801722355365354","0.770747997950845","0.785166973474839","0.785452517131336","4.57062840186904e-05","0.594577026399989","62.8133578779872","flat","P1","4","no"
"6629.97812967735","6398.61242770649","6498.1650763871","6498.84652957972","2201.9266056175","4203.3291156614","519853.206110968","0.801360070283057","0.771074375453423","0.788537347182722","0.78811888402875","3.5431531029426e-05","0.459951061630554","63.0829877746177","flat","P1","4","no"
"6624.24939144051","6394.37541906948","6498.02841629964","6504.13360674829","1676.17818979329","3474.48703265618","519842.273303971","0.79780771576565","0.772018834562408","0.785747837491501","0.78664565214956","3.29358796438508e-05","0.488273839196827","62.8598269993201","flat","P1","4","no"
"6593.90271387135","-1","6411.63928933464","6497.37034174927","529093.846542164","10998.8402012483","512931.143146771","0.80474778120437","-1","0.764358640085933","0.787305152851775","0.0399639406380434","2.43469472084281","61.1486912068747","flat","P1","5","no"
"6590.34581793702","6368.93939365103","6493.25977505571","6491.00388221754","1922.56318322881","4004.44274779529","519460.782004457","0.803526365157414","0.770950499524198","0.784521823623813","0.783929143396389","3.64232088923207e-05","0.507479188787973","62.761745889905","flat","P1","5","no"
"6625.79715958767","6383.55300753428","6494.48578094144","6492.70375101509","2589.71255635189","4335.62064699872","519558.862475316","0.800915094799127","0.770473898407363","0.786385437858116","0.787575569054744","5.18887955110261e-05","0.619929902196682","62.9108350286493","flat","P1","5","no"
"6603.62279358838","6357.65687970026","6501.90354092684","6506.87547890979","2129.18428655074","4020.31063820523","520152.283274148","0.801373328564064","0.768280655431179","0.783989113066348","0.783664474580882","4.31715114382188e-05","0.61853010122712","62.7191290453078","flat","P1","5","no"
"6591.79520312942","-1","6408.3627334157","6492.6610107104","528457.24250012","10267.2120683148","512669.018673256","0.798470032224266","-1","0.764511418409123","0.787423109256275","0.0399465007808752","2.31002356661927","61.1609134727298","flat","P1","6","no"
"6587.16729710124","6409.21726890265","6495.31032282183","6498.66712290969","1801.17493087668","4185.8735995783","519624.825825746","0.805304644129119","0.772844710314383","0.787055881471235","0.786113209691355","4.80654749616488e-05","0.64885772073766","62.9644705176988","flat","P1","6","no"
"6672.97512358618","6379.52129865557","6490.09919787402","6487.72880134738","2348.14101770753","4172.67090558038","519207.935829922","0.800203090487673","0.773442211371239","0.785771257591546","0.784962120608868","4.37191157205831e-05","0.658396325856397","62.8617006073237","flat","P1","6","no"
"6620.25331841615","6381.65002174203","6493.91716840786","6490.90774316248","2146.57960267477","3665.34065167757","519513.373472629","0.804047053018882","0.770467392882547","0.785980230565768","0.786106659422136","4.33100549559403e-05","0.658999773144858","62.8784184452615","flat","P1","6","no"
"6621.34850313741","-1","6404.74583319155","6483.12327352993","527953.404775186","10540.2510417403","512379.666655324","0.800283795228712","-1","0.762245102995832","0.784964531920524","0.0398531095967323","2.41650665934296","60.9796082396665","flat","P1","7","no"
"6591.72966678701","6380.96685463888","6484.45857017456","6476.4774696447","1952.58398956065","4285.31659157304","518756.685613965","0.803920581769642","0.773526376102372","0.785052907533287","0.784629016707149","4.05500501316817e-05","0.589846596043374","62.8042326026629","flat","P1","7","no"
"6579.63714805003","6383.28512601466","6489.59361984924","6492.05374278521","1654.26502485589","3440.29092892003","519167.489587939","0.800582779759585","0.772635684115589","0.784756759273153","0.784587497359383","4.01545680169998e-05","0.559997659551768","62.7805407418523","flat","P1","7","no"
"6595.20863961103","6383.10089219965","6485.94359529814","6482.56048527557","2049.6239099413","4061.13577892746","518875.487623851","0.802586878793347","0.769495364700189","0.78385495767976","0.783593437464602","4.3850096120105e-05","0.625940854638461","62.7083966143808","flat","P1","7","no"
"6593.96185915569","-1","6419.87193045327","6501.24531175678","530425.71805389","10787.645002924","513589.754436262","0.804174286000316","-1","0.761320398726207","0.783763227608096","0.0398234007676968","2.43007899025735","60.9056318980966","flat","P1","8","no"
"6654.06958184238","6366.2586343943","6493.72994460278","6489.59593225953","2455.23450046808","4456.41783664569","519498.395568222","0.803788907790056","0.765702240326245","0.783475168459659","0.783166585780644","5.33563371385725e-05","0.673291200655642","62.6780134767727","flat","P1","8","no"
"6612.90132997612","6383.10089219965","6506.6737942364","6506.58876327238","2538.55483274735","4516.5880129312","520533.903538912","0.801661329362248","0.764417635802824","0.785893720763511","0.785720744505528","4.67946491941198e-05","0.622959114921068","62.8714976610809","flat","P1","8","no"
"6602.96690889785","6381.67634716772","6507.39641204421","6508.73562726472","2051.42938140792","4007.55092598392","520591.712963537","0.800033412003753","0.770088773391319","0.784227456496569","0.783823439977587","3.67889696581408e-05","0.517983156039124","62.7381965197255","flat","P1","8","no"
"6586.94868660748","-1","6399.13194023969","6480.71079503752","526651.733067606","9857.80482368265","511930.555219175","0.806533227270099","-1","0.763806462897743","0.785721828924027","0.0399207660787283","2.30909143895164","61.1045170318194","flat","P1","1","pat"
"6557.35991081777","6387.01182087524","6481.55670993635","6483.51135570471","1508.09202938651","3459.61088095777","518524.536794908","0.800885581202847","0.767542918257896","0.784352096190829","0.78474626682442","4.98653807874949e-05","0.635115797945179","62.7481676952663","flat","P1","1","pat"
"6630.74121045302","6390.89367772614","6490.56263609193","6488.44711775587","2177.1184479182","4646.47508684227","519245.010887355","0.798002998371032","0.774113920156113","0.787162140158043","0.788282126537121","4.19048532734693e-05","0.603406877019878","62.9729712126434","flat","P1","1","pat"
"6580.3431521464","6378.17230874174","6482.95515343876","6485.72565350806","1816.19341958582","3723.39636289658","518636.412275101","0.800043964350591","0.770205062924964","0.785231631311578","0.784525511597204","4.3110228813785e-05","0.562504678635982","62.8185305049262","flat","P1","1","pat"
"6602.4690078788","-1","6405.81461537811","6485.67051246607","528599.431299467","10756.0446880647","512465.169230249","0.805625038175644","-1","0.762900764691792","0.784965388330287","0.039891577790609","2.37954785463531","61.0320611753433","flat","P1","2","pat"
"6561.95230095434","6398.61023973175","6478.7090064224","6480.68783725239","1602.49124175091","3471.38585709606","518296.720513792","0.80341227708163","0.769302098753487","0.786751534135937","0.78632677603663","4.29878114382513e-05","0.603839322971868","62.9401227308749","flat","P1","2","pat"
"6598.72063357739","6345.09077949244","6473.58910443625","6478.04561356495","2166.58929041598","4442.96858652281","517887.1283549","0.800938701156209","0.767182443543963","0.785417310295106","0.785996811681081","4.15385623458892e-05","0.556756667537273","62.8333848236085","flat","P1","2","pat"
"6617.10661845493","6382.64913652631","6484.15303351645","6487.05222524036","1945.7472804751","3962.83369514083","518732.242681316","0.796501560769625","0.769454184280857","0.783851851920609","0.784641852383392","4.50534643877745e-05","0.599923667241595","62.7081481536487","flat","P1","2","pat"
"6574.81573886295","-1","6406.56251165561","6494.1676137341","528540.946074904","10649.6758999364","512525.000932449","0.806111644204976","-1","0.76279099960594","0.784638530753857","0.039877120954811","2.39879610638854","61.0232799684752","flat","P1","3","pat"
"6617.20741703024","6378.13844315095","6489.63241787202","6487.75330897147","2015.01863758977","3471.49507653385","519170.593429761","0.804186003537733","0.763681719738894","0.785162068632379","0.785507477484216","6.09628580603189e-05","0.68070863676303","62.8129654905903","flat","P1","3","pat"
"6593.84083823685","6419.12797816027","6499.15564384554","6492.71411401015","1828.67551456747","3887.42086197715","519932.451507643","0.802624761256168","0.770728753722441","0.786462773306606","0.785888057392705","4.15967618704548e-05","0.578266990373484","62.9170218645285","flat","P1","3","pat"
"6594.55805949117","6369.93579245505","6481.04447749041","6480.02338226332","2260.84130738274","4534.08822454263","518483.558199233","0.800884848934806","0.769971003538467","0.785514499420229","0.785071918199544","3.44340621836405e-05","0.543896318948247","62.8411599536183","flat","P1","3","pat"
"6617.21542644638","-1","6415.58315496613","6493.72538328066","530428.956166884","10867.0200086587","513246.652397291","0.805924427149184","-1","0.763339190363064","0.785561485014963","0.0399063182746698","2.47342363530927","61.0671352290451","flat","P1","4","pat"
"6633.58070728019","6395.07435453256","6489.96060495195","6486.66072530682","2282.6416929259","4710.06651648741","519196.848396156","0.810649219600003","0.767416450502984","0.78563839565812","0.784911732910055","5.02250838730938e-05","0.56472229027202","62.8510716526496","flat","P1","4","pat"
