max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,maxY,minY,meanY,medianY,varY,totalvarY,aucY,XmaxY,XminY,XmeanY,XmedianY,XvarY,XtotalvarY,XaucY,YmaxY,YminY,YmeanY,YmedianY,YvarY,YtotalvarY,YaucY,filecount,gesture
34,0,11.5875,9,101.7897152,168,927,5,0,2.58244182,2.700320513,1.398057095,21.34040531,206.5953456,4.4,0,2.902479016,3.169285714,1.462091506,24.50388054,232.1983213,4609,4597,4602.125,4602,11.85759494,79,368170,3.50326087,3.499023226,3.501258238,3.501303215,1.24E-06,0.03770255212,280.100659,3.502066565,3.498478922,3.500853005,3.500977623,6.18E-07,0.03205354336,280.0682404,7,scratch
222,55,156.9875,175.5,3003.860601,486,12559,4.418181818,3.048780488,3.876316368,3.966980397,0.1028640368,3.4277005,310.1053095,4.438356164,2.611764706,3.541004362,3.487452609,0.3475194232,7.269627314,283.280349,4599,4580,4591.1,4592,18.06582278,127,367288,3.501959077,3.495318964,3.497873745,3.49760453,2.86E-06,0.05022985516,279.8298996,3.506544503,3.498911624,3.502075682,3.501523727,3.98E-06,0.05591046525,280.1660546,1,stroke
272,109,178.15,171,2439.850633,534,14252,4.278481013,3.068965517,3.879337785,4.045261142,0.1308628674,2.457071544,310.3470228,4.526785714,1.696202532,2.899043306,2.524911286,0.8341636948,6.005244271,231.9234645,4602,4570,4588.2875,4589.5,72.48591772,141,367063,3.498912097,3.492896175,3.496275477,3.496782677,2.90E-06,0.04325475779,279.7020381,3.512355128,3.500217297,3.504940638,3.504305171,1.02E-05,0.05361877413,280.395251,1,stroke
236,43,115.325,113.5,2027.361392,557,9226,4.588709677,3.639455782,4.189856404,4.146941224,0.04895622067,2.743115078,335.1885123,3.74829932,1.56,2.706714637,2.579510436,0.3494672682,8.337484832,216.5371709,4595,4575,4587.5875,4588,15.94161392,107,367007,3.499673274,3.494876826,3.497162088,3.497219568,1.14E-06,0.03913431645,279.772967,3.50863388,3.500217865,3.504426923,3.504357298,2.02E-06,0.04808221454,280.3541538,1,stroke
214,26,145.3625,157.5,2634.816297,551,11629,4.011428571,3.361445783,3.705900559,3.68966195,0.03210824976,3.4424234,296.4720447,4.253012048,1.45,3.113090727,3.299715909,0.6159443141,8.641664232,249.0472582,4591,4581,4586.0625,4586,5.375791139,99,366885,3.502508179,3.495534742,3.49869328,3.49869167,2.96E-06,0.04480748893,279.8954624,3.504471101,3.495853339,3.501263525,3.501144159,3.56E-06,0.04524933978,280.101082,1,stroke
125,22,71.225,68,702.3031646,383,5698,4.848484848,2.252631579,3.899353194,4.075049282,0.5486590988,6.478324833,311.9482555,5.152173913,2.535714286,3.848916962,4.116948601,0.4744090583,8.993657666,307.913357,4603,4589,4597.1625,4597,10.39098101,125,367773,3.506315331,3.500326158,3.502702035,3.502717982,1.85E-06,0.03558948109,280.2161628,3.500108861,3.496188194,3.49824189,3.498369565,1.25E-06,0.03535105514,279.8593512,2,stroke
130,0,34.55,28.5,871.7443038,321,2764,3.177083333,0,1.924291708,2,0.4176341598,10.3206376,153.9433366,4.25,0,3.092545592,3.305172414,0.5975041149,17.70099967,247.4036474,4604,4590,4596.5875,4596,8.979588608,101,367727,3.50664054,3.501196432,3.503167096,3.503042817,1.35E-06,0.04037902686,280.2533676,3.501958225,3.497060745,3.499965955,3.50010879,1.11E-06,0.03731219612,279.9972764,2,stroke
148,12,85.125,87.5,1259.148734,461,6810,5.926470588,2.826446281,4.088482373,4.372685185,0.8107777863,6.917404145,327.0785899,4.553191489,1.597014925,3.11198403,3.031178161,0.7155498867,9.197351906,248.9587224,4606,4586,4597.4875,4598,25.39224684,103,367799,3.506202394,3.497167756,3.502055805,3.502172497,4.09E-06,0.04472164512,280.1644644,3.504141238,3.495973885,3.499828627,3.499728273,4.14E-06,0.04362658571,279.9862902,2,stroke
222,41,103.0625,82.5,2985.932753,500,8245,6,3.931623932,4.558511152,4.305504922,0.4018008806,5.33160291,364.6808921,4.466019417,1.877192982,3.247434277,3.227021277,0.601733233,7.703781292,259.7947421,4599,4586,4592.075,4591,9.437341772,97,367366,3.503487358,3.495321001,3.49989705,3.500326797,4.92E-06,0.04322446602,279.991764,3.504139434,3.496629702,3.500286568,3.500054431,3.07E-06,0.04322242074,280.0229255,2,stroke
98,2,42.1375,39.5,542.677057,305,3371,5.5,2.727272727,3.573618249,3.551372273,0.3466189019,11.67752078,285.8894599,5.166666667,1,3.530824517,4.119298246,1.925419932,12.69493629,282.4659613,4603,4588,4594.8375,4595,8.239082278,122,367587,3.504896627,3.499673558,3.50223753,3.502283081,2.14E-06,0.03701188112,280.1790024,3.502937976,3.497606614,3.500534722,3.500653595,1.59E-06,0.04136407652,280.0427777,3,stroke
122,15,62.025,59,751.1639241,307,4962,4.024390244,2.088607595,3.114458083,3.059906487,0.2569175632,6.608092825,249.1566467,4,1.440677966,3.064238647,3.407093534,0.6302096461,10.11396791,245.1390917,4601,4581,4592.0625,4593,20.0846519,115,367365,3.50500653,3.500978899,3.502846349,3.502666225,1.01E-06,0.03648161127,280.2277079,3.503272251,3.498041775,3.500366837,3.500163197,1.27E-06,0.03582417401,280.0293469,3,stroke
38,0,13.6,9,136.6227848,116,1088,3,0,2.02535772,2.152777778,0.7226050862,16.6303687,162.0286176,6,0,2.676762656,2,3.030998072,18.68830805,214.1410125,4603,4584,4592.975,4593,20.25253165,114,367438,3.505114255,3.499673558,3.502270076,3.502231871,1.35E-06,0.04115883905,280.1816061,3.503706934,3.497500543,3.501258373,3.501633631,2.25E-06,0.0361514622,280.1006698,3,stroke
54,6,24.9125,24.5,116.3846519,179,1993,3.5625,1.666666667,2.453957405,2.389277389,0.1708545923,8.602156068,196.3165924,4.6,1,2.884639734,2.889452333,0.7398691119,14.29864762,230.7711787,4600,4584,4590.3875,4590,17.22768987,119,367231,3.506870229,3.500108814,3.503665096,3.503484321,2.97E-06,0.04872182999,280.2932077,3.505446623,3.5,3.502833629,3.502829779,1.43E-06,0.05133546308,280.2266903,3,stroke
286,96,189.8625,185,3256.271994,614,15189,3.753623188,3.246268657,3.497576077,3.494598765,0.02422612917,2.22937108,279.8060862,4.409836066,1.640569395,3.364053619,3.730994152,0.9842005762,7.623968382,269.1242895,4604,4583,4594.75,4594,29.12658228,120,367580,3.502176752,3.497170222,3.499735902,3.499673984,1.13E-06,0.03916569489,279.9788722,3.504359198,3.495327103,3.499508919,3.499346405,5.86E-06,0.0478769321,279.9607135,4,stroke
298,148,211.8125,214,1347.394778,511,16945,3.703862661,3.203488372,3.44106586,3.442276423,0.02400899603,2.221426813,275.2852688,4.373390558,2.181818182,3.468467785,3.590821588,0.3969244358,7.369467817,277.4774228,4607,4584,4595.2875,4595,19.49857595,139,367623,3.505451374,3.497498369,3.500788392,3.500761366,3.10E-06,0.04472230237,280.0630714,3.501413966,3.494330571,3.497816715,3.497824265,3.11E-06,0.04951056379,279.8253372,4,stroke
237,111,174.9625,175,1739.631487,486,13997,4.388646288,3.328125,3.872650293,3.824532516,0.0865823826,3.065433005,309.8120234,4.077922078,1.904977376,3.204178513,3.529088559,0.5747972577,8.068573031,256.3342811,4604,4581,4595,4596,24.20253165,118,367600,3.501199041,3.495867769,3.498876886,3.499238302,1.84E-06,0.03678288265,279.9101509,3.507303248,3.496622358,3.50083957,3.499945664,7.71E-06,0.04137795982,280.0671656,4,stroke
266,89,176.7375,172,2065.284652,594,14139,4.550218341,3.31,3.925884786,3.964925612,0.1263727005,4.806894103,314.0707828,4.571428571,1.871794872,3.277661466,3.0635181,0.6827797029,8.894667306,262.2129173,4597,4580,4589.075,4589,13.66518987,104,367126,3.502727471,3.495855148,3.499161451,3.49912873,3.12E-06,0.040980272,279.9329161,3.505120941,3.497930734,3.501615608,3.50174444,4.24E-06,0.04904893524,280.1292487,4,stroke
338,128,219.1625,214.5,2862.669462,650,17533,4.112068966,3.390909091,3.745911883,3.689428944,0.0405829961,2.197862906,299.6729506,3.731788079,1.872037915,2.897295376,2.871189798,0.2912558171,6.057780139,231.78363,4599,4578,4588.5625,4589,31.71756329,114,367085,3.501850642,3.498035792,3.499578827,3.499618628,7.69E-07,0.03987511512,279.9663062,3.50698385,3.49739017,3.50191856,3.502396514,6.89E-06,0.04425867129,280.1534848,5,stroke
242,54,124.05,114.5,2226.377215,577,9924,4.058441558,2.657534247,3.600819492,3.694144518,0.1287493585,4.403964167,288.0655593,3.962025316,1.655172414,2.84649053,2.83936007,0.4670784263,6.594752975,227.7192424,4598,4579,4590.6375,4593,32.41123418,110,367251,3.501196953,3.496406012,3.498633829,3.498639115,1.21E-06,0.03746901816,279.8907063,3.506879231,3.497063302,3.500513194,3.499673487,7.06E-06,0.05077678956,280.0410555,5,stroke
129,23,78.8375,74,887.3783228,388,6307,4.534246575,3.248,3.90950663,3.918666667,0.1507779868,3.412110896,312.7605304,3.65625,1.561403509,2.770795727,2.818918919,0.3342262611,6.16083336,221.6636582,4600,4574,4587.4375,4588,30.22389241,135,366995,3.503266551,3.498040923,3.500772465,3.500762029,7.21E-07,0.041309422,280.0617972,3.507752784,3.498802004,3.502128204,3.501908516,4.12E-06,0.04308421022,280.1702563,5,stroke
214,16,120.275,130.5,2486.455063,523,9622,4.473684211,3.048192771,3.524988175,3.417957722,0.1200615971,3.585448948,281.999054,3.968085106,1.237113402,2.776733474,2.780608634,0.6683362926,7.739699163,222.1386779,4597,4577,4589.3875,4590,19.43022152,121,367151,3.501091703,3.49825784,3.499522207,3.49945593,4.04E-07,0.03846617086,279.9617766,3.50108885,3.495968621,3.498931035,3.499019608,1.02E-06,0.04673827757,279.9144828,5,stroke
253,89,189.8,189.5,1482.896203,542,15184,3.725490196,3.25,3.466028369,3.458725288,0.00892373759,2.5069612,277.2822695,4.448717949,3.217877095,3.6760272,3.597380548,0.1415878705,4.095637244,294.082176,4603,4594,4598.3125,4598,4.825158228,86,367865,3.50435161,3.499130435,3.501705803,3.501847874,1.78E-06,0.03741301992,280.1364642,3.501959077,3.497933435,3.499642632,3.499673842,7.10E-07,0.04219193425,279.9714106,6,stroke
372,69,200.7625,200,6813.449209,915,16061,3.545774648,2.807692308,3.23749408,3.244959106,0.03577693719,2.877935025,258.9995264,3.733624454,2.382022472,3.273981011,3.297831384,0.09122858181,4.386204159,261.9184809,4600,4588,4593.5125,4594,4.83528481,104,367481,3.50239547,3.497605572,3.499925349,3.49989121,1.25E-06,0.04354566674,279.9940279,3.50250272,3.495646495,3.499367065,3.49891115,2.47E-06,0.04093218615,279.9493652,6,stroke
308,66,200.95,204,2546.149367,677,16076,3.410714286,3,3.241650402,3.273306312,0.01129791815,2.066886436,259.3320322,4.180555556,2.771428571,3.497315878,3.576190476,0.08252785704,4.832665977,279.7852702,4601,4586,4594.05,4594.5,12.93417722,106,367524,3.503377642,3.499238965,3.501573171,3.501634343,1.05E-06,0.0330971437,280.1258537,3.502398604,3.497062024,3.500272832,3.500054336,1.88E-06,0.03592554359,280.0218265,6,stroke
198,67,143.6875,146,1935.078323,533,11495,3.358208955,2.694444444,3.116432801,3.147470547,0.01750549907,3.609237023,249.3146241,3.755555556,2.580246914,3.158031085,3.288571429,0.1335390167,3.651159282,252.6424868,4599,4587,4593.3625,4593,6.664398734,107,367469,3.503921569,3.498912571,3.501457614,3.501522732,8.95E-07,0.0410494562,280.1166091,3.502069266,3.496188194,3.500110293,3.500326371,1.29E-06,0.04016903112,280.0088234,6,stroke
239,22,112.5125,100,4065.923892,746,9001,3.5375,2.958333333,3.267724279,3.323367572,0.0284400141,4.133759888,261.4179423,4.579710145,1.363636364,3.10299704,3.106601732,0.529419237,8.767452626,248.2397632,4597,4585,4591.7625,4593,9.854272152,91,367341,3.503595555,3.495646495,3.499514717,3.499129299,5.17E-06,0.04280205893,279.9611774,3.504355401,3.497495099,3.500703766,3.500489829,1.84E-06,0.04759033607,280.0563012,7,stroke
200,71,138.05,128.5,1419.491139,510,11044,3.621848739,2.671794872,3.09563814,3.078431373,0.06509634289,3.035496604,247.6510512,4.684491979,3.036036036,3.808338124,3.752784504,0.2515415748,5.161805881,304.6670499,4602,4592,4596.1125,4596,5.54414557,99,367689,3.50359086,3.49978223,3.502019231,3.502120689,7.12E-07,0.03471031615,280.1615385,3.502610966,3.497278467,3.49947382,3.499401736,1.07E-06,0.03970814988,279.9579056,7,stroke
152,8,71.85,76,1488.432911,324,5748,5,3.46835443,4.141417674,4.006578947,0.2254045167,7.056953626,331.3134139,3.804347826,1.828125,2.808511474,2.847629521,0.3155847983,9.543538251,224.680918,4604,4589,4594.1,4593.5,10.09113924,113,367528,3.504573171,3.49695122,3.500509255,3.500163197,2.70E-06,0.04301090395,280.0407404,3.502396514,3.49716899,3.500130673,3.500272177,1.47E-06,0.03864261091,280.0104538,7,stroke
150,1,68.6,93,1986.217722,331,5488,3.675213675,1,2.976020155,3.333333333,0.4840895397,11.02443828,238.0816124,5.5,2,3.974294474,4.179408583,0.5968684098,12.25604077,317.9435579,4602,4587,4595.375,4596,16.00949367,124,367630,3.504240052,3.498040923,3.501148205,3.501087666,3.17E-06,0.04832554124,280.0918564,3.500980606,3.49542882,3.498963552,3.499236974,1.53E-06,0.0457127776,279.9170842,7,stroke
90,0,29.7125,14,1006.890981,229,2377,6,0,3.422941643,3.355975485,1.226819192,55.44357163,273.8353315,6,0,3.735379839,3.984126984,1.821719521,67.42273868,298.8303871,4605,4594,4599.6375,4600,6.816297468,92,367971,3.502066565,3.499130813,3.500716161,3.500761532,4.55E-07,0.0356604091,280.0572929,3.502066565,3.497935231,3.499990629,3.500108719,1.08E-06,0.03565837846,279.9992504,1,tap
90,0,57.65,59.5,285.2683544,290,4612,3.62745098,0,3.090214572,3.132350795,0.2368977083,9.105274294,247.2171658,4.633333333,0,3.969476647,4,0.2474685006,10.48939735,317.5581318,4603,4593,4598.35,4598,6.584810127,101,367868,3.503806831,3.500325874,3.502025378,3.501956097,7.19E-07,0.03079475914,280.1620303,3.501849032,3.498586034,3.500361699,3.500326442,6.29E-07,0.03164602286,280.0289359,1,tap
42,0,14.3375,12,87.7960443,192,1147,3.5,0,2.554030027,2.716517857,0.5917054683,18.17391444,204.3224022,5.8,0,3.94866627,4.348484848,2.086619663,23.12576606,315.8933016,4605,4595,4599.7,4599,5.149367089,100,367976,3.50369726,3.499130057,3.500921528,3.500869754,1.12E-06,0.03392477567,280.0737222,3.502501631,3.49826087,3.500796359,3.500923996,9.25E-07,0.0330536035,280.0637087,1,tap
92,0,35.25,19,1296.56962,197,2820,4,0,2.006436543,2.881355932,2.272287168,13.76800631,160.5149234,4.414634146,0,2.335799146,3.126760563,3.05599026,17.82971932,186.8639317,4603,4594,4598.525,4599,4.682911392,81,367882,3.50457118,3.499782609,3.501682997,3.501576926,1.36E-06,0.0344842228,280.1346398,3.502174859,3.4996737,3.500962288,3.500978474,3.55E-07,0.03686894546,280.076983,1,tap
178,10,97.175,93.5,3720.196835,475,7774,3.307692308,2.166666667,2.943594209,3.114325207,0.1163026079,5.702647617,235.4875367,3.509933775,2.176470588,2.964917809,3.067531306,0.1859411725,5.106352644,237.1934247,4601,4592,4596.4875,4596,4.48085443,102,367719,3.502283105,3.497825141,3.500131965,3.500272106,7.04E-07,0.04045918941,280.0105572,3.503374701,3.49978223,3.501687403,3.501576926,6.62E-07,0.03655968119,280.1349923,2,tap
149,8,82.85,97,2478.458228,489,6628,3.4,2.272727273,2.980104358,3.020661157,0.05691460531,7.873522053,238.4083486,3.504672897,1.5,2.883894654,3.189126016,0.2895586265,10.15994641,230.7115723,4609,4589,4597.3625,4597,11.8289557,103,367789,3.502392344,3.498696219,3.500722107,3.500761366,4.83E-07,0.03404627874,280.0577686,3.504678999,3.499023649,3.502533343,3.502612103,1.37E-06,0.03146239333,280.2026675,2,tap
119,28,86.3375,93.5,482.2517405,323,6907,3.341176471,2.641025641,3.049822673,3.014423077,0.02955770637,4.454535761,243.9858138,4.050632911,2.607142857,3.505046972,3.515470494,0.0850489851,5.691488773,280.4037578,4608,4596,4600.8875,4601,6.354272152,97,368071,3.502174859,3.499021952,3.500240401,3.500163008,6.44E-07,0.03184422302,280.0192321,3.503806831,3.497283199,3.500895514,3.501032479,1.66E-06,0.03880466174,280.0716411,2,tap
163,19,81.0125,66,2294.493513,468,6481,3.5,2.391304348,3.049010218,3.13245614,0.05957016431,6.043548054,243.9208175,3.585365854,1.558823529,2.912324328,3.094494048,0.2240059056,9.929817824,232.9859463,4606,4595,4600.9,4601.5,8.116455696,88,368072,3.503481288,3.49836992,3.500149806,3.5,1.38E-06,0.0400006316,280.0119845,3.502719165,3.498588491,3.500924178,3.500977623,8.60E-07,0.03500417968,280.0739342,2,tap
88,14,50.8375,50.5,348.2897152,315,4067,3.441176471,2.523809524,2.999940249,3,0.03332651443,6.273140034,239.9952199,4.259259259,2.142857143,3.309096327,3.416265704,0.2382467173,8.741654428,264.7277061,4607,4595,4599.8625,4600,7.183386076,105,367989,3.501631499,3.49771987,3.499759724,3.499673771,6.79E-07,0.03641336538,279.9807779,3.502284098,3.498804608,3.500251642,3.500217486,6.54E-07,0.03228562538,280.0201314,3,tap
75,0,33.6375,34,318.234019,397,2691,6,0,2.768832664,2.8775,0.4637441842,23.55462364,221.5066131,4.647058824,0,3.347124384,3.455555556,0.5739184623,18.20230013,267.7699508,4608,4594,4600.75,4601,9.379746835,89,368060,3.501849032,3.498152576,3.499519519,3.499239296,8.56E-07,0.03053506405,279.9615616,3.50173913,3.497717887,3.500103579,3.500217344,6.59E-07,0.03206090729,280.0082863,3,tap
88,7,37.05,25,647.7189873,267,2964,3.791666667,2.526315789,3.177556964,3.163170633,0.07864095297,9.780702923,254.2045571,4.47826087,2.173913043,3.715409954,3.75,0.1779786517,12.38617461,297.2327963,4610,4598,4602.6125,4602.5,7.683386076,85,368209,3.500217391,3.497283199,3.498825445,3.498804607,3.53E-07,0.0346588784,279.9060356,3.501957373,3.496851249,3.49946398,3.499565406,1.10E-06,0.04268923792,279.9571184,3,tap
64,0,39.2125,44.5,341.3846519,225,3137,3.511627907,0,2.966880848,3.097037037,0.2954657853,13.06153665,237.3504678,3.611111111,0,2.9272302,3.2,0.4955569807,10.04886859,234.178416,4606,4594,4599.5625,4599.5,5.413765823,84,367965,3.503916449,3.498805127,3.501265454,3.501357929,1.58E-06,0.03892445735,280.1012363,3.503373232,3.498913516,3.501216232,3.50125013,8.17E-07,0.03240913503,280.0972985,3,tap
158,6,76.125,68.5,2099.503165,581,6090,3.967741935,1.842105263,3.386114003,3.474010731,0.1655504062,9.929744236,270.8891202,4.191176471,1.7,3.196064103,3.324090597,0.4149838746,9.411843968,255.6851282,4605,4591,4597.5,4597,10.73417722,104,367800,3.503810146,3.499021952,3.501375935,3.501414274,8.92E-07,0.04895195776,280.1100748,3.502504901,3.498586034,3.500543783,3.500434972,6.07E-07,0.03893170042,280.0435026,4,tap
174,8,91.7,79.5,3487.731646,517,7336,4.071428571,3.350318471,3.601689281,3.540064103,0.03194473645,5.707630241,288.1351425,3.90625,2.933333333,3.467533279,3.483921602,0.04236043605,6.170506631,277.4026624,4608,4594,4601.375,4601,7.123417722,121,368110,3.502283105,3.497828919,3.500842435,3.500978474,8.13E-07,0.03489006628,280.0673948,3.501523064,3.49772086,3.499516536,3.499347684,1.03E-06,0.03031941316,279.9613229,4,tap
101,10,47,44.5,442.2531646,457,3760,4.2,3,3.489457308,3.5,0.07200151817,8.858654803,279.1565846,3.976744186,1.6875,3.222331947,3.409677419,0.3002358393,11.69643257,257.7865558,4606,4596,4600.7375,4600.5,3.892246835,105,368059,3.50260983,3.499022801,3.500816589,3.500815135,6.11E-07,0.03663363099,280.0653271,3.502391304,3.498586649,3.500167161,3.500108625,6.16E-07,0.03097503008,280.0133729,4,tap
232,5,73.8,44.5,4646.364557,455,5904,4.833333333,3.352941176,3.881070043,3.759615385,0.191352694,7.946349574,310.4856034,3.885714286,1.333333333,2.949605449,3.23445122,0.5267123334,9.794713801,235.968436,4603,4589,4596.65,4597,8.989873418,111,367732,3.503263708,3.498150163,3.500802306,3.500870133,9.34E-07,0.04123784594,280.0641845,3.50239547,3.498586649,3.500522335,3.500543596,5.21E-07,0.0401493183,280.0417868,4,tap
14,0,3.15,0,21.49620253,44,252,5,0,1.24184947,0,2.193463524,17.99047619,99.3479576,5.333333333,0,1.616033966,0,3.6727737,19.02953713,129.2827173,4609,4597,4603.75,4604,6.417721519,112,368300,3.501954822,3.497718879,3.500219882,3.500162937,7.67E-07,0.03779153629,280.0175906,3.501195392,3.496524761,3.498900333,3.498914459,1.03E-06,0.03475362059,279.9120267,5,tap
15,0,5.1,5,13.88860759,83,408,4.25,0,2.298887293,2.303030303,0.9256532413,31.39282384,183.9109835,6,0,3.331426664,3.651515152,2.47848998,42.63334998,266.5141331,4605,4594,4600.675,4601,4.652531646,102,368054,3.50445943,3.499021952,3.501353448,3.501140915,1.59E-06,0.03282093904,280.1082758,3.501955671,3.497606614,3.499741671,3.499728225,1.08E-06,0.03543379367,279.9793337,5,tap
19,0,4.2125,0,30.0681962,52,337,3.428571429,0,1.369527039,0,2.287057146,8.87012987,109.5621631,6,0,2.259694344,0,6.17927838,15.58600289,180.7755476,4606,4597,4600.9625,4601,3.682120253,84,368077,3.504020865,3.499022801,3.501547398,3.501304348,1.22E-06,0.04216933141,280.1237918,3.501413351,3.497607656,3.499653552,3.499891281,6.86E-07,0.03760066751,279.9722841,5,tap
15,0,2.3875,0,19.02515823,37,191,3.285714286,0,0.9295060842,0,1.548576967,14.41370851,74.36048674,5,0,1.326287948,0,3.424634052,16.46168831,106.1030359,4607,4596,4601.825,4602,8.525949367,80,368146,3.503481288,3.498588491,3.501019057,3.501086248,1.21E-06,0.03151981432,280.0815246,3.50086881,3.496956522,3.498915803,3.499021101,1.16E-06,0.03672067702,279.9132642,5,tap
106,5,44.4125,43.5,837.6125,400,3553,4.4,2.727272727,3.359416493,3.31458544,0.07684643641,10.51013688,268.7533195,3.871794872,1,2.591055724,2.910300926,0.9200238694,11.64020023,207.2844579,4608,4595,4602.3625,4602,4.639082278,97,368189,3.502606429,3.498480903,3.50102277,3.501140915,6.92E-07,0.03726658089,280.0818216,3.502720348,3.497393571,3.500216372,3.5005431,1.80E-06,0.03900199523,280.0173097,6,tap
135,0,61.4125,60.5,1837.663133,480,4913,3.461538462,0,2.78321122,3.165390924,1.025223921,8.626119981,222.6568976,4,0,2.840546696,3.031372549,1.222016859,16.64067448,227.2437357,4609,4597,4603.2875,4603.5,6.384651899,100,368263,3.503367369,3.500542888,3.5020543,3.502172024,4.52E-07,0.03020813111,280.164344,3.502935421,3.498805646,3.500466007,3.500434783,7.49E-07,0.03237157622,280.0372806,6,tap
181,0,72.9625,69.5,3143.935285,417,5837,4,0,3.130040389,3.331223629,0.640609957,20.11961086,250.4032311,4.5,0,3.453270664,3.594155844,0.7147412972,20.10497442,276.2616531,4606,4596,4601.3125,4601,3.356803797,99,368105,3.504565217,3.499782609,3.501971011,3.501955671,8.71E-07,0.03184960925,280.1576809,3.503587736,3.499348676,3.501294641,3.501195912,7.36E-07,0.0301184557,280.1035713,6,tap
80,10,39.85,37.5,389.5468354,493,3188,4.095238095,1.416666667,2.913334046,3.054093567,0.3889155176,9.839890539,233.0667237,4.25,2.08,3.376857053,3.475268817,0.3157954618,14.85756974,270.1485642,4608,4597,4601.525,4601,4.556329114,94,368122,3.504132231,3.5,3.50214358,3.502009323,7.63E-07,0.03370378858,280.1714864,3.502284098,3.496960486,3.499845442,3.499891328,9.75E-07,0.03476784153,279.9876354,6,tap
201,45,140.75,175,3085.911392,455,11260,4.244444444,3.482587065,3.803017035,3.740444338,0.04429398702,3.352992404,304.2413628,3.975903614,2.875,3.678516144,3.737401952,0.04378921882,4.910393281,294.2812915,4607,4596,4600.3625,4600,4.613765823,97,368029,3.499021952,3.493800305,3.496558558,3.496685857,1.27E-06,0.03402361662,279.7246847,3.504455553,3.500108672,3.502039232,3.502064769,8.45E-07,0.04316462217,280.1631386,7,tap
143,9,81.9,77.5,1491.103797,516,6552,5,3.654135338,4.005391055,3.950937951,0.09501540237,5.960049449,320.4312844,4.266666667,3,3.803244679,3.845742259,0.07128015479,7.638452005,304.2595743,4603,4588,4595.225,4595,8.834810127,104,367618,3.49945593,3.495213229,3.497445915,3.497498912,9.89E-07,0.04024537494,279.7956732,3.504027868,3.499347542,3.501743885,3.501631499,1.18E-06,0.03743749558,280.1395108,7,tap
120,39,85.975,87,368.9867089,465,6878,4.318181818,3.783333333,3.986106052,3.990238095,0.01701615248,3.809242841,318.8884841,4.448275862,3.269662921,3.90325976,3.923617619,0.06839270054,6.006831918,312.2607808,4600,4589,4593.525,4593,5.974050633,95,367482,3.500108861,3.495426829,3.497523745,3.497605051,1.03E-06,0.03972303169,279.8018996,3.504896627,3.500217675,3.502334845,3.502069266,1.43E-06,0.04213986483,280.1867876,7,tap
118,27,77.825,75.5,829.2348101,569,6226,4.457142857,3.860869565,4.080655798,4.075049282,0.01538384694,4.09127007,326.4524639,4.194690265,2.813953488,3.673898774,3.626425218,0.1063356459,5.76276741,293.9119019,4601,4583,4592.9875,4594,21.50617089,116,367439,3.50021796,3.49586597,3.498199798,3.498150163,7.95E-07,0.04050217861,279.8559838,3.504907306,3.501088376,3.502750793,3.502665065,8.90E-07,0.02854545411,280.2200634,7,tap
62,0,26.9125,24.5,291.5238924,213,2153,4.95,0,2.929524088,2.910714286,1.218068425,14.58656736,234.361927,5.1,0,3.48798998,3.533333333,1.356266184,18.52144208,279.0391984,4605,4593,4598.875,4599,8.971518987,88,367910,3.504022614,3.500542888,3.502277909,3.502229478,8.24E-07,0.03480300465,280.1822327,3.501957373,3.498479583,3.500551701,3.500760704,6.67E-07,0.04001599883,280.0441361,1,tickle
62,0,21.2375,27,263.0188291,173,1699,4.666666667,0,2.784533673,3.116161616,1.476169276,16.5017334,222.7626938,5,0,3.270058283,3.80625,2.132018712,19.69166613,261.6046626,4605,4595,4600.3875,4600,5.227689873,79,368031,3.503805175,3.499891328,3.50200965,3.502174859,1.05E-06,0.03445475114,280.160772,3.501739887,3.49836992,3.500061184,3.500217297,5.20E-07,0.03858561867,280.0048947,1,tickle
74,6,36.375,40,338.8955696,250,2910,4.152173913,1.25,3.167068631,3.241730537,0.413642695,11.3033682,253.3654905,4.2,1.285714286,3.241404211,3.354166667,0.4262119787,15.22627148,259.3123369,4605,4596,4600.3875,4600,4.417563291,86,368031,3.503587736,3.499673842,3.50128934,3.501195392,6.31E-07,0.03369371777,280.1031472,3.501522401,3.498043478,3.500082942,3.500217391,6.92E-07,0.03043185779,280.0066354,1,tickle
76,1,43.1875,48.5,449.5719937,330,3455,4.11627907,2,3.317427464,3.304398148,0.170960728,12.26371535,265.3941971,3.903846154,1.666666667,2.814868888,2.749194847,0.2329463807,13.89570422,225.189511,4609,4593,4599.9625,4601,15.53022152,98,367997,3.503371764,3.499238965,3.501066462,3.501194614,8.35E-07,0.03696462351,280.085317,3.505769649,3.497937921,3.501293219,3.500869187,3.28E-06,0.04000925753,280.1034575,1,tickle
87,14,53.2625,58.5,483.7656646,229,4261,4.666666667,3.5,3.947330785,3.933019713,0.04456086049,5.933882377,315.7864628,4.714285714,3.095238095,4.032665142,4.070627337,0.138248696,9.860030097,322.6132114,4604,4587,4597.475,4598.5,16.75886076,102,367798,3.50087146,3.494784876,3.498597701,3.498803307,1.48E-06,0.03478447958,279.8878161,3.505221932,3.499891281,3.502408876,3.502445358,1.98E-06,0.0350496725,280.1927101,2,tickle
