"maxSY","minSY","meanSY","medianSY","varSY","totalvarSY","aucSY","XmaxSY","XminSY","XmeanSY","XmedianSY","XvarSY","XtotalvarSY","XaucSY","YmaxSY","YminSY","YmeanSY","YmedianSY","YvarSY","YtotalvarSY","YaucSY","subconditionSY","subjectSY","filecountSY","gestureSY"
"4660","4510","4591.125","4593.5","1259.12341772152","3449","367290","3.55840455840456","3.45258808177468","3.50050572504268","3.50125788314143","0.000447580790739731","1.4637247534321","280.040458003414","3.5364900086881","3.45728753852928","3.49794598841561","3.49880594795567","0.000291965332134977","1.43661484384774","279.835679073249","flat","P1","3","freeplay"
"4677","4461","4592.925","4599.5","1860.04493670886","3814","367434","3.55591607181484","3.45811287477954","3.50169152433964","3.5010854494763","0.00039081777482734","1.53607384508294","280.135321947171","3.54477611940298","3.45155709342561","3.49575892390969","3.49610163105569","0.000327620326000955","1.7800894071376","279.660713912775","flat","P1","3","freeplay"
"4712","4431","4592.2","4585","3497.32658227848","4810","367376","3.54641019906061","3.45251894783772","3.50069803784162","3.50232294688791","0.000502744121655764","1.77235332538345","280.055843027329","3.56941649899396","3.47039473684211","3.50961848171738","3.5087931757688","0.000480874169232683","1.60878449868158","280.769478537391","flat","P1","4","freeplay"
"4727","4449","4602.6","4599","3746.72405063291","4095","368208","3.56038112120541","3.46354616048318","3.50545888808005","3.50600444953786","0.000521417190735326","1.63274510981887","280.436711046404","3.57281553398058","3.45189629312192","3.51061304568624","3.5098241186454","0.000542916758619845","1.78279487303377","280.849043654899","flat","P1","4","freeplay"
"4683","4443","4583.125","4579","2590.16139240506","4012","366650","3.56425838397479","3.44728915662651","3.49779319374788","3.49776087994885","0.00051560221382839","1.80833394603157","279.823455499831","3.56693778852495","3.45505018150758","3.50172920011884","3.4997808560629","0.000577246745610983","1.88490301301041","280.138336009507","flat","P1","4","freeplay"
"4723","4483","4586.6625","4587.5","2658.40363924051","4128","366933","3.53711407926429","3.44533622559653","3.49640452308357","3.49557483465126","0.000399290345824347","1.65005735151892","279.712361846685","3.53219448094612","3.44277108433735","3.49394180316101","3.49589889209571","0.000440586322083853","1.61758527621295","279.515344252881","flat","P1","4","freeplay"
"4690","4497","4591.925","4595","1542.52594936709","3590","367354","3.54262896611267","3.44724061810155","3.49707573476303","3.50032872138709","0.000483567719193302","1.62836940634203","279.766058781042","3.54998910912655","3.46671061305208","3.50163960939832","3.50201965895934","0.000255007653210448","1.3318973242332","280.131168751866","flat","P1","5","freeplay"
"4747","4426","4584.8125","4584","2804.25553797468","4041","366785","3.54322071083809","3.43388704318937","3.49965927569245","3.50065309734689","0.000458149476033104","1.77908672198228","279.972742055396","3.54579153946795","3.46494867875082","3.49952128511762","3.49793356673213","0.000251798106497172","1.43362117258584","279.96170280941","flat","P1","5","freeplay"
"4727","4511","4605.725","4601","2299.06265822785","4121","368458","3.53501094091904","3.44521739130435","3.49611322518785","3.49829556943423","0.000408142500674588","1.38298109486882","279.689058015028","3.54439045936396","3.45147772386414","3.49472553414593","3.49490003208584","0.000302398058934862","1.60428357654578","279.578042731674","flat","P1","5","freeplay"
"4684","4481","4587.8875","4592","2081.62009493671","4121","367031","3.55083626760563","3.4557463672391","3.49898375987657","3.49760967262861","0.000359690344113087","1.50014582458269","279.918700790126","3.55340439417011","3.46192893401015","3.49769080475202","3.4966697406373","0.000313142664994348","1.56085892272817","279.815264380162","flat","P1","5","freeplay"
"4685","4456","4584.45","4595","2566.30126582278","3892","366756","3.55437146585472","3.44828330814079","3.49944862706889","3.49951180451298","0.00049172880445045","1.81732530860652","279.955890165511","3.54170305676856","3.45142360356444","3.49746331766406","3.49774178159197","0.000344182453746029","1.56261944009344","279.797065413125","flat","P1","6","freeplay"
"4716","4449","4591.9375","4596.5","2187.83148734177","3622","367355","3.55470123022847","3.45212537569772","3.50179132532776","3.50065488424249","0.000607484115797401","2.20181276460902","280.143306026221","3.54320717567272","3.44396365209866","3.49730440475906","3.4956908916772","0.000446897366409596","1.84340484407882","279.784352380725","flat","P1","6","freeplay"
"4715","4482","4599.475","4602.5","2354.20189873418","4670","367958","3.5505593331871","3.44591947769314","3.50050392191839","3.50059694313247","0.00061721010791532","1.81114867643787","280.040313753471","3.53577623590633","3.44234984655853","3.49898297533488","3.50048683909317","0.000311384095405054","1.60918976220863","279.918638026791","flat","P1","6","freeplay"
"4714","4483","4588.8125","4593","2478.71123417722","4329","367105","3.56164680390033","3.44910576286156","3.50265984545808","3.50337404703472","0.00051757086623445","1.67423719577204","280.212787636647","3.53835920177384","3.46280633268272","3.50035587672707","3.50000491350015","0.000298996472406958","1.39192790129004","280.028470138166","flat","P1","6","freeplay"
"4704","4485","4588.7625","4594","2186.00617088608","4363","367101","3.54857142857143","3.45369565217391","3.50276502257515","3.5042662897479","0.000410271228962861","1.64655918060156","280.221201806012","3.53265889597537","3.46135527170383","3.49944430104593","3.49891532681817","0.000312522421969739","1.5229199176914","279.955544083674","flat","P1","7","freeplay"
"4682","4476","4597.7875","4595.5","1919.96693037975","4013","367823","3.56554307116105","3.45462365591398","3.50304357266381","3.50312442471413","0.000509040443222083","1.73778747367088","280.243485813105","3.54944812362031","3.46035860877079","3.49962853396421","3.50097285341214","0.000326721386830082","1.54423540757764","279.970282717136","flat","P1","7","freeplay"
"4683","4459","4577.7125","4577.5","1771.37199367089","3695","366217","3.56577210734712","3.45718688091569","3.50100652579667","3.49896196031372","0.000476181341565841","1.70141846743468","280.080522063733","3.54531490015361","3.45144356955381","3.5058914388224","3.50693096371117","0.000381284293788118","1.62739691318533","280.471315105792","flat","P1","7","freeplay"
"4727","4470","4589.7125","4588","2414.30870253165","4247","367177","3.56297420333839","3.45958934032329","3.50548605927737","3.50170468886984","0.00049546090061116","1.65541774134414","280.438884742189","3.53980752405949","3.43445450625269","3.49505410463127","3.49501624924829","0.000433052386853436","1.61196229249249","279.604328370502","flat","P1","7","freeplay"
"4674","4425","4576.8875","4578.5","1755.26566455696","3457","366151","3.54404031551271","3.43214441061331","3.49818065697751","3.49820467196708","0.000591136532553468","1.70937297733439","279.854452558201","3.54379401408451","3.45444661883018","3.50282778503336","3.50174683898239","0.000283133554987099","1.50327005723375","280.226222802669","flat","P1","8","freeplay"
"4707","4477","4583.4625","4583.5","2191.44161392405","4462","366677","3.56896927435171","3.44478393714535","3.49446576511991","3.49115019922977","0.000533539779273896","2.06059568344234","279.557261209593","3.55818628545901","3.44614376228971","3.49969098039116","3.50021509126518","0.000378929206052953","1.61149184625365","279.975278431293","flat","P1","8","freeplay"
"4674","4478","4583.5125","4590.5","1773.92389240506","3373","366681","3.54595185995624","3.45659233600346","3.49996055878021","3.50333493867929","0.000497762191985814","1.79717065949388","279.996844702417","3.55555555555556","3.46246764452114","3.50016382073028","3.50043199878845","0.000348119675839507","1.48059705562897","280.013105658422","flat","P1","8","freeplay"
"4686","4460","4579.05","4579.5","2227.5417721519","4143","366324","3.54690877648076","3.4535412605588","3.49813955187633","3.49431235409566","0.000443221789312358","1.55897434048638","279.851164150106","3.53816216216216","3.46303082560897","3.50237544837769","3.50417336732379","0.000260328894903839","1.37561067678911","280.190035870215","flat","P1","8","freeplay"
"4740","4487","4593.225","4592.5","2289.61962025316","4229","367458","3.55058874836459","3.46053489889106","3.50203807284016","3.50174432280235","0.0003939924248511","1.58823727135526","280.163045827213","3.54643723803221","3.46077156480277","3.49991904753405","3.49989130434783","0.000292732711068773","1.71013404392193","279.993523802724","flat","P1","1","no"
"4728","4498","4604.8125","4603.5","1982.1542721519","3903","368385","3.55371900826446","3.45540214770984","3.49953661571208","3.50070759986031","0.00034504180048229","1.46276216776441","279.962929256966","3.53950240069838","3.46345733041575","3.49921080923909","3.50037847450255","0.000324830905645669","1.63000057756574","279.936864739127","flat","P1","1","no"
"4732","4511","4597.1","4587","2489.55949367089","4035","367768","3.54986933797909","3.46480375426621","3.50296522746977","3.50157202174376","0.000387080893450042","1.52808645159283","280.237218197581","3.54468911917098","3.46653671215075","3.49786278387212","3.49676001415497","0.000296847126070524","1.50821975816448","279.82902270977","flat","P1","1","no"
"4718","4507","4604.2","4605.5","2114.31392405063","4577","368336","3.55922625516192","3.45991744514447","3.50387904690735","3.5015384936","0.000451393637670064","1.78280588752875","280.310323752588","3.54505686789151","3.45237587896868","3.49650882121191","3.49631676682906","0.000317385834872485","1.62778882513835","279.720705696953","flat","P1","1","no"
"4690","4440","4591.325","4596","2135.71582278481","4175","367306","3.55400392755837","3.45405405405405","3.49882726994012","3.49973075373981","0.000405864438143278","1.39629465199757","279.90618159521","3.53384955752212","3.46328056288478","3.50024399202719","3.4999454269036","0.000250115343676578","1.32792946468202","280.019519362175","flat","P1","2","no"
"4686","4470","4594.775","4594","2266.88544303797","4231","367582","3.55962502725093","3.44708994708995","3.49954825475085","3.49783288891015","0.000556393635681324","1.78046214857561","279.963860380068","3.54248510262635","3.45365959289736","3.5023733909589","3.50232689813688","0.000340936775422803","1.56971685388022","280.189871276712","flat","P1","2","no"
"4719","4455","4606.975","4612.5","2456.22721518987","4236","368558","3.55376928090376","3.45110619469027","3.50284207175908","3.50262170142704","0.000397742102305555","1.63612728706714","280.227365740726","3.53839516824849","3.45226678291194","3.49878359535653","3.49725906782526","0.000323223311945659","1.72412951651229","279.902687628523","flat","P1","2","no"
"4686","4489","4589.9","4593.5","1752.29367088608","3519","367192","3.54984628897672","3.45873944119558","3.50108605709942","3.50032564672601","0.000454966819673571","1.77687004365378","280.086884567953","3.57902835788085","3.46508563899868","3.50548682249814","3.50245788403239","0.000391611164209844","1.3694882486435","280.438945799851","flat","P1","2","no"
"4760","4499","4592.275","4590.5","2318.10063291139","4436","367382","3.5399601505424","3.42490762877635","3.49836259932302","3.50000441638221","0.000406115994790699","1.50278562618077","279.869007945842","3.54021978021978","3.44568484328038","3.50122613307298","3.5038084191735","0.00030963400462125","1.42856666656619","280.098090645838","flat","P1","3","no"
"4685","4455","4575.7","4576.5","1868.44050632911","3896","366056","3.52654201590372","3.45250800426894","3.4972602956075","3.50022481988987","0.000342245094442468","1.47198600098667","279.7808236486","3.54515491100857","3.4608505997819","3.5047151355577","3.50397017892499","0.000374114000388898","1.85868068473241","280.377210844616","flat","P1","3","no"
"4692","4461","4580.3125","4576.5","2259.55933544304","4190","366425","3.54489840506882","3.45938864628821","3.49844332460942","3.49913307325531","0.000294155816902815","1.42804804197909","279.875465968753","3.53876392225377","3.44662737393582","3.5023255256709","3.50284336460987","0.000284382300653073","1.28541384331836","280.186042053672","flat","P1","3","no"
"4744","4479","4588.1375","4588","2467.00617088608","4586","367051","3.54614549402823","3.450294953026","3.49973138554415","3.49887104252326","0.000401031963122003","1.58523772607593","279.978510843532","3.54085257548845","3.46327319587629","3.50428470388277","3.50514844167737","0.00038445577421522","1.72045328249903","280.342776310622","flat","P1","3","no"
"4694","4506","4598.0875","4603","2091.37199367089","4061","367847","3.53939132311677","3.44098970878038","3.49975110403655","3.49875241497321","0.000364749984182468","1.47814971804899","279.980088322924","3.54273877017008","3.44139761167625","3.49538749085616","3.49507399594222","0.000418749536073793","1.52253281217829","279.630999268493","flat","P1","4","no"
"4694","4476","4598.75","4605","1996.84810126582","4190","367900","3.53434452871073","3.45525629887055","3.49594158530593","3.49923858445216","0.000399180689251732","1.65096341864677","279.675326824474","3.53994789405124","3.45696230115494","3.49797791908963","3.49653299681696","0.000316596553018869","1.59899843048768","279.83823352717","flat","P1","4","no"
"4719","4507","4607.8875","4613","1945.0125","3765","368631","3.53709327548807","3.44796380090498","3.49615931853904","3.49676407748198","0.000366633604829507","1.53609651835994","279.692745483123","3.53728070175439","3.45345541748419","3.49711212761927","3.49891634034801","0.000382621874683529","1.59411518281311","279.768970209541","flat","P1","4","no"
"4676","4498","4596.3125","4600","1704.64794303797","3411","367705","3.55206286836935","3.43279686820357","3.49463148253293","3.49697606851229","0.000425107926527213","1.61213390474323","279.570518602634","3.5631880228974","3.46064966208851","3.49915499371738","3.49765580889726","0.0003809074718842","1.39076959687594","279.932399497391","flat","P1","4","no"
"4710","4490","4595.5625","4600.5","2307.10996835443","4360","367645","3.5506259609049","3.4556934465491","3.50059771167866","3.50410135712217","0.000511668812075611","1.76419304786872","280.047816934293","3.5414686825054","3.45393743257821","3.49805751333691","3.49613243120934","0.000374406591198506","1.66884666527663","279.844601066953","flat","P1","5","no"
"4665","4506","4589.1625","4590.5","1450.28971518987","3601","367133","3.54322071083809","3.43567187156367","3.49878624343979","3.49744180272104","0.0003529500455967","1.63269104112222","279.902899475183","3.54962995211145","3.45368951171447","3.49881376846598","3.49994409226952","0.000429213886989284","1.76504583507343","279.905101477278","flat","P1","5","no"
"4722","4457","4595.7","4591.5","3003.60506329114","4893","367656","3.55751044644821","3.43978723404255","3.49865384806081","3.49901510476773","0.000390368511021451","1.61354489836271","279.892307844865","3.52495543672014","3.45466377440347","3.49556007944619","3.49538498986031","0.000213469988286179","1.40613211515694","279.644806355695","flat","P1","5","no"
"4674","4476","4591.325","4588.5","1986.07025316456","4465","367306","3.53999106344951","3.4438809261301","3.4973803526837","3.49670678930501","0.000372562038435622","1.54722161230129","279.790428214696","3.54213175749617","3.43285528031291","3.49479972296049","3.49492486661419","0.000374293568527709","1.5291820320161","279.583977836839","flat","P1","5","no"
"4692","4490","4595.05","4597","1741.21265822785","3712","367604","3.57040727902946","3.46258351893096","3.50479009910651","3.50541036725209","0.000420416826483262","1.5851349756555","280.383207928521","3.5475161987041","3.45326698398961","3.50023217937057","3.50124580519527","0.00033460702246336","1.6337581375641","280.018574349646","flat","P1","6","no"
"4727","4502","4600.575","4601","2247.20949367089","4450","368046","3.54622764936764","3.45119021620441","3.50279609091675","3.50358370347963","0.000434954318211335","1.60609366958565","280.22368727334","3.54850584668688","3.45586297760211","3.49882485740111","3.49751707731774","0.000308788212373728","1.39550536100352","279.905988592089","flat","P1","6","no"
"4726","4459","4591.4375","4591","2177.54034810127","4415","367315","3.55412026726058","3.43524324324324","3.50086773134088","3.5026014013702","0.000468122570496192","1.62145948551349","280.06941850727","3.53660656093852","3.46155526430756","3.49903674643855","3.49967213914511","0.00020731526638477","1.13781476220662","279.922939715084","flat","P1","6","no"
