"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","subcondition","subject","filecount","gesture"
"227","14","111.2625","112","3910.87958860759","412","8901","5.3125","3.656","4.14448607213604","3.92457364341085","0.293342602000073","3.84695525968526","331.558885770883","3.76470588235294","3.01052631578947","3.30285824720689","3.2648830616584","0.0328412539305539","3.07382779004943","264.228659776551","flat","P1b","1","constant"
"351","167","260.1","274.5","3184.8253164557","600","20808","4.05447470817121","3.69543147208122","3.86896037036549","3.88442749665052","0.00891202434142319","1.65572771136679","309.516829629239","3.42592592592593","2.95038167938931","3.17994182263848","3.1549046477104","0.0179630461906563","1.46641749635077","254.395345811078","flat","P1b","1","constant"
"482","287","386.875","373.5","2971.9082278481","525","30950","4.13821138211382","3.61743341404358","3.85497668028436","3.87782984859409","0.0213043010775046","1.17581598374927","308.398134422749","3.43452380952381","2.97945205479452","3.2866136613757","3.33934575761912","0.0169461652207469","1.19985731908763","262.929092910056","flat","P1b","1","constant"
"303","54","142.4625","123.5","4567.1378164557","457","11397","4.09259259259259","3.59375","3.82533821875306","3.79711375212224","0.00984383723262645","3.08954886065711","306.027057500245","3.94545454545455","3.42574257425743","3.72535977747476","3.72509797040416","0.0133778203771272","2.47493255039121","298.028782197981","flat","P1b","1","constant"
"107","41","79.15","79.5","301.875949367089","251","6332","3.12307692307692","2.41463414634146","2.8581305646385","2.87679873841908","0.0257902570478301","3.41876091877234","228.65044517108","3.78048780487805","3.07692307692308","3.40059928199555","3.42141500474834","0.0275782525057885","2.91882366855614","272.047942559644","flat","P1b","2","constant"
"107","46","77.0375","76.5","282.973259493671","227","6163","3.0655737704918","2.59649122807018","2.84497903867131","2.85357142857143","0.011729573040575","3.57609895256404","227.598323093705","3.85714285714286","3.29411764705882","3.50640708142787","3.52","0.0204441622453329","2.26627385273603","280.512566514229","flat","P1b","2","constant"
"93","32","65.25","65.5","232.848101265823","245","5220","3.12162162162162","2.34375","2.79915052714524","2.81388888888889","0.0251648943165614","4.49771521297152","223.932042171619","3.68292682926829","3.15873015873016","3.41096088349213","3.42288288288288","0.0164210502242822","2.93514430985212","272.87687067937","flat","P1b","2","constant"
"83","43","62.9375","63","83.4011075949367","207","5035","3.23913043478261","2.62790697674419","2.88927426194461","2.87867647058824","0.0158797232234575","3.84828393895239","231.141940955569","3.73015873015873","3.1566265060241","3.40279922695942","3.35504201680672","0.0200968243776995","3.46348468224271","272.223938156754","flat","P1b","2","constant"
"231","119","179.7","183","624.111392405063","258","14376","4.09848484848485","3.84279475982533","3.97841670833568","3.98425099206349","0.00380177117406989","1.86054141414197","318.273336666854","3.24418604651163","2.99509803921569","3.1323520688978","3.14169884169884","0.0041551951732066","1.73360271135527","250.588165511824","flat","P1b","3","constant"
"261","59","144.6875","105","6235.55933544304","302","11575","4.88135593220339","3.856","4.40258571980049","4.47701149425287","0.0823529094644426","3.54341778185418","352.206857584039","4.65","3.01953125","3.7282917660623","3.90666666666667","0.265963634172658","3.83404177137717","298.263341284984","flat","P1b","3","constant"
"63","32","47.0375","49","58.9985759493671","78","3763","5.53658536585366","4.71428571428571","5.27894689227798","5.28498217468806","0.0575247940863591","2.56911803474491","422.315751382238","5","4.3728813559322","4.81485964258813","4.78297872340426","0.0363032226856718","2.41055420249564","385.18877140705","flat","P1b","3","constant"
"49","36","43.1","43","10.9012658227848","52","3448","5.5609756097561","5.18367346938776","5.45978704426954","5.51063829787234","0.0087615133751869","2.26625074464552","436.782963541563","5","4.61224489795918","4.91713332296394","5","0.0118619020097761","2.21625417200418","393.370665837115","flat","P1b","3","constant"
"641","378","518.175","527","7269.1335443038","393","41454","3.66578947368421","3.32917316692668","3.45330537784088","3.45862076481294","0.00867950701061542","0.907219540953421","276.264430227271","3.29617834394904","2.89736842105263","3.11903870423306","3.1024318561632","0.0106385394691173","0.971485820174975","249.523096338645","flat","P1b","4","constant"
"659","501","591.1375","593.5","1556.32262658228","683","47291","3.42565055762082","3.32558139534884","3.36816170052617","3.36245632451848","0.000744060880442383","0.531245461763276","269.452936042094","3.32625189681335","3.18244406196213","3.24759041643162","3.24805080128506","0.000913256205342997","0.762194620564","259.807233314529","flat","P1b","4","constant"
"638","439","579.85","605.5","3946.10379746835","437","46388","3.39646869983949","3.14529914529915","3.30418194795003","3.32967959527825","0.00516860574936312","0.597203494712072","264.334555836003","3.31165919282511","3.16062992125984","3.23873269568175","3.24030361477636","0.0010899849961566","0.701761653819453","259.09861565454","flat","P1b","4","constant"
"664","378","539.9375","558.5","9300.92009493671","606","43195","3.38320610687023","3.16666666666667","3.28792314173125","3.29718258170092","0.00393937804201283","0.557775146180718","263.0338513385","3.38422391857506","3.16216216216216","3.26698744263221","3.2565594742387","0.00395570579261552","0.715693448858339","261.358995410577","flat","P1b","4","constant"
"206","11","129.15","137","3161.52151898734","399","10332","5.27777777777778","3.52046783625731","3.8725885995634","3.6507996001999","0.255434576823718","3.50091183218503","309.807087965072","5.25","4.58510638297872","4.80133565251557","4.77901678657074","0.0357558215094873","2.217672118787","384.106852201246","flat","P1b","5","constant"
"304","138","234.275","248.5","2575.3664556962","483","18742","3.88405797101449","3.41750841750842","3.62922870287763","3.58926764482671","0.0146197802811754","1.68272234486447","290.33829623021","4.64673913043478","4.45514950166113","4.5450029782636","4.56237255701603","0.00248428952153581","1.25136261824586","363.600238261088","flat","P1b","5","constant"
"323","216","280.175","282","1098.85506329114","461","22414","3.68122270742358","3.41194968553459","3.55305624900694","3.5597221298943","0.00443978961042238","1.44713465805027","284.244499920555","4.63821138211382","4.46540880503145","4.5312170588004","4.5294407447676","0.00175349222939438","0.967991292759304","362.497364704032","flat","P1b","5","constant"
"333","236","305.425","312","580.65253164557","440","24434","3.61016949152542","3.42987804878049","3.53270855369865","3.53945135746606","0.00229243790075836","1.27353938840019","282.616684295892","4.63230240549828","4.47452229299363","4.54095963706062","4.54011907597047","0.0016792239189555","1.02740964117912","363.276770964849","flat","P1b","5","constant"
"244","130","178.975","173","824.151265822785","342","14318","4.44878048780488","3.71052631578947","4.12093426683502","4.1519770879527","0.0334837833504309","2.17795982709528","329.674741346802","3.73333333333333","3.34801762114537","3.56555914433387","3.59888384529287","0.0103963825656614","1.63747585431326","285.244731546709","flat","P1b","6","constant"
