"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","subcondition","subject","filecount","gesture"
"4685","4498","4601.0375","4600.5","1453.37832278481","2998","368083","3.54112744022812","3.47649849072876","3.5069399734713","3.50673168094988","0.000119869745617921","1.01580283289029","280.555197877704","3.52077922077922","3.4577615780446","3.48202822978238","3.48223227430054","0.000119459298614665","0.960487354263278","278.56225838259","flat","P2","1","constant"
"4682","4526","4612.075","4618.5","1084.37405063291","2930","368966","3.53511777301927","3.48040482342808","3.50639629148146","3.50762126238816","0.000131984244695108","1.1306084519897","280.511703318517","3.50436681222707","3.46178617432374","3.48161811744608","3.48115741096848","0.00010530318136439","1.03175410966298","278.529449395686","flat","P2","1","constant"
"4668","4536","4614.825","4617","725.38670886076","2451","369186","3.54048716260698","3.47008179078777","3.50394864185256","3.50347293450946","0.000166481786842943","1.15390476372514","280.315891348205","3.51180931744312","3.46295493934142","3.48363885691254","3.48288638885716","0.000128281027010842","0.996149811183264","278.691108553003","flat","P2","1","constant"
"4680","4524","4610.2","4612.5","918.086075949367","2590","368816","3.53294194390085","3.4862285838213","3.50413918928784","3.50424585813338","8.12962087671274e-05","0.785030868561989","280.331135143027","3.5031652477625","3.46019793459552","3.48301763267709","3.48305642500694","0.00011729705680732","1.08718464692434","278.641410614167","flat","P2","1","constant"
"4689","4529","4619.3","4622.5","1212.06075949367","3121","369544","3.53283875190923","3.47927067505969","3.50984292225659","3.50986131995432","0.000125148812005837","1.00066531702991","280.787433780527","3.51269595937293","3.45896003437903","3.48396880801905","3.48235306626133","0.000159565833402821","1.14790744043985","278.717504641524","flat","P2","5","constant"
"4676","4554","4616.3","4617.5","871.605063291139","2697","369304","3.53334776959723","3.48774137556954","3.50924535957753","3.50830466121069","0.000107829702823357","0.888210616246282","280.739628766202","3.5168321104877","3.46104314230522","3.48485574792985","3.48491191834659","0.000120587393333017","0.959334094220015","278.788459834388","flat","P2","5","constant"
"4696","4552","4613.5875","4609.5","937.561867088608","2821","369087","3.53712653778559","3.48540145985401","3.50744376322476","3.50715390906387","0.000156587576604794","0.970623058660007","280.595501057981","3.50731812311666","3.46460940871817","3.48435847362719","3.48348422996572","0.000103137511686834","0.816829583750406","278.748677890175","flat","P2","5","constant"
"4696","4515","4611.0125","4614","1485.93655063291","3545","368881","3.53371154265765","3.48375295889821","3.50933122110811","3.51147664879071","0.000163400332271161","1.2177554564846","280.746497688649","3.51061093247588","3.4625","3.48582899123869","3.48607752835999","0.000128719388457326","1.00018562338766","278.866319299095","flat","P2","5","constant"
"4653","4485","4566.5875","4570.5","1248.9542721519","3177","365327","3.53582485625829","3.490545294635","3.51407451062556","3.51471879379638","0.000130561365379483","0.975591994418717","281.125960850045","3.5239965095986","3.46768558951965","3.49801301300265","3.49793543430107","0.000141349814772352","0.99990536244836","279.841041040212","flat","P2","6","constant"
"4648","4463","4573.075","4572","1087.56392405063","2974","365846","3.53609154929577","3.48466391124647","3.50801047812861","3.50747267875496","0.000138113031029102","1.03187462329471","280.640838250289","3.52170138888889","3.47075389948007","3.49595000455069","3.49578710407298","0.000122253992343246","0.887601970465552","279.676000364055","flat","P2","6","constant"
